project_id	size	size_wpred	size_source
mm.wiki.351	unknown_sz	small	mm_prediction_random_forest
mm.aim.0141	small	small	aim_size_designation
mm.ace.1143	small	small	aim_size_designation
mm.domus.SE407	small	small	domus
mm.misc.129	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE595	small	small	aim_size_designation
mm.wiki.353	unknown_sz	small	mm_prediction_random_forest
mm.misc.126	large	large	national_trust_annual_report_
mm.domus.SE172	small	small	domus
mm.aim.1205	small	small	aim_size_designation
mm.domus.SE256	medium	medium	domus
mm.wiki.505	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE318	medium	medium	domus
mm.domus.SE418	small	small	domus
mm.domus.SE593	medium	medium	visitbritain
mm.hha.083	medium	medium	visitbritain
mm.domus.SE430	small	small	domus
mm.domus.SE424	medium	medium	domus
mm.domus.SE591	medium	medium	visitbritain
mm.domus.SE301	small	small	domus
mm.domus.SE440	small	small	domus
mm.musa.294	unknown_sz	small	mm_prediction_random_forest
mm.misc.123	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE576	small	small	domus
mm.wiki.347	unknown_sz	small	mm_prediction_random_forest
mm.wiki.355	unknown_sz	small	mm_prediction_random_forest
mm.fcm.001	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.113	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE205	large	large	visitbritain
mm.musa.241	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE488	small	small	domus
mm.domus.SE268	medium	medium	domus
mm.domus.SE209	medium	medium	domus
mm.musa.370	small	small	ma(fam)
mm.domus.SE119	medium	medium	domus
mm.ace.1163	small	small	mm
mm.domus.SE133	small	small	domus
mm.musa.222	small	small	ma(fam)
mm.hha.020	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE604	medium	medium	visitbritain
mm.aim.0877	small	small	aim_size_designation
mm.musa.153	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE553	medium	medium	visitbritain
mm.domus.SE091	medium	medium	domus
mm.domus.SE284	large	large	domus
mm.wiki.359	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE290	medium	medium	domus
mm.aim.1131	small	small	aim_size_designation
mm.domus.SE554	large	large	visitbritain
mm.wiki.360	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE159	medium	medium	domus
mm.domus.SE258	small	small	domus
mm.domus.SE323	small	small	visitbritain
mm.musa.225	small	small	ma(fam)
mm.domus.SE547	large	large	visitbritain
mm.wiki.357	unknown_sz	small	mm_prediction_random_forest
mm.wiki.358	unknown_sz	small	mm_prediction_random_forest
mm.aim.0338	small	small	aim_size_designation
mm.aim.0245	small	small	aim_size_designation
mm.domus.SE269	small	small	domus
mm.domus.SE235	medium	medium	domus
mm.aim.1022	small	small	aim_size_designation
mm.domus.SE422	small	small	domus
mm.aim.0952	small	small	aim_size_designation
mm.domus.SE353	small	small	domus
mm.domus.SE361	small	small	domus
mm.domus.SE150	small	small	domus
mm.wiki.356	unknown_sz	small	mm_prediction_random_forest
mm.hha.021	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE463	small	small	domus
mm.aim82NM.124	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.048	unknown_sz	small	mm_prediction_random_forest
mm.Mus70Cal.010	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE300	medium	medium	domus
mm.domus.SE555	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SW032	medium	medium	domus
mm.domus.SE282	medium	medium	babbidge_ewles_&_smith._2006.
mm.domus.SE272	medium	medium	domus
mm.domus.SE085	medium	medium	domus
mm.ace.1198	large	large	visitbritain
mm.aim.1080	small	small	aim_size_designation
mm.MDN.023	unknown_sz	small	mm_prediction_random_forest
mm.wiki.362	unknown_sz	small	mm_prediction_random_forest
mm.wiki.367	unknown_sz	small	mm_prediction_random_forest
mm.aim.0993	small	small	aim_size_designation
mm.hha.112	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM080	medium	medium	domus
mm.musa.372	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM146	large	large	ace_size_designation
mm.domus.WM076	small	small	aim_size_designation
mm.domus.WM020	medium	medium	domus
mm.aim.0589	small	small	aim_size_designation
mm.musa.296	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM120	medium	medium	domus
mm.misc.158	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM032	large	large	domus
mm.domus.WM131	medium	medium	visitbritain
mm.domus.WM019	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WM031	large	large	domus
mm.aim.0191	small	small	aim_size_designation
mm.domus.WM077	medium	medium	domus
mm.domus.WM030	large	large	domus
mm.ace.1092	large	large	visitbritain
mm.domus.WM029	large	large	domus
mm.musa.374	small	small	visitbritain
mm.wiki.363	unknown_sz	small	mm_prediction_random_forest
mm.ace.1090	large	large	visitbritain
mm.wiki.366	unknown_sz	small	mm_prediction_random_forest
mm.aim82M.043	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM123	medium	medium	domus
mm.domus.WM033	large	large	domus
mm.fcm.155	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM005	medium	medium	domus
mm.wiki.365	unknown_sz	small	mm_prediction_random_forest
mm.wiki.364	small	small	visitbritain
mm.misc.106	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM059	medium	medium	domus
mm.domus.WM017	medium	medium	domus
mm.domus.WM098	medium	medium	domus
mm.aim82NM.005	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM018	medium	medium	domus
mm.ace.1086	large	large	visitbritain
mm.domus.WM052	medium	medium	domus
mm.domus.WM134	large	large	visitbritain
mm.domus.WM040	medium	medium	domus
mm.domus.WM016	large	large	domus
mm.domus.WM085	small	small	domus
mm.domus.SE425	small	small	domus
mm.aim.1197	small	small	ma(fam)
mm.wiki.375	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE174	small	small	domus
mm.aim.0105	medium	medium	ma(fam)
mm.domus.SE326	small	small	domus
mm.domus.SE432	small	small	domus
mm.domus.SE143	medium	medium	domus
mm.domus.SE099	large	large	domus
mm.musa.047	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE236	medium	medium	domus
mm.domus.SE559	large	large	visitbritain
mm.aim.1025	small	small	visitbritain
mm.domus.SE405	large	large	domus
mm.musa.083	small	small	ma(fam)
mm.hha.028	small	small	visitbritain
mm.domus.SE557	large	large	visitbritain
mm.musa.303	unknown_sz	small	mm_prediction_random_forest
mm.ace.1270	medium	medium	aim_size_designation
mm.domus.SE565	medium	medium	domus
mm.hha.024	unknown_sz	small	mm_prediction_random_forest
mm.musa.282	small	small	ma(fam)
mm.aim82NM.102	unknown_sz	small	mm_prediction_random_forest
mm.aim.0447	medium	medium	ma(fam)
mm.musa.156	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE454	small	small	domus
mm.domus.SE455	small	small	domus
mm.domus.SE308	large	large	domus
mm.domus.SE357	small	small	domus
mm.domus.SE415	large	large	domus
mm.aim.1202	small	small	aim_size_designation
mm.aim.0200	small	small	aim_size_designation
mm.aim82M.048	unknown_sz	small	mm_prediction_random_forest
mm.hha.027	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE293	small	small	domus
mm.aim82M.020	unknown_sz	small	mm_prediction_random_forest
mm.hha.026	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE556	large	large	domus
mm.aim.0926	small	small	aim_size_designation
mm.wiki.376	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE139	small	small	domus
mm.domus.SE242	small	small	domus
mm.fcm.274	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SE558	large	large	visitbritain
mm.aim.1005	small	small	aim_size_designation
mm.domus.SE032	small	small	domus
mm.aim82NM.100	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE411	large	large	domus
mm.misc.040	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM046	small	small	domus
mm.domus.WM119	small	small	domus
mm.ace.1166	small	small	ace_size_designation
mm.domus.WM001	medium	medium	domus
mm.misc.069	unknown_sz	small	mm_prediction_random_forest
mm.hha.116	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM009	small	small	domus
mm.domus.WM057	small	small	domus
mm.domus.WM079	small	small	visitbritain
mm.domus.WM003	medium	medium	domus
mm.domus.WM004	small	small	domus
mm.domus.WM011	medium	medium	domus
mm.domus.WM012	medium	medium	domus
mm.domus.WM073	medium	medium	domus
mm.ace.1283	small	small	aim_size_designation
mm.ace.1207	small	small	aim_size_designation
mm.domus.WM142	medium	medium	ace_size_designation
mm.domus.WM010	large	large	visitbritain
mm.domus.WM007	medium	medium	domus
mm.ace.1088	medium	medium	ace_size_designation
mm.aim.0382	small	small	aim_size_designation
mm.wiki.402	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM027	medium	medium	domus
mm.wiki.405	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM055	medium	medium	domus
mm.domus.WM025	small	small	visitbritain
mm.ace.1087	large	large	visitbritain
mm.musa.304	large	large	ma(fam)
mm.domus.WM039	medium	medium	domus
mm.domus.WM028	medium	medium	domus
mm.wiki.404	unknown_sz	small	mm_prediction_random_forest
mm.Mus70Cal.012	unknown_sz	small	mm_prediction_random_forest
mm.aim.0172	small	small	visitbritain
mm.hha.115	medium	medium	visitbritain
mm.wiki.209	small	small	visitbritain
mm.domus.SE365	medium	medium	domus
mm.aim.0931	small	small	ma(fam)
mm.hha.075	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE364	large	large	domus
mm.wiki.210	unknown_sz	small	mm_prediction_random_forest
mm.misc.124	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE034	medium	medium	domus
mm.domus.SE051	small	small	domus
mm.wiki.208	large	large	visitbritain
mm.domus.SE519	medium	medium	visitbritain
mm.misc.120	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE100	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE189	small	small	domus
mm.aim82M.031	unknown_sz	medium	mm_prediction_random_forest
mm.aim82M.065	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE435	small	small	domus
mm.wiki.500	unknown_sz	small	mm_prediction_random_forest
mm.wiki.207	unknown_sz	small	mm_prediction_random_forest
mm.misc.127	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE011	small	small	domus
mm.ace.504	medium	medium	mm
mm.aim82NM.059	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE291	medium	medium	domus
mm.domus.SE358	medium	medium	domus
mm.hha.076	unknown_sz	small	mm_prediction_random_forest
mm.hud.019	unknown_sz	small	mm_prediction_random_forest
mm.wiki.191	small	small	visitbritain
mm.domus.NW016	small	small	domus
mm.domus.NW110	small	small	domus
mm.aim82NM.123	unknown_sz	small	mm_prediction_random_forest
mm.misc.095	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW106	small	small	visitbritain
mm.domus.NW109	large	large	ma(fam)
mm.domus.NW020	large	large	domus
mm.wiki.187	medium	medium	visitbritain
mm.domus.NW115	small	small	domus
mm.domus.NW164	medium	medium	domus
mm.domus.NW012	small	small	domus
mm.wiki.188	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW034	medium	medium	domus
mm.domus.NW113	medium	medium	domus
mm.domus.NW114	medium	medium	visitbritain
mm.ace.1169	medium	medium	ace_size_designation
mm.wiki.190	small	small	ma(fam)
mm.Mus70Cal.020	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW011	medium	medium	domus
mm.domus.NW061	small	small	domus
mm.ace.1245	small	small	aim_size_designation
mm.wiki.189	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW013	unknown_sz	medium	mm_prediction_random_forest
mm.aim.1155	small	small	aim_size_designation
mm.domus.NW009	medium	medium	domus
mm.domus.NW070	large	large	domus
mm.domus.NW056	small	small	domus
mm.domus.NW071	medium	medium	domus
mm.aim.0578	small	small	aim_size_designation
mm.domus.NW145	large	large	domus
mm.misc.200	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW144	large	large	domus
mm.domus.NW182	large	large	visitbritain
mm.domus.NW008	large	large	domus
mm.Mus70Cal.026	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW064	medium	medium	domus
mm.misc.086	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW078	large	large	domus
mm.domus.NW118	medium	medium	domus
mm.domus.NW031	small	small	visitbritain
mm.domus.NW131	medium	medium	domus
mm.aim.0393	small	small	visitbritain
mm.domus.NW137	medium	medium	domus
mm.domus.NW138	medium	medium	domus
mm.aim82NM.076	unknown_sz	medium	mm_prediction_random_forest
mm.ace.1246	large	large	ma(fam)
mm.domus.NW136	large	large	domus
mm.ace.1255	medium	medium	ace_size_designation
mm.domus.NW192	medium	medium	mm
mm.ace.1183	medium	medium	visitbritain
mm.domus.NW191	medium	medium	mm
mm.domus.NW018	medium	medium	domus
mm.domus.NW019	medium	medium	domus
mm.aim.0046	small	small	aim_size_designation
mm.domus.NW017	medium	medium	domus
mm.domus.NW004	large	large	domus
mm.domus.NW189	medium	medium	visitbritain
mm.domus.NW003	small	small	domus
mm.domus.NW005	medium	medium	domus
mm.ace.1174	large	large	visitbritain
mm.domus.NW169	large	large	visitbritain
mm.misc.103	unknown_sz	large	mm_prediction_random_forest
mm.aim.0579	large	large	visitbritain
mm.musa.361	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW089	large	large	aim_size_designation
mm.domus.NW091	unknown_sz	large	mm_prediction_random_forest
mm.domus.NW007	small	small	domus
mm.domus.NW090	large	large	ace_size_designation
mm.domus.NW093	medium	medium	domus
mm.domus.NW096	medium	medium	domus
mm.ace.1231	large	large	visitbritain
mm.domus.NW149	small	small	domus
mm.domus.NW101	large	large	visitbritain
mm.domus.NW103	large	large	visitbritain
mm.domus.NW171	large	large	visitbritain
mm.domus.NW147	small	small	domus
mm.domus.NW134	small	small	domus
mm.domus.NW166	large	large	domus
mm.ace.1247	small	small	mm
mm.domus.NW148	medium	medium	domus
mm.aim.1090	small	small	aim_size_designation
mm.domus.NW100	large	large	visitbritain
mm.misc.194	unknown_sz	small	mm_prediction_random_forest
mm.musa.379	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW052	medium	medium	domus
mm.ace.1274	unknown_sz	large	mm_prediction_random_forest
mm.domus.NW104	large	large	visitbritain
mm.wiki.272	large	large	visitbritain
mm.domus.NW099	large	large	domus
mm.aim.1093	small	small	aim_size_designation
mm.domus.NW105	large	large	visitbritain
mm.wiki.275	unknown_sz	large	mm_prediction_random_forest
mm.aim.0786	small	small	aim_size_designation
mm.domus.NW142	medium	medium	domus
mm.domus.NW133	small	small	domus
mm.domus.NW161	small	small	domus
mm.ace.1094	small	small	visitbritain
mm.Mus70Cal.001	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NW014	medium	medium	domus
mm.aim.0603	small	small	aim_size_designation
mm.domus.NW135	small	small	aim_size_designation
mm.aim82NM.115	unknown_sz	small	mm_prediction_random_forest
mm.aim.0135	small	small	ma(fam)
mm.domus.NW015	medium	medium	domus
mm.hha.147	unknown_sz	small	mm_prediction_random_forest
mm.aim.1217	small	small	aim_size_designation
mm.ace.1220	medium	medium	visitbritain
mm.wiki.278	unknown_sz	small	mm_prediction_random_forest
mm.domus.NW059	medium	medium	domus
mm.wiki.279	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.276	unknown_sz	small	mm_prediction_random_forest
mm.wiki.273	unknown_sz	small	mm_prediction_random_forest
mm.musa.388	small	small	visitbritain
mm.aim.1304	small	small	aim_size_designation
mm.domus.NW058	medium	medium	domus
mm.aim.0456	small	small	aim_size_designation
mm.wiki.274	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH001	unknown_sz	medium	mm_prediction_random_forest
mm.domus.YH045	medium	medium	domus
mm.musa.130	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH043	medium	medium	domus
mm.domus.YH057	small	small	domus
mm.musa.219	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH044	medium	medium	domus
mm.musa.126	unknown_sz	medium	mm_prediction_random_forest
mm.musa.391	unknown_sz	large	mm_prediction_random_forest
mm.domus.YH054	large	large	domus
mm.domus.YH153	large	large	visitbritain
mm.ace.1144	medium	medium	visitbritain
mm.domus.YH068	large	large	domus
mm.domus.YH053	large	large	domus
mm.MDN.005	unknown_sz	medium	mm_prediction_random_forest
mm.domus.YH056	medium	medium	domus
mm.domus.YH055	large	large	domus
mm.aim82NM.114	unknown_sz	small	mm_prediction_random_forest
mm.ace.1119	small	small	aim_size_designation
mm.domus.YH093	medium	medium	domus
mm.domus.YH021	medium	medium	domus
mm.wiki.340	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH022	small	small	domus
mm.domus.YH023	medium	medium	domus
mm.domus.YH108	unknown_sz	medium	mm_prediction_random_forest
mm.domus.YH020	large	large	domus
mm.ace.1162	large	large	ace_size_designation
mm.aim.0337	small	small	aim_size_designation
mm.domus.NE083	medium	medium	mm
mm.domus.YH165	unknown_sz	large	mm_prediction_random_forest
mm.domus.YH109	small	small	aim_size_designation
mm.domus.YH147	small	small	domus
mm.domus.YH027	large	large	domus
mm.musa.160	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH024	medium	medium	domus
mm.domus.YH026	large	large	domus
mm.domus.NE046	large	large	domus
mm.domus.NE044	small	small	domus
mm.domus.NE058	medium	medium	domus
mm.domus.NE001	large	large	domus
mm.domus.NE026	large	large	domus
mm.domus.NE057	large	large	domus
mm.domus.NE056	medium	medium	domus
mm.musa.259	unknown_sz	small	mm_prediction_random_forest
mm.misc.088	unknown_sz	small	mm_prediction_random_forest
mm.musa.260	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NE055	small	small	domus
mm.ace.1197	large	large	ma(fam)
mm.domus.NE028	large	large	domus
mm.domus.NE048	medium	medium	domus
mm.domus.NE051	small	small	domus
mm.musa.325	unknown_sz	small	mm_prediction_random_forest
mm.ace.1138	large	large	visitbritain
mm.domus.NE031	medium	medium	domus
mm.wiki.361	unknown_sz	small	mm_prediction_random_forest
mm.domus.NE005	medium	medium	domus
mm.domus.NE030	large	large	domus
mm.domus.NE076	medium	medium	domus
mm.domus.NE033	large	large	domus
mm.domus.NE047	small	small	domus
mm.domus.NE035	small	small	domus
mm.ace.1139	small	small	ma(fam)
mm.domus.NE027	medium	medium	domus
mm.domus.NE032	large	large	domus
mm.domus.NE042	medium	medium	domus
mm.Mus70Cal.029	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NE072	medium	medium	domus
mm.aim82M.058	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM082	medium	medium	domus
mm.domus.WM068	medium	medium	visitbritain
mm.domus.WM132	medium	medium	visitbritain
mm.ace.1208	medium	medium	visitbritain
mm.ace.1125	medium	medium	visitbritain
mm.aim.1157	small	small	aim_size_designation
mm.wiki.368	unknown_sz	small	mm_prediction_random_forest
mm.aim.0036	small	small	aim_size_designation
mm.domus.WM065	medium	medium	domus
mm.domus.WM063	large	large	domus
mm.domus.WM090	medium	medium	domus
mm.domus.WM064	large	large	domus
mm.domus.WM081	small	small	domus
mm.domus.WM070	small	small	domus
mm.aim82NM.030	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WM099	medium	medium	visitbritain
mm.ace.1104	large	large	visitbritain
mm.fcm.058	unknown_sz	small	mm_prediction_random_forest
mm.MDN.024	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM122	small	small	domus
mm.aim.1329	large	large	aim_size_designation
mm.domus.WM041	medium	medium	domus
mm.domus.WM094	medium	medium	domus
mm.domus.WM066	medium	medium	domus
mm.domus.WM067	small	small	domus
mm.domus.WM037	medium	medium	domus
mm.domus.WM088	large	large	babbidge_ewles_&_smith._2006.
mm.wiki.374	unknown_sz	small	mm_prediction_random_forest
mm.ace.436	medium	medium	ace_size_designation
mm.ace.1179	medium	medium	ma(fam)
mm.domus.WM058	large	large	domus
mm.aim.0236	small	small	aim_size_designation
mm.aim.1026	small	small	aim_size_designation
mm.domus.NW102	large	large	visitbritain
mm.domus.WM042	large	large	domus
mm.wiki.372	medium	medium	ma(fam)
mm.domus.WM087	medium	medium	domus
mm.domus.WM044	medium	medium	domus
mm.aim82M.038	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM043	large	large	domus
mm.domus.WM143	small	small	aim_size_designation
mm.aim.0280	large	large	aim_size_designation
mm.musa.021	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM115	medium	medium	domus
mm.domus.WM111	small	small	domus
mm.domus.WM112	small	small	domus
mm.aim.0892	small	small	aim_size_designation
mm.musa.141	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM113	small	small	domus
mm.wiki.373	medium	medium	ma(fam)
mm.fcm.186	unknown_sz	small	mm_prediction_random_forest
mm.musa.043	small	small	ma(fam)
mm.aim.0174	small	small	aim_size_designation
mm.wiki.371	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM050	small	small	domus
mm.domus.WM049	medium	medium	domus
mm.domus.WM072	small	small	domus
mm.aim.0037	small	small	aim_size_designation
mm.domus.WM048	small	small	domus
mm.domus.WM051	small	small	domus
mm.domus.WM047	medium	medium	domus
mm.ace.1181	large	large	ma(fam)
mm.domus.WM015	medium	medium	domus
mm.fcm.276	unknown_sz	small	mm_prediction_random_forest
mm.domus.WM013	large	large	domus
mm.domus.WM014	medium	medium	domus
mm.domus.WM135	large	large	ma(fam)
mm.domus.YH040	medium	medium	domus
mm.wiki.390	unknown_sz	medium	mm_prediction_random_forest
mm.domus.YH164	small	small	ace_size_designation
mm.wiki.383	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH141	small	small	domus
mm.domus.YH101	large	large	mm
mm.domus.YH110	small	small	domus
mm.aim.0496	small	small	aim_size_designation
mm.domus.YH035	large	large	domus
mm.domus.YH038	large	large	domus
mm.domus.YH146	large	large	visitbritain
mm.domus.YH160	medium	medium	domus
mm.domus.YH152	small	small	visitbritain
mm.aim.0112	small	small	aim_size_designation
mm.wiki.384	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH037	medium	medium	domus
mm.domus.YH039	medium	medium	domus
mm.aim.0466	small	small	aim_size_designation
mm.domus.YH051	medium	medium	domus
mm.wiki.387	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH036	large	large	domus
mm.aim82NM.090	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.386	unknown_sz	small	mm_prediction_random_forest
mm.misc.139	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH115	small	small	domus
mm.domus.YH113	medium	medium	domus
mm.domus.YH151	medium	medium	domus
mm.domus.YH116	small	small	domus
mm.domus.YH111	medium	medium	domus
mm.domus.YH112	medium	medium	domus
mm.domus.YH010	medium	medium	visitbritain
mm.domus.YH014	large	large	domus
mm.domus.YH013	medium	medium	domus
mm.wiki.379	unknown_sz	small	mm_prediction_random_forest
mm.wiki.380	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH011	medium	medium	domus
mm.domus.YH012	medium	medium	domus
mm.domus.YH018	small	small	domus
mm.domus.YH050	small	small	domus
mm.domus.YH015	medium	medium	domus
mm.wiki.381	unknown_sz	small	mm_prediction_random_forest
mm.misc.076	unknown_sz	small	mm_prediction_random_forest
mm.wiki.389	unknown_sz	small	mm_prediction_random_forest
mm.aim82M.002	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.035	unknown_sz	small	mm_prediction_random_forest
mm.wiki.391	unknown_sz	small	mm_prediction_random_forest
mm.wiki.385	small	small	visitbritain
mm.domus.YH016	medium	medium	domus
mm.domus.YH005	large	large	domus
mm.domus.YH070	small	small	domus
mm.domus.YH090	small	small	domus
mm.MDN.010	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH004	medium	medium	domus
mm.domus.YH107	medium	medium	ma(fam)
mm.ace.1146	small	small	visitbritain
mm.domus.YH124	small	small	domus
mm.domus.YH006	medium	medium	domus
mm.domus.YH072	large	large	domus
mm.misc.105	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH073	medium	medium	domus
mm.ace.1167	small	small	ace_size_designation
mm.domus.YH009	large	large	domus
mm.domus.YH003	large	large	domus
mm.domus.YH008	large	large	domus
mm.ace.1257	large	large	visitbritain
mm.wiki.378	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH149	large	large	visitbritain
mm.domus.YH007	medium	medium	domus
mm.domus.YH060	large	large	domus
mm.domus.YH123	medium	medium	domus
mm.domus.YH117	large	large	domus
mm.domus.YH120	small	small	domus
mm.domus.YH166	unknown_sz	small	mm_prediction_random_forest
mm.aim.0600	small	small	ma(fam)
mm.ace.685	large	large	ace_size_designation
mm.domus.YH118	small	small	domus
mm.domus.YH017	medium	medium	domus
mm.domus.YH119	medium	medium	domus
mm.wiki.382	unknown_sz	small	mm_prediction_random_forest
mm.domus.YH157	large	large	visitbritain
mm.domus.YH097	large	large	domus
mm.domus.YH122	medium	medium	domus
mm.domus.YH099	large	large	domus
mm.Mus70Cal.008	unknown_sz	medium	mm_prediction_random_forest
mm.domus.NE045	unknown_sz	small	mm_prediction_random_forest
mm.domus.NE029	medium	medium	domus
mm.domus.SE233	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE053	medium	medium	domus
mm.Mus70Cal.019	unknown_sz	medium	mm_prediction_random_forest
mm.aim82M.008	unknown_sz	large	mm_prediction_random_forest
mm.domus.SE048	large	large	domus
mm.musa.321	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE303	medium	medium	domus
mm.ace.1211	small	small	visitbritain
mm.aim.0014	small	small	aim_size_designation
mm.domus.SE582	medium	medium	visitbritain
mm.wiki.155	unknown_sz	small	mm_prediction_random_forest
mm.aim.0057	large	large	ma(fam)
mm.domus.WA089	medium	medium	domus
mm.misc.140	unknown_sz	small	mm_prediction_random_forest
mm.wiki.170	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE063	medium	medium	domus
mm.domus.SE332	medium	medium	domus
mm.domus.SE496	small	small	domus
mm.domus.SE075	medium	medium	domus
mm.domus.SE059	small	small	domus
mm.domus.SE511	large	large	visitbritain
mm.domus.SE004	small	small	domus
mm.ace.039	large	large	ace_size_designation
mm.ace.1193	small	small	ma(fam)
mm.domus.SE190	small	small	domus
mm.domus.SE191	large	large	babbidge_ewles_&_smith._2006.
mm.domus.SE023	medium	medium	domus
mm.musa.099	small	small	ma(fam)
mm.domus.SE243	small	small	domus
mm.domus.SE006	small	small	domus
mm.domus.SE009	medium	medium	domus
mm.domus.SE579	medium	medium	visitbritain
mm.aim.0818	small	small	mm
mm.domus.SE005	small	small	domus
mm.domus.SE039	large	large	domus
mm.ace.1101	medium	medium	visitbritain
mm.aim.0165	small	small	aim_size_designation
mm.aim82NM.020	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE052	small	small	domus
mm.domus.SE384	small	small	domus
mm.domus.SE073	huge	huge	domus
mm.aim.0486	small	small	aim_size_designation
mm.wiki.162	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE027	medium	medium	domus
mm.domus.SE041	medium	medium	domus
mm.domus.SE602	medium	medium	ace_size_designation
mm.domus.SE387	medium	medium	domus
mm.domus.SE038	small	small	domus
mm.domus.SE521	small	small	domus
mm.domus.SE510	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE274	medium	medium	domus
mm.domus.SE370	small	small	domus
mm.domus.SE524	small	small	domus
mm.aim.1161	small	small	aim_size_designation
mm.domus.SE040	medium	medium	domus
mm.ace.1134	medium	medium	aim_size_designation
mm.domus.SE429	small	small	domus
mm.domus.SE386	small	small	domus
mm.domus.SE062	small	small	domus
mm.musa.373	unknown_sz	small	mm_prediction_random_forest
mm.domus.SE016	medium	medium	domus
mm.domus.SE570	large	large	visitbritain
mm.aim.0754	small	small	aim_size_designation
mm.domus.SE013	large	large	domus
