museum_id	country_gss	country_name	region_gss	region_name
mm.New.1	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.aim.1230	E92000001	England	E12000009	South West
mm.domus.WM019	E92000001	England	E12000005	West Midlands
mm.aim.0484	NA	NA	NA	NA
mm.aim.0485	E92000001	England	E12000009	South West
mm.aim.0486	E92000001	England	E12000007	London
mm.domus.SC275	S92000003	Scotland	S92000003	Scotland
mm.domus.SC274	S92000003	Scotland	S92000003	Scotland
mm.domus.SC277	S92000003	Scotland	S92000003	Scotland
mm.domus.SC276	S92000003	Scotland	S92000003	Scotland
mm.domus.SC271	S92000003	Scotland	S92000003	Scotland
mm.domus.SC270	S92000003	Scotland	S92000003	Scotland
mm.domus.SC273	S92000003	Scotland	S92000003	Scotland
mm.fcm.102	E92000001	England	E12000009	South West
mm.aim.0710	E92000001	England	E12000001	North East
mm.aim.0713	E92000001	England	E12000009	South West
mm.wiki.188	E92000001	England	E12000002	North West
mm.wiki.189	E92000001	England	E12000002	North West
mm.aim.0244	E92000001	England	E12000007	London
mm.aim.0245	E92000001	England	E12000007	London
mm.wiki.184	E92000001	England	E12000007	London
mm.domus.SC279	S92000003	Scotland	S92000003	Scotland
mm.wiki.186	E92000001	England	E12000007	London
mm.wiki.187	E92000001	England	E12000002	North West
mm.wiki.180	E92000001	England	E12000007	London
mm.wiki.181	E92000001	England	E12000007	London
mm.wiki.182	E92000001	England	E12000007	London
mm.wiki.183	E92000001	England	E12000007	London
mm.domus.YH104	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH105	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.WM059	E92000001	England	E12000005	West Midlands
mm.domus.WM058	E92000001	England	E12000005	West Midlands
mm.wiki.218	E92000001	England	E12000008	South East
mm.domus.YH101	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC189	S92000003	Scotland	S92000003	Scotland
mm.domus.SC188	S92000003	Scotland	S92000003	Scotland
mm.domus.SC187	S92000003	Scotland	S92000003	Scotland
mm.wiki.215	E92000001	England	E12000008	South East
mm.domus.WM051	E92000001	England	E12000005	West Midlands
mm.wiki.217	E92000001	England	E12000008	South East
mm.wiki.210	E92000001	England	E12000006	East of England
mm.wiki.211	E92000001	England	E12000008	South East
mm.domus.SC181	S92000003	Scotland	S92000003	Scotland
mm.wiki.213	E92000001	England	E12000008	South East
mm.ace.1221	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1220	E92000001	England	E12000002	North West
mm.ace.1223	E92000001	England	E12000008	South East
mm.ace.1222	E92000001	England	E12000007	London
mm.ace.1225	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1224	E92000001	England	E12000001	North East
mm.ace.1227	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1226	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1229	E92000001	England	E12000005	West Midlands
mm.ace.1228	E92000001	England	E12000003	Yorkshire and The Humber
mm.New.3	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.misc.227	S92000003	Scotland	S92000003	Scotland
mm.aim.0393	E92000001	England	E12000002	North West
mm.wiki.434	W92000004	Wales	W92000004	Wales
mm.wiki.435	W92000004	Wales	W92000004	Wales
mm.wiki.436	W92000004	Wales	W92000004	Wales
mm.ace.1158	E92000001	England	E12000008	South East
mm.wiki.430	W92000004	Wales	W92000004	Wales
mm.wiki.431	W92000004	Wales	W92000004	Wales
mm.wiki.432	W92000004	Wales	W92000004	Wales
mm.ace.1153	E92000001	England	E12000008	South East
mm.ace.1152	E92000001	England	E12000004	East Midlands
mm.ace.1151	E92000001	England	E12000006	East of England
mm.ace.1150	E92000001	England	E12000007	London
mm.wiki.438	W92000004	Wales	W92000004	Wales
mm.ace.1156	E92000001	England	E12000007	London
mm.ace.1155	E92000001	England	E12000007	London
mm.ace.1154	E92000001	England	E12000009	South West
mm.mgs.369	S92000003	Scotland	S92000003	Scotland
mm.aim.1289	E92000001	England	E12000007	London
mm.misc.223	S92000003	Scotland	S92000003	Scotland
mm.domus.SC272	S92000003	Scotland	S92000003	Scotland
mm.aim.1281	W92000004	Wales	W92000004	Wales
mm.aim.0803	E92000001	England	E12000006	East of England
mm.wiki.500	E92000001	England	E12000006	East of England
mm.wiki.501	E92000001	England	E12000008	South East
mm.domus.SC079	S92000003	Scotland	S92000003	Scotland
mm.ace.1086	E92000001	England	E12000005	West Midlands
mm.wiki.504	E92000001	England	E12000006	East of England
mm.wiki.505	E92000001	England	E12000006	East of England
mm.domus.YH112	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC073	S92000003	Scotland	S92000003	Scotland
mm.domus.SC072	S92000003	Scotland	S92000003	Scotland
mm.domus.SC071	S92000003	Scotland	S92000003	Scotland
mm.domus.SC070	S92000003	Scotland	S92000003	Scotland
mm.ace.1089	E92000001	England	E12000005	West Midlands
mm.domus.SC076	S92000003	Scotland	S92000003	Scotland
mm.domus.SC075	S92000003	Scotland	S92000003	Scotland
mm.domus.SC074	S92000003	Scotland	S92000003	Scotland
mm.domus.SE598	E92000001	England	E12000008	South East
mm.domus.SE599	E92000001	England	E12000008	South East
mm.domus.SE592	E92000001	England	E12000006	East of England
mm.domus.SE593	E92000001	England	E12000006	East of England
mm.domus.SE590	E92000001	England	E12000006	East of England
mm.domus.SE591	E92000001	England	E12000006	East of England
mm.domus.SE596	E92000001	England	E12000006	East of England
mm.domus.SE597	E92000001	England	E12000008	South East
mm.domus.SE595	E92000001	England	E12000006	East of England
mm.wiki.185	E92000001	England	E12000007	London
mm.wiki.384	E92000001	England	E12000003	Yorkshire and The Humber
mm.aim.0249	S92000003	Scotland	S92000003	Scotland
mm.domus.YH079	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH074	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH075	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH076	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH077	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH070	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH071	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH072	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.288	E92000001	England	E12000006	East of England
mm.nimc.009	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.nimc.006	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.nimc.007	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.musa.326	E92000001	England	E12000009	South West
mm.musa.327	E92000001	England	E12000007	London
mm.musa.325	E92000001	England	E12000001	North East
mm.musa.322	E92000001	England	E12000009	South West
mm.musa.323	E92000001	England	E12000005	West Midlands
mm.musa.320	E92000001	England	E12000008	South East
mm.musa.321	E92000001	England	E12000007	London
mm.domus.WM008	E92000001	England	E12000005	West Midlands
mm.musa.328	E92000001	England	E12000006	East of England
mm.musa.329	E92000001	England	E12000004	East Midlands
mm.domus.NW069	E92000001	England	E12000002	North West
mm.domus.NW068	E92000001	England	E12000002	North West
mm.misc.203	E92000001	England	E12000008	South East
mm.domus.SE105	E92000001	England	E12000006	East of England
mm.aim82NM.068	S92000003	Scotland	S92000003	Scotland
mm.aim82NM.064	E92000001	England	E12000006	East of England
mm.aim82NM.065	S92000003	Scotland	S92000003	Scotland
mm.aim82NM.066	E92000001	England	E12000009	South West
mm.domus.NW062	E92000001	England	E12000002	North West
mm.aim82NM.060	E92000001	England	E12000009	South West
mm.aim82NM.061	E92000001	England	E12000006	East of England
mm.aim82NM.062	E92000001	England	E12000004	East Midlands
mm.wiki.219	E92000001	England	E12000008	South East
mm.domus.YH102	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.EM083	E92000001	England	E12000004	East Midlands
mm.domus.WM009	E92000001	England	E12000005	West Midlands
mm.misc.071	E92000001	England	E12000009	South West
mm.misc.202	E92000001	England	E12000004	East Midlands
mm.domus.WM053	E92000001	England	E12000005	West Midlands
mm.wiki.383	E92000001	England	E12000003	Yorkshire and The Humber
mm.aim.0952	E92000001	England	E12000008	South East
mm.domus.YH136	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC185	S92000003	Scotland	S92000003	Scotland
mm.domus.WM056	E92000001	England	E12000005	West Midlands
mm.musa.219	E92000001	England	E12000003	Yorkshire and The Humber
mm.musa.212	E92000001	England	E12000004	East Midlands
mm.domus.SC183	S92000003	Scotland	S92000003	Scotland
mm.musa.210	E92000001	England	E12000008	South East
mm.musa.216	E92000001	England	E12000008	South East
mm.musa.217	E92000001	England	E12000005	West Midlands
mm.musa.214	E92000001	England	E12000006	East of England
mm.musa.215	E92000001	England	E12000006	East of England
mm.fcm.242	E92000001	England	E12000006	East of England
mm.domus.WM055	E92000001	England	E12000005	West Midlands
mm.domus.SC221	S92000003	Scotland	S92000003	Scotland
mm.domus.WM054	E92000001	England	E12000005	West Midlands
mm.Mus70Cal.027	S92000003	Scotland	S92000003	Scotland
mm.Mus70Cal.026	E92000001	England	E12000002	North West
mm.Mus70Cal.025	E92000001	England	E12000009	South West
mm.Mus70Cal.024	E92000001	England	E12000004	East Midlands
mm.Mus70Cal.023	E92000001	England	E12000003	Yorkshire and The Humber
mm.Mus70Cal.022	E92000001	England	E12000008	South East
mm.Mus70Cal.021	E92000001	England	E12000007	London
mm.Mus70Cal.020	E92000001	England	E12000002	North West
mm.hud.024	E92000001	England	E12000009	South West
mm.domus.WM110	E92000001	England	E12000005	West Midlands
mm.Mus70Cal.029	E92000001	England	E12000001	North East
mm.Mus70Cal.028	E92000001	England	E12000008	South East
mm.New.183	S92000003	Scotland	S92000003	Scotland
mm.aim82M.069	E92000001	England	E12000009	South West
mm.aim82M.068	E92000001	England	E12000009	South West
mm.aim82M.063	E92000001	England	E12000009	South West
mm.aim82M.062	E92000001	England	E12000008	South East
mm.aim82M.061	S92000003	Scotland	S92000003	Scotland
mm.aim82M.060	E92000001	England	E12000006	East of England
mm.aim82M.066	E92000001	England	E12000008	South East
mm.aim82M.065	E92000001	England	E12000006	East of England
mm.aim82M.064	W92000004	Wales	W92000004	Wales
mm.musa.277	E92000001	England	E12000008	South East
mm.New.187	E92000001	England	E12000004	East Midlands
mm.wiki.352	E92000001	England	E12000006	East of England
mm.New.186	E92000001	England	E12000006	East of England
mm.domus.SC011	S92000003	Scotland	S92000003	Scotland
mm.New.185	E92000001	England	E12000003	Yorkshire and The Humber
mm.musa.109	E92000001	England	E12000008	South East
mm.New.129	E92000001	England	E12000001	North East
mm.musa.102	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.musa.100	S92000003	Scotland	S92000003	Scotland
mm.musa.101	S92000003	Scotland	S92000003	Scotland
mm.domus.WM122	E92000001	England	E12000005	West Midlands
mm.misc.075	S92000003	Scotland	S92000003	Scotland
mm.New.232	S92000003	Scotland	S92000003	Scotland
mm.aim.1300	E92000001	England	E12000009	South West
mm.musa.377	E92000001	England	E12000008	South East
mm.domus.WM117	E92000001	England	E12000005	West Midlands
mm.ace.413	E92000001	England	E12000006	East of England
mm.misc.076	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.NW139	E92000001	England	E12000002	North West
mm.domus.SE535	E92000001	England	E12000008	South East
mm.ace.1159	E92000001	England	E12000008	South East
mm.wiki.437	W92000004	Wales	W92000004	Wales
mm.musa.072	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.musa.073	E92000001	England	E12000002	North West
mm.domus.SE107	E92000001	England	E12000006	East of England
mm.domus.SE106	E92000001	England	E12000006	East of England
mm.domus.SE101	E92000001	England	E12000006	East of England
mm.domus.NE013	E92000001	England	E12000001	North East
mm.musa.074	E92000001	England	E12000002	North West
mm.domus.NE011	E92000001	England	E12000001	North East
mm.mgs.408	S92000003	Scotland	S92000003	Scotland
mm.domus.SE109	E92000001	England	E12000008	South East
mm.fcm.026	S92000003	Scotland	S92000003	Scotland
mm.fcm.027	E92000001	England	E12000009	South West
mm.New.45	E92000001	England	E12000003	Yorkshire and The Humber
mm.New.44	E92000001	England	E12000009	South West
mm.New.47	E92000001	England	E12000009	South West
mm.New.19	E92000001	England	E12000009	South West
mm.New.41	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.New.40	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.New.43	E92000001	England	E12000004	East Midlands
mm.New.42	E92000001	England	E12000002	North West
mm.mald.160	W92000004	Wales	W92000004	Wales
mm.mald.162	W92000004	Wales	W92000004	Wales
mm.mald.163	W92000004	Wales	W92000004	Wales
mm.New.49	E92000001	England	E12000009	South West
mm.New.48	E92000001	England	E12000007	London
mm.domus.WM046	E92000001	England	E12000005	West Midlands
mm.hha.063	E92000001	England	E12000009	South West
mm.domus.SE417	E92000001	England	E12000008	South East
mm.hha.061	E92000001	England	E12000009	South West
mm.hha.060	E92000001	England	E12000009	South West
mm.hha.067	E92000001	England	E12000006	East of England
mm.hha.066	E92000001	England	E12000009	South West
mm.hha.065	E92000001	England	E12000009	South West
mm.hha.064	E92000001	England	E12000009	South West
mm.ace.1157	E92000001	England	E12000008	South East
mm.hha.069	E92000001	England	E12000006	East of England
mm.fcm.074	E92000001	England	E12000006	East of England
mm.domus.NW034	E92000001	England	E12000002	North West
mm.wiki.439	W92000004	Wales	W92000004	Wales
mm.domus.SW147	E92000001	England	E12000009	South West
mm.fcm.172	E92000001	England	E12000006	East of England
mm.domus.SW145	E92000001	England	E12000009	South West
mm.domus.SW144	E92000001	England	E12000009	South West
mm.domus.SW143	E92000001	England	E12000009	South West
mm.MDN.006	E92000001	England	E12000003	Yorkshire and The Humber
mm.MDN.005	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SW140	E92000001	England	E12000009	South West
mm.aim82NM.019	E92000001	England	E12000009	South West
mm.MDN.009	E92000001	England	E12000003	Yorkshire and The Humber
mm.MDN.008	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SW215	E92000001	England	E12000009	South West
mm.aim82NM.018	W92000004	Wales	W92000004	Wales
mm.misc.166	E92000001	England	E12000007	London
mm.misc.167	E92000001	England	E12000006	East of England
mm.misc.164	S92000003	Scotland	S92000003	Scotland
mm.misc.165	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.misc.162	E92000001	England	E12000003	Yorkshire and The Humber
mm.misc.163	E92000001	England	E12000003	Yorkshire and The Humber
mm.misc.160	S92000003	Scotland	S92000003	Scotland
mm.misc.161	E92000001	England	E12000006	East of England
mm.New.16	E92000001	England	E12000008	South East
mm.domus.SE559	E92000001	England	E12000008	South East
mm.misc.168	E92000001	England	E12000008	South East
mm.misc.169	E92000001	England	E12000008	South East
mm.domus.SW099	E92000001	England	E12000009	South West
mm.domus.SE030	E92000001	England	E12000007	London
mm.domus.SE033	E92000001	England	E12000007	London
mm.domus.SE032	E92000001	England	E12000008	South East
mm.domus.SE035	E92000001	England	E12000008	South East
mm.domus.SE034	E92000001	England	E12000006	East of England
mm.domus.SE037	E92000001	England	E12000007	London
mm.mgs.075	S92000003	Scotland	S92000003	Scotland
mm.domus.SE039	E92000001	England	E12000007	London
mm.domus.SE038	E92000001	England	E12000007	London
mm.domus.SW093	E92000001	England	E12000009	South West
mm.domus.SW092	E92000001	England	E12000009	South West
mm.domus.SW095	E92000001	England	E12000009	South West
mm.domus.SW094	E92000001	England	E12000009	South West
mm.domus.SW097	E92000001	England	E12000009	South West
mm.domus.SW096	E92000001	England	E12000009	South West
mm.aim.0651	E92000001	England	E12000006	East of England
mm.aim.0516	E92000001	England	E12000009	South West
mm.aim.0127	E92000001	England	E12000008	South East
mm.aim.0126	E92000001	England	E12000009	South West
mm.misc.180	E92000001	England	E12000006	East of England
mm.misc.181	E92000001	England	E12000006	East of England
mm.misc.182	E92000001	England	E12000009	South West
mm.misc.184	S92000003	Scotland	S92000003	Scotland
mm.misc.185	S92000003	Scotland	S92000003	Scotland
mm.misc.186	S92000003	Scotland	S92000003	Scotland
mm.hha.110	E92000001	England	E12000005	West Midlands
mm.aim82NM.013	E92000001	England	E12000007	London
mm.aim.1138	E92000001	England	E12000004	East Midlands
mm.aim.0512	E92000001	England	E12000009	South West
mm.aim82NM.012	W92000004	Wales	W92000004	Wales
mm.New.158	NA	NA	NA	NA
mm.mald.007	W92000004	Wales	W92000004	Wales
mm.domus.SE329	E92000001	England	E12000007	London
mm.domus.WM004	E92000001	England	E12000005	West Midlands
mm.aim.0018	E92000001	England	E12000005	West Midlands
mm.domus.SE324	E92000001	England	E12000006	East of England
mm.domus.SE327	E92000001	England	E12000008	South East
mm.aim.0014	E92000001	England	E12000007	London
mm.domus.SE321	NA	NA	NA	NA
mm.domus.SE320	E92000001	England	E12000008	South East
mm.domus.SE323	E92000001	England	E12000008	South East
mm.domus.SE322	NA	NA	NA	NA
mm.misc.232	E92000001	England	E12000008	South East
mm.domus.SC249	S92000003	Scotland	S92000003	Scotland
mm.misc.230	S92000003	Scotland	S92000003	Scotland
mm.misc.231	S92000003	Scotland	S92000003	Scotland
mm.misc.236	E92000001	England	E12000004	East Midlands
mm.misc.005	E92000001	England	E12000008	South East
mm.misc.234	E92000001	England	E12000009	South West
mm.misc.235	S92000003	Scotland	S92000003	Scotland
mm.domus.SC240	S92000003	Scotland	S92000003	Scotland
mm.domus.SC241	S92000003	Scotland	S92000003	Scotland
mm.domus.SC242	S92000003	Scotland	S92000003	Scotland
mm.domus.SC243	S92000003	Scotland	S92000003	Scotland
mm.domus.SC244	S92000003	Scotland	S92000003	Scotland
mm.domus.SC245	S92000003	Scotland	S92000003	Scotland
mm.domus.SC246	S92000003	Scotland	S92000003	Scotland
mm.domus.SC247	S92000003	Scotland	S92000003	Scotland
mm.aim.0236	E92000001	England	E12000005	West Midlands
mm.aim.0234	E92000001	England	E12000009	South West
mm.aim.0518	E92000001	England	E12000007	London
mm.aim.0231	E92000001	England	E12000004	East Midlands
mm.aim.0898	E92000001	England	E12000008	South East
mm.domus.YH113	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.220	E92000001	England	E12000008	South East
mm.domus.YH111	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.222	E92000001	England	E12000008	South East
mm.wiki.225	E92000001	England	E12000008	South East
mm.wiki.224	E92000001	England	E12000008	South East
mm.domus.YH115	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.226	E92000001	England	E12000008	South East
mm.wiki.229	E92000001	England	E12000008	South East
mm.domus.YH119	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH118	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1236	E92000001	England	E12000004	East Midlands
mm.domus.WM006	E92000001	England	E12000005	West Midlands
mm.ace.1234	E92000001	England	E12000008	South East
mm.ace.1235	E92000001	England	E12000008	South East
mm.ace.1233	E92000001	England	E12000008	South East
mm.ace.1231	E92000001	England	E12000002	North West
mm.mgs.323	S92000003	Scotland	S92000003	Scotland
mm.mgs.320	S92000003	Scotland	S92000003	Scotland
mm.mgs.321	S92000003	Scotland	S92000003	Scotland
mm.mgs.327	S92000003	Scotland	S92000003	Scotland
mm.ace.1238	E92000001	England	E12000004	East Midlands
mm.ace.1239	E92000001	England	E12000004	East Midlands
mm.ace.1148	E92000001	England	E12000001	North East
mm.ace.1149	E92000001	England	E12000007	London
mm.ace.1140	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1141	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1142	E92000001	England	E12000009	South West
mm.ace.1143	E92000001	England	E12000006	East of England
mm.ace.1144	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1145	E92000001	England	E12000005	West Midlands
mm.ace.1146	E92000001	England	E12000003	Yorkshire and The Humber
mm.ace.1147	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SW176	E92000001	England	E12000009	South West
mm.mgs.392	S92000003	Scotland	S92000003	Scotland
mm.aim.0342	E92000001	England	E12000006	East of England
mm.aim.0340	W92000004	Wales	W92000004	Wales
mm.domus.SW174	E92000001	England	E12000009	South West
mm.wiki.085	E92000001	England	E12000009	South West
mm.ace.1085	E92000001	England	E12000005	West Midlands
mm.ace.1098	E92000001	England	E12000006	East of England
mm.ace.1099	E92000001	England	E12000009	South West
mm.wiki.080	E92000001	England	E12000009	South West
mm.wiki.083	E92000001	England	E12000009	South West
mm.wiki.082	E92000001	England	E12000009	South West
mm.ace.1092	E92000001	England	E12000005	West Midlands
mm.domus.SW172	E92000001	England	E12000009	South West
mm.ace.1090	E92000001	England	E12000005	West Midlands
mm.ace.1091	E92000001	England	E12000005	West Midlands
mm.wiki.089	E92000001	England	E12000009	South West
mm.ace.1087	E92000001	England	E12000005	West Midlands
mm.ace.1094	E92000001	England	E12000002	North West
mm.mgs.396	S92000003	Scotland	S92000003	Scotland
mm.domus.SC086	S92000003	Scotland	S92000003	Scotland
mm.domus.SC087	S92000003	Scotland	S92000003	Scotland
mm.wiki.503	E92000001	England	E12000009	South West
mm.domus.SC082	S92000003	Scotland	S92000003	Scotland
mm.domus.SC083	S92000003	Scotland	S92000003	Scotland
mm.domus.SC080	S92000003	Scotland	S92000003	Scotland
mm.domus.SC081	S92000003	Scotland	S92000003	Scotland
mm.mgs.394	S92000003	Scotland	S92000003	Scotland
mm.New.159	NA	NA	NA	NA
mm.domus.SC089	S92000003	Scotland	S92000003	Scotland
mm.domus.SE589	E92000001	England	E12000006	East of England
mm.domus.SE588	E92000001	England	E12000006	East of England
mm.musa.084	E92000001	England	E12000008	South East
mm.domus.WM028	E92000001	England	E12000005	West Midlands
mm.domus.EM065	E92000001	England	E12000004	East Midlands
mm.domus.SE581	E92000001	England	E12000008	South East
mm.domus.SE580	E92000001	England	E12000008	South East
mm.domus.SE583	E92000001	England	E12000007	London
mm.domus.SE582	E92000001	England	E12000007	London
mm.domus.SE585	E92000001	England	E12000007	London
mm.domus.SE284	E92000001	England	E12000008	South East
mm.domus.SE587	E92000001	England	E12000008	South East
mm.domus.SE586	E92000001	England	E12000008	South East
mm.domus.EM067	E92000001	England	E12000004	East Midlands
mm.domus.WM027	E92000001	England	E12000005	West Midlands
mm.domus.EM060	E92000001	England	E12000004	East Midlands
mm.domus.WM024	E92000001	England	E12000005	West Midlands
mm.domus.EM061	E92000001	England	E12000004	East Midlands
mm.domus.YH069	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH068	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH063	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SC077	S92000003	Scotland	S92000003	Scotland
mm.aim.0907	E92000001	England	E12000009	South West
mm.domus.SE281	E92000001	England	E12000006	East of England
mm.domus.YH066	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH065	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.YH064	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.409	E92000001	England	E12000004	East Midlands
mm.domus.SE132	NA	NA	NA	NA
mm.wiki.158	E92000001	England	E12000007	London
mm.domus.WM020	E92000001	England	E12000005	West Midlands
mm.wiki.153	E92000001	England	E12000007	London
mm.wiki.152	E92000001	England	E12000007	London
mm.wiki.151	E92000001	England	E12000007	London
mm.wiki.402	E92000001	England	E12000005	West Midlands
mm.wiki.157	E92000001	England	E12000007	London
mm.wiki.156	E92000001	England	E12000007	London
mm.wiki.155	E92000001	England	E12000007	London
mm.domus.YH106	E92000001	England	E12000003	Yorkshire and The Humber
mm.wiki.251	E92000001	England	E12000004	East Midlands
mm.domus.EM068	E92000001	England	E12000004	East Midlands
mm.misc.152	S92000003	Scotland	S92000003	Scotland
mm.domus.NW054	E92000001	England	E12000002	North West
mm.domus.NW055	E92000001	England	E12000002	North West
mm.aim82NM.079	E92000001	England	E12000008	South East
mm.aim82NM.078	E92000001	England	E12000005	West Midlands
mm.ace.1293	E92000001	England	E12000004	East Midlands
mm.domus.SE288	E92000001	England	E12000008	South East
mm.domus.NW052	E92000001	England	E12000002	North West
mm.domus.NW053	E92000001	England	E12000002	North West
mm.aim82NM.073	E92000001	England	E12000002	North West
mm.aim82NM.072	E92000001	England	E12000004	East Midlands
mm.aim82NM.071	E92000001	England	E12000002	North West
mm.domus.SE289	E92000001	England	E12000008	South East
mm.aim82NM.077	E92000001	England	E12000009	South West
mm.aim82NM.076	E92000001	England	E12000002	North West
mm.aim82NM.075	E92000001	England	E12000005	West Midlands
mm.aim82NM.074	E92000001	England	E12000008	South East
mm.hha.184	W92000004	Wales	W92000004	Wales
mm.domus.SE049	E92000001	England	E12000007	London
mm.domus.SC307	S92000003	Scotland	S92000003	Scotland
mm.domus.SE362	E92000001	England	E12000008	South East
mm.domus.SE231	E92000001	England	E12000008	South East
mm.domus.SE364	E92000001	England	E12000006	East of England
mm.fcm.231	E92000001	England	E12000007	London
mm.domus.SE367	E92000001	England	E12000008	South East
mm.musa.268	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.musa.266	E92000001	England	E12000004	East Midlands
mm.musa.265	E92000001	England	E12000004	East Midlands
mm.musa.264	NA	NA	NA	NA
mm.musa.263	E92000001	England	E12000008	South East
mm.musa.260	E92000001	England	E12000001	North East
mm.fcm.257	E92000001	England	E12000007	London
mm.hha.027	E92000001	England	E12000008	South East
mm.New.196	E92000001	England	E12000005	West Midlands
mm.fcm.232	E92000001	England	E12000008	South East
mm.New.190	E92000001	England	E12000002	North West
mm.New.191	S92000003	Scotland	S92000003	Scotland
mm.New.192	S92000003	Scotland	S92000003	Scotland
mm.hha.026	E92000001	England	E12000008	South East
mm.fcm.235	E92000001	England	E12000006	East of England
mm.New.198	S92000003	Scotland	S92000003	Scotland
mm.New.199	E92000001	England	E12000001	North East
mm.domus.SC180	S92000003	Scotland	S92000003	Scotland
mm.fcm.258	W92000004	Wales	W92000004	Wales
mm.domus.NW120	E92000001	England	E12000002	North West
mm.domus.NW121	E92000001	England	E12000002	North West
mm.domus.NW122	E92000001	England	E12000002	North West
mm.domus.NI037	N92000002	Northern Ireland	N92000002	Northern Ireland
mm.Mus70Cal.030	E92000001	England	E12000004	East Midlands
mm.domus.NW125	E92000001	England	E12000002	North West
mm.domus.NW127	E92000001	England	E12000002	North West
mm.domus.NW128	E92000001	England	E12000002	North West
mm.hha.023	E92000001	England	E12000008	South East
mm.hha.189	W92000004	Wales	W92000004	Wales
mm.aim82M.071	W92000004	Wales	W92000004	Wales
mm.domus.WA010	W92000004	Wales	W92000004	Wales
mm.ace.1105	E92000001	England	E12000006	East of England
mm.ace.380	E92000001	England	E12000006	East of England
mm.domus.SE276	E92000001	England	E12000008	South East
mm.mald.089	W92000004	Wales	W92000004	Wales
mm.New.75	E92000001	England	E12000001	North East
mm.hha.148	E92000001	England	E12000001	North East
mm.mald.086	W92000004	Wales	W92000004	Wales
mm.mald.082	W92000004	Wales	W92000004	Wales
mm.mald.081	W92000004	Wales	W92000004	Wales
mm.mald.080	W92000004	Wales	W92000004	Wales
mm.domus.SC303	S92000003	Scotland	S92000003	Scotland
mm.domus.EM089	E92000001	England	E12000004	East Midlands
mm.wiki.399	E92000001	England	E12000009	South West
mm.misc.072	E92000001	England	E12000009	South West
mm.misc.070	NA	NA	NA	NA
mm.domus.SE470	E92000001	England	E12000008	South East
mm.aim.0603	E92000001	England	E12000002	North West
mm.domus.SE112	E92000001	England	E12000006	East of England
mm.aim.0600	E92000001	England	E12000003	Yorkshire and The Humber
mm.domus.SW226	E92000001	England	E12000009	South West
mm.domus.SW227	E92000001	England	E12000009	South West
mm.domus.SW224	E92000001	England	E12000009	South West
mm.domus.SW225	E92000001	England	E12000009	South West
mm.domus.SW222	E92000001	England	E12000009	South West
mm.domus.SW223	E92000001	England	E12000009	South West
mm.domus.SW220	E92000001	England	E12000009	South West
mm.domus.SW221	E92000001	England	E12000009	South West
mm.ace.1299	S92000003	Scotland	S92000003	Scotland
