project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.domus.SC025	8	7483	22593	14996.9	5500.9	119975	7483	1994	2016	domus	3
mm.domus.SC026	7	1090	6e3	2239	1793.8	15673	1156	1994	2002	domus	2
mm.domus.SC027	8	859	6e3	2688.1	1887.9	21505	3300	1994	2008	domus	3
mm.domus.SC028	8	1227	9500	6122.6	2721	48981	1227	1994	2012	domus	3
mm.domus.SC029	7	1680	8e3	3687.6	2522.4	25813	2626	1994	2002	domus	2
mm.domus.SC030	7	900	14814	9240	4135.4	64680	9739	1994	2002	domus	2
mm.domus.SC031	7	798826	1259318	1024240.7	144210.4	7169685	1003049	1994	2016	domus	3
mm.domus.SC032	6	4300	15583	11630.5	4296.9	69783	1e4	1994	2016	domus	2
mm.domus.SC033	4	0	660	365	272.5	1460	660	1994	2002	domus	2
mm.domus.SC034	7	0	6250	1274.3	2286.8	8920	1870	1994	2002	domus	2
mm.domus.SC036	7	0	6259	4801.9	2144.7	33613	5407	1994	2012	domus	3
mm.domus.SC037	7	0	5829	3947.4	1954.4	27632	4062	1994	2012	domus	3
mm.domus.SC038	7	7237	11464	10298.7	1500.1	72091	7237	1994	2002	domus	2
mm.domus.SC039	8	28900	88963	39664.4	20006.1	317315	31952	1994	2012	domus	3
mm.domus.SC040	7	2914	4500	3618.4	702.7	25329	2989	1994	2013	domus	2
mm.domus.SC041	6	286	750	457	161.8	2742	356	1994	1999	domus	1
mm.domus.SC042	7	0	63259	30529.6	18680.2	213707	63259	1994	2002	domus	2
mm.domus.SC043	4	0	68136	48034	32176.4	192136	0	1994	1998	domus	1
mm.domus.SC044	4	17850	29302	25068.8	5007.3	100275	25956	1994	2003	domus	2
mm.domus.SC045	4	25567	3e4	27278.8	1914.4	109115	25567	1994	1998	domus	1
mm.domus.SC046	5	5500	7486	6628.6	791.7	33143	6157	1994	2013	domus	2
mm.domus.SC047	4	15850	18721	17350.8	1176.5	69403	18721	1994	1998	domus	1
mm.domus.SC048	6	4543	14944	11911.3	3926.5	71468	4543	1994	1999	domus	1
mm.domus.SC049	7	5213	1e4	6898.6	1505.5	48290	6e3	1994	2011	domus	3
mm.domus.SC050	6	0	149987	63498.5	48619.7	380991	58551	1994	2014	domus	3
mm.domus.SC051	6	259	541	466.3	102.9	2798	500	1994	2014	domus	3
mm.domus.SC052	6	0	500	125.2	209.3	751	500	1994	2014	domus	3
mm.domus.SC053	4	511	859	655.2	147.6	2621	859	1994	1997	domus	1
mm.domus.SC054	8	15441	24886	18308	3234.3	146464	24886	1994	2016	domus	3
mm.domus.SC055	8	9e3	22e3	13768.2	3799.1	110146	13036	1994	2016	domus	3
mm.domus.SC056	8	25304	43e3	36104.5	7252.8	288836	34952	1994	2016	domus	3
mm.domus.SC057	8	8031	16e3	13685.9	2732.7	109487	12258	1994	2016	domus	3
mm.domus.SC059	8	2812	6e3	5212.5	1100.4	41700	4839	1994	2016	domus	3
mm.domus.SC061	2	1956	1966	1961	7.1	3922	1956	1994	2002	domus	2
mm.domus.SC062	7	0	25e3	11e3	13114.9	77e3	2e3	1994	2002	domus	2
mm.domus.SC063	8	5156	12442	6715.4	2409	53723	7139	1994	2011	domus	3
mm.domus.SC064	8	8788	11846	10274	1167.6	82192	11846	1994	2011	domus	3
mm.domus.SC065	8	9989	15e3	12993.2	2039.5	103946	13469	1994	2016	domus	3
mm.domus.SC066	8	3387	11478	5776.2	2453.3	46210	3387	1994	2016	domus	3
mm.domus.SC068	6	3232	11100	6525.8	2627.3	39155	3232	1994	2002	domus	2
mm.domus.SC069	7	22e4	265270	243196	22288.2	1702372	265270	1994	2002	domus	2
mm.domus.SC070	4	0	2500	1053.5	1050.1	4214	977	1994	1997	domus	1
mm.domus.SC071	5	6586	13420	11006.4	2611.6	55032	6586	1994	2002	domus	2
mm.domus.SC072	7	2115	5049	3909	985.8	27363	3713	1994	2016	domus	2
mm.domus.SC073	6	0	51518	37215.3	18894.4	223292	51518	1994	2002	domus	2
mm.domus.SC074	8	126315	363711	291540.2	71744.1	2332322	294434	1994	2016	domus	3
mm.domus.SC075	4	0	1100	791	529.8	3164	1100	1994	1999	domus	1
mm.domus.SC076	7	76238	189270	124733.6	51381.7	873135	76238	1994	2009	domus	3
mm.domus.SC077	6	1200	5173	3255.8	1780.7	19535	2790	1994	1999	domus	1
mm.domus.SC078	6	0	3737	2477	1350.3	14862	2093	1994	2002	domus	2
mm.domus.SC079	4	0	3500	1943	1450.4	7772	2272	1994	2005	domus	2
mm.domus.SC080	5	14278	38025	20979.8	9714.7	104899	19596	1994	2016	domus	3
mm.domus.SC081	7	0	56209	13335.3	19193.5	93347	6268	1994	2016	domus	3
mm.domus.SC082	7	4684	6178	5628.6	527.5	39400	4684	1994	2016	domus	3
mm.domus.SC083	8	0	44617	23861.1	12204.3	190889	27272	1994	2016	domus	3
mm.domus.SC086	8	3e3	8500	5302	2161.1	42416	3976	1994	2016	domus	3
mm.domus.SC087	7	0	5e3	3214.3	1728.6	22500	4e3	1994	2002	domus	2
mm.domus.SC089	5	70	250	134	70.9	670	100	1994	1999	domus	1
mm.domus.SC090	8	7519	23073	11729.8	5086.9	93838	23073	1994	2009	domus	3
mm.domus.SC091	7	0	1802	1206.3	570.9	8444	1500	1994	2002	domus	2
mm.domus.SC092	8	6386	19e3	11958.1	4254.7	95665	6386	1994	2009	domus	3
mm.domus.SC093	4	4e4	5e4	42500	5e3	17e4	5e4	1994	1997	domus	1
mm.domus.SC094	6	20970	31901	26154.3	4065.7	156926	31901	1994	2002	domus	2
mm.domus.SC095	7	2357	14e3	6085.4	3909.2	42598	3462	1994	2002	domus	2
mm.domus.SC096	8	6e4	138794	94485.2	29559.4	755882	85e3	1994	2012	domus	3
mm.domus.SC097	8	0	42e3	19750.5	16969	158004	12010	1994	2012	domus	3
mm.domus.SC098	7	3200	9400	5110.1	2012.9	35771	9400	1994	2002	domus	2
mm.domus.SC099	7	0	2e3	1572.4	706.8	11007	1904	1994	2013	domus	3
mm.domus.SC100	1	750	750	750	NA	750	750	2002	2002	scottish_national_audit	1
mm.domus.SC102	1	1e4	1e4	1e4	NA	1e4	1e4	2002	2002	scottish_national_audit	1
mm.domus.SC103	2	5280	1e4	7640	3337.5	15280	5280	2002	2015	ma(fam)	2
mm.domus.SC104	1	213	213	213	NA	213	213	2002	2002	scottish_national_audit	1
mm.domus.SC105	1	23099	23099	23099	NA	23099	23099	2002	2002	scottish_national_audit	1
mm.domus.SC106	1	579	579	579	NA	579	579	2002	2002	scottish_national_audit	1
mm.domus.SC110	7	0	9133	5924.3	2858.9	41470	5360	1994	2016	domus	3
mm.domus.SC111	6	2500	5e3	3995.7	1079	23974	2912	1994	2012	domus	3
mm.domus.SC112	8	1486	1e4	2947.6	2867.6	23581	2405	1994	2016	domus	3
mm.domus.SC113	7	0	15940	9917.4	5002.5	69422	8e3	1994	2002	domus	2
mm.domus.SC114	6	2307	14e3	7015.3	5333.9	42092	7150	1994	2002	domus	2
mm.domus.SC115	5	6772	12e3	8700.2	2159	43501	6860	1994	2013	domus	2
mm.domus.SC116	7	0	16500	5035	7462.9	35245	15346	1994	2002	domus	2
mm.domus.SC117	6	11537	15733	13174	1707.8	79044	14487	1994	2009	domus	3
mm.domus.SC118	8	0	4e4	27159.6	11693.1	217277	33e3	1994	2015	domus	3
mm.domus.SC119	8	0	62e3	46487	20002.3	371896	43868	1994	2013	domus	3
mm.domus.SC120	6	27e3	5e4	35500	8826.1	213e3	27e3	1994	2013	domus	2
mm.domus.SC121	7	0	2800	500	1047.2	3500	2800	1994	2002	domus	2
mm.domus.SC122	8	0	7e3	5465.2	2339.6	43722	4800	1994	2010	domus	3
mm.domus.SC123	7	250	3e3	1217.1	1227.1	8520	770	1994	2002	domus	2
mm.domus.SC124	7	0	8700	6479.9	2942.3	45359	8200	1994	2013	domus	3
mm.domus.SC125	5	0	3460	2446.8	1390.4	12234	3460	1994	2002	domus	2
mm.domus.SC126	8	4e3	11e3	9001.2	2204.1	72010	9011	1994	2016	domus	3
mm.domus.SC127	7	16021	87409	68600.1	24020.5	480201	16021	1994	2016	domus	2
mm.domus.SC129	8	7318	442153	259899.1	120385.6	2079193	271138	1994	2016	domus	3
mm.domus.SC130	7	396848	1259042	564915.7	307712.8	3954410	497874	1994	2016	domus	2
mm.domus.SC133	8	131110	191291	155293.1	19429.1	1242345	175199	1994	2016	domus	3
mm.domus.SC134	7	0	133317	75184.3	46115.2	526290	0	1994	2005	domus	2
mm.domus.SC135	8	31741	67324	50472.8	10093.8	403782	31741	1994	2009	domus	3
mm.domus.SC137	8	6337	7979	7326.6	512.6	58613	7979	1994	2008	domus	3
mm.domus.SC138	8	63170	112483	94561	14456.4	756488	93300	1994	2009	domus	3
mm.domus.SC139	8	205674	260144	241149.4	20070.8	1929195	205674	1994	2009	domus	3
mm.domus.SC140	8	4441	53011	38084.2	14915.5	304674	30653	1994	2009	domus	3
mm.domus.SC141	3	34e3	47800	43200	7967.4	129600	47800	1994	1996	domus	1
mm.domus.SC142	4	0	15e4	112500	75e3	45e4	0	1994	1998	domus	1
mm.domus.SC143	7	0	450	78.6	165.5	550	450	1994	2002	domus	2
mm.domus.SC144	7	0	2e4	8571.4	6900.7	6e4	1e4	1994	2002	domus	2
mm.domus.SC145	7	2500	11331	7771	3001	54397	9760	1994	2016	domus	3
mm.domus.SC146	4	1565	5650	3952.5	1866.3	15810	1565	1994	1997	domus	1
mm.domus.SC147	7	0	23108	9868	7963	69076	6700	1994	2016	domus	3
mm.domus.SC148	7	17500	28500	23036	4766	161252	18706	1994	2016	domus	3
mm.domus.SC149	8	48e3	124e3	90037.5	22835.7	720300	87300	1994	2014	domus	3
mm.domus.SC150	7	300	3e3	879.4	944.7	6156	600	1994	2002	domus	2
mm.domus.SC151	6	700	6248	2401.5	2038.8	14409	700	1994	2002	domus	2
mm.domus.SC152	3	11664	37299	21607	13750.5	64821	15858	1994	2008	domus	2
mm.domus.SC153	4	0	37299	18877.8	16058.7	75511	12868	1994	2008	domus	3
mm.domus.SC154	2	11900	12500	12200	424.3	24400	12500	1994	1995	domus	1
mm.domus.SC155	7	0	6e3	3757.1	2095.3	26300	4685	1994	2002	domus	2
mm.domus.SC156	8	3400	14e3	8667.8	3212.8	69342	6218	1994	2009	domus	3
mm.domus.SC157	6	8239	12e3	10065.7	1428.5	60394	9e3	1994	2015	domus	3
mm.domus.SC158	7	0	4e3	2378	1666	16646	3046	1994	2002	domus	2
mm.domus.SC159	8	0	8998	4970.9	3659.8	39767	1899	1994	2009	domus	3
mm.domus.SC160	5	57e3	81214	67642.8	9259.7	338214	81214	1994	2013	domus	3
mm.domus.SC161	3	4054	12874	9658.7	4871.3	28976	4054	1994	2002	domus	2
mm.domus.SC162	8	0	34386	23058.9	10920.4	184471	20918	1994	2016	domus	3
mm.domus.SC163	7	1594	3454	2667.7	633.7	18674	1594	1994	2002	domus	2
mm.domus.SC164	5	0	950	530	383.4	2650	950	1994	1999	domus	1
mm.domus.SC166	2	0	0	0	0	NA	0	1994	1995	domus	1
mm.domus.SC167	2	0	1100	550	777.8	1100	0	1994	1995	domus	1
mm.domus.SC168	6	11800	3e4	23970	8971	143820	11800	1994	2002	domus	2
mm.domus.SC169	7	38206	52e3	43916.3	4991.3	307414	41124	1994	2016	domus	3
mm.domus.SC170	8	0	10660	2873.5	3424.2	22988	3268	1994	2011	domus	3
mm.domus.SC171	8	0	2075	1126.9	607.3	9015	960	1994	2009	domus	3
mm.domus.SC172	4	0	9338	2334.5	4669	9338	0	1994	1997	domus	1
mm.domus.SC173	8	14242	38524	22939.1	7458.1	183513	14242	1994	2015	domus	3
mm.domus.SC174	5	0	4e3	2620	1627	13100	2100	1994	2002	domus	2
mm.domus.SC175	7	900	1600	1314.3	241	9200	1600	1994	2002	domus	2
mm.domus.SC176	7	0	26899	18458.4	9068.8	129209	23590	1994	2002	domus	2
mm.domus.SC177	7	0	4e5	253571.4	129444.8	1775e3	175e3	1994	2010	domus	3
mm.domus.SC178	6	47e3	53e3	50400	2856.6	302400	53e3	1994	2002	domus	2
mm.domus.SC180	7	0	10700	9014.7	3976.4	63103	10700	1994	2002	domus	2
mm.domus.SC181	7	69985	105e3	91622.6	13014.5	641358	69985	1994	2002	domus	2
mm.domus.SC182	8	0	31122	13305.6	12932.6	106445	22850	1994	2012	domus	3
mm.domus.SC183	4	35e4	5e5	387500	75e3	155e4	5e5	1994	2002	domus	2
mm.domus.SC184	6	0	48453	34026.2	17659.6	204157	0	1994	1999	domus	1
mm.domus.SC185	8	71	448	236.1	130.5	1889	145	1994	2014	domus	3
mm.domus.SC186	5	0	98078	43210.6	43258.3	216053	98078	1994	2016	domus	3
mm.domus.SC187	7	0	55e3	39819.6	18084.8	278737	46053	1994	2016	domus	2
mm.domus.SC188	7	0	29006	16103.4	9267.3	112724	11686	1994	2002	domus	2
mm.domus.SC189	7	0	30529	16893.9	9312.8	118257	30529	1994	2002	domus	2
mm.domus.SC190	8	111	600	273	166.5	2184	180	1994	2004	domus	3
mm.domus.SC191	2	886	900	893	9.9	1786	900	1994	1995	domus	1
mm.domus.SC192	9	5573	62349	38494.1	15752.7	346447	42247	1994	2014	domus	3
mm.domus.SC193	6	9500	18582	14657.8	3724.4	87947	9500	1994	1999	domus	1
mm.domus.SC194	5	3273	3703	3446	181.8	17230	3350	1994	1998	domus	1
mm.domus.SC195	8	0	11201	8613.5	3565.8	68908	8816	1994	2013	domus	3
mm.domus.SC196	7	0	165657	84522.4	66798.1	591657	75e3	1994	2016	domus	2
mm.domus.SC197	8	1500	9e3	6240.1	2892	49921	7019	1994	2010	domus	3
mm.domus.SC198	7	0	3568	2267	1565	15869	3039	1994	2002	domus	2
mm.domus.SC199	7	10776	14083	12394	1178.9	86758	14083	1994	2002	domus	2
mm.domus.SC200	7	0	11600	8328.9	3903.5	58302	8401	1994	2002	domus	2
mm.domus.SC201	4	0	1690	997.5	767.3	3990	800	1994	2002	domus	2
mm.domus.SC202	5	0	13930	9797.2	5743.5	48986	13930	1994	1999	domus	1
mm.domus.SC203	7	8094	22111	14249.7	4624.6	99748	12057	1994	2002	domus	2
mm.domus.SC205	5	5e3	11984	9423.2	2703.8	47116	5e3	1994	2002	domus	2
mm.domus.SC208	6	0	12600	2581.7	4923.1	15490	1e3	1994	1999	domus	1
mm.domus.SC215	7	0	25e3	17500	8431.1	122500	16500	1994	2002	domus	2
mm.domus.SC217	6	800	14e3	4266.7	5021	25600	2e3	1994	1999	domus	1
mm.domus.SC218	5	0	12	4.4	6.1	22	0	1994	1999	domus	1
mm.domus.SC220	7	0	250	118.6	122.1	830	250	1994	2002	domus	2
mm.domus.SC221	4	0	5e3	2500	2886.8	1e4	0	1994	1997	domus	1
mm.domus.SC222	6	0	0	0	0	NA	0	1994	1999	domus	1
mm.domus.SC223	6	0	0	0	0	NA	0	1994	1999	domus	1
mm.domus.SC224	6	0	64e3	45666.7	23804.8	274e3	6e4	1994	2002	domus	2
mm.domus.SC225	4	0	240	117.5	135.7	470	0	1994	1998	domus	1
mm.domus.SC226	8	0	32920	12479.5	9376	99836	14827	1994	2011	domus	3
mm.domus.SC227	6	9827	18234	13751.7	2691.1	82510	9827	1994	2002	domus	2
mm.domus.SC228	8	16500	37336	21229	7348.9	169832	17e3	1994	2011	domus	3
mm.domus.SC229	2	4222	4500	4361	196.6	8722	4222	1994	2002	domus	2
mm.domus.SC230	7	6500	16020	11855.7	3397.4	82990	8e3	1994	2014	domus	3
mm.domus.SC231	6	0	5e3	3e3	2387.5	18e3	4500	1994	2014	domus	3
mm.domus.SC232	7	81e3	829711	212523.4	272814.9	1487664	81e3	1994	2015	domus	3
mm.domus.SC233	4	2695	75396	39987.8	29709.7	159951	75396	1994	1997	domus	1
mm.domus.SC234	7	28832	42790	32343.7	4872	226406	29111	1994	2012	domus	3
mm.domus.SC235	6	8329	19033	15107.2	3570.4	90643	16056	1994	2015	domus	2
mm.domus.SC236	8	6515	21676	12868.1	5702.3	102945	6515	1994	2012	domus	3
mm.domus.SC237	5	0	4e3	1490	2049.5	7450	0	1994	1999	domus	1
mm.domus.SC238	3	0	20955	6985	12098.4	20955	0	1994	1997	domus	1
mm.domus.SC239	8	0	26770	16166.6	8753.8	129333	22314	1994	2014	domus	3
mm.domus.SC240	6	0	9844	7533.5	3825.8	45201	0	1994	1999	domus	1
mm.domus.SC241	3	975	2360	1644.3	693.7	4933	975	1994	1997	domus	1
mm.domus.SC242	5	0	12e3	6200	5848.1	31e3	0	1994	1998	domus	1
mm.domus.SC243	9	54237	8e4	62620.3	7438.2	563583	54237	1994	2016	domus	3
mm.domus.SC244	7	65221	113689	89210	22477.1	624470	75e3	1994	2006	domus	3
mm.domus.SC245	6	0	10444	6720.7	3850.4	40324	10444	1994	2009	domus	3
mm.domus.SC246	8	1954	6655	4122.4	1659.5	32979	5128	1994	2016	domus	3
mm.domus.SC247	8	6562	13566	8822.2	2259.2	70578	7382	1994	2016	domus	3
mm.domus.SC249	8	0	5800	4263	1849.9	34104	4925	1994	2016	domus	3
mm.domus.SC250	7	0	6510	5108.3	2279	35758	5535	1994	2002	domus	2
mm.domus.SC251	4	0	50	17.5	23.6	70	0	1994	1999	domus	1
mm.domus.SC252	5	0	16e4	34e3	70569.1	17e4	16e4	1994	2002	domus	2
mm.domus.SC253	5	0	6e3	2200	3033.2	11e3	5e3	1994	2002	domus	2
mm.domus.SC255	8	41899	68176	54766.4	7857.2	438131	47178	1994	2014	domus	3
mm.domus.SC256	7	1576	3128	2193.7	482.4	15356	1866	1994	2002	domus	2
mm.domus.SC257	4	0	28500	11852.8	14235.2	47411	18911	1994	2014	domus	3
mm.domus.SC258	4	15924	559620	306737.5	224755.5	1226950	359642	1994	2007	domus	3
mm.domus.SC259	2	3906	6200	5053	1622.1	10106	3906	1994	1995	domus	1
mm.domus.SC260	6	6e3	12900	7916.7	3057.1	47500	10600	1994	2016	domus	3
mm.domus.SC261	6	4e3	8250	5866.7	1482.5	35200	4e3	1994	2002	domus	2
mm.domus.SC262	6	0	0	0	0	NA	0	1994	1999	domus	1
mm.domus.SC263	6	4188	6865	5327.8	1227.4	31967	4291	1994	2002	domus	2
mm.domus.SC264	7	7515	11470	9670.1	1500.9	67691	7874	1994	2002	domus	2
mm.domus.SC265	7	0	15e3	8210.9	6161	57476	807	1994	2002	domus	2
mm.domus.SC266	8	9456	13774	11713	1829.8	93704	10600	1994	2008	domus	3
mm.domus.SC267	5	0	300	134	117.4	670	200	1994	1998	domus	1
mm.domus.SC268	8	2500	5141	3961.1	1023.8	31689	3622	1994	2008	domus	3
mm.domus.SC269	5	0	23e3	9800	9418.1	49e3	23e3	1994	2002	domus	2
mm.domus.SC270	8	4e3	15e3	9787.5	4147.4	78300	4900	1994	2016	domus	3
mm.domus.SC271	8	1250	7440	4592.1	2046	36737	3900	1994	2012	domus	3
mm.domus.SC272	7	0	1420	824.1	573.8	5769	1e3	1994	2002	domus	2
mm.domus.SC273	6	0	6e3	3616.7	1969.2	21700	4e3	1994	2009	domus	3
mm.domus.SC274	7	0	7244	4558.9	2393.3	31912	6813	1994	2016	domus	3
mm.domus.SC275	1	0	0	0	NA	NA	0	1994	1994	domus	1
mm.domus.SC276	1	0	0	0	NA	NA	0	1994	1994	domus	1
mm.domus.SC277	7	514380	629628	553306.6	42616.5	3873146	535203	1994	2009	domus	2
mm.domus.SC279	7	0	494213	342085.4	164689.2	2394598	0	1994	2009	domus	2
mm.domus.SC280	7	26027	82002	45001.4	21860.2	315010	61759	1994	2009	domus	2
mm.domus.SC281	7	37509	72083	54495.7	12553.8	381470	51366	1994	2009	domus	2
mm.domus.SC282	6	11314	13828	12578	869.2	75468	12840	1994	1999	domus	1
mm.domus.SC283	6	358235	2e6	705572.3	637324.8	4233434	445336	1994	2016	domus	2
mm.domus.SC284	5	154408	239155	197525	31341.6	987625	211519	1994	1999	domus	1
mm.domus.SC285	5	149057	207212	183653.2	26167.6	918266	207212	1994	1999	domus	1
mm.domus.SC287	7	0	14924	5479.7	6923	38358	14924	1994	2002	domus	2
mm.domus.SC288	6	0	4759	2974.2	2317.7	17845	4605	1994	2014	domus	3
mm.domus.SC289	4	3380	15250	10893.5	5195.3	43574	13e3	1995	2016	domus	2
mm.domus.SC290	5	0	33e3	25600	14363.1	128e3	3e4	1995	2002	domus	2
mm.domus.SC291	5	0	0	0	0	NA	0	1995	1999	domus	1
mm.domus.SC293	2	0	0	0	0	NA	0	1995	1996	domus	1
mm.domus.SC294	5	0	0	0	0	NA	0	1995	1999	domus	1
mm.domus.SC295	5	0	1050	390	391.2	1950	0	1995	1999	domus	1
mm.domus.SC296	6	3e4	779555	169925.8	298950.6	1019555	779555	1996	2014	domus	3
mm.domus.SC297	4	0	2694	1173.5	1384.3	4694	0	1996	1999	domus	1
mm.domus.SC298	5	0	1500	1103.8	630.1	5519	1319	1996	2002	domus	2
mm.domus.SC299	4	0	9552	6253.5	4283.2	25014	7146	1996	2002	domus	2
mm.domus.SC300	3	0	0	0	0	NA	0	1997	1999	domus	1
mm.domus.SC301	5	4500	4964	4708.4	170.1	23542	4690	1997	2005	domus	3
mm.domus.SC302	4	2e3	3600	2693	787.5	10772	2069	1998	2014	domus	3
mm.domus.SC303	1	1730	1730	1730	NA	1730	1730	1999	1999	domus	1
mm.domus.SC305	3	550	691	620.3	70.5	1861	620	1998	2002	domus	2
mm.domus.SC306	2	2293	2564	2428.5	191.6	4857	2293	1998	1999	domus	1
mm.domus.SC307	1	822	822	822	NA	822	822	1999	1999	domus	1
mm.domus.SC308	1	75e3	75e3	75e3	NA	75e3	75e3	2002	2002	scottish_national_audit	1
mm.domus.SC311	1	26689	26689	26689	NA	26689	26689	2010	2010	ma(fam)	1
mm.domus.SC313	1	2e3	2e3	2e3	NA	2e3	2e3	2002	2002	scottish_national_audit	1
mm.domus.SC314	2	16340	30955	23647.5	10334.4	47295	30955	2002	2015	ma(fam)	2
mm.domus.SC315	1	14500	14500	14500	NA	14500	14500	2002	2002	scottish_national_audit	1
mm.domus.SC316	1	1883	1883	1883	NA	1883	1883	2002	2002	scottish_national_audit	1
mm.domus.SC318	2	2e4	45e3	32500	17677.7	65e3	2e4	2002	2011	ma(fam)	2
mm.domus.SC319	1	14346	14346	14346	NA	14346	14346	2002	2002	scottish_national_audit	1
mm.domus.SC320	2	400	2e3	1200	1131.4	2400	400	2002	2006	ma(fam)	2
mm.domus.SE001	6	0	5e4	29166.7	23293.1	175e3	5e4	1994	2011	domus	2
mm.domus.SE002	6	18e3	35e3	26700	8065.6	160200	20644	1994	2008	domus	2
mm.domus.SE003	7	0	39e3	21066	15208.2	147462	25731	1994	2011	domus	2
mm.domus.SE004	12	0	6e3	3792	1866.8	45504	6e3	1993	2015	domus	2
mm.domus.SE005	7	1e3	11e3	6652.1	3159.9	46565	1e3	1993	2016	domus	3
mm.domus.SE006	5	645	2200	1057.8	647.3	5289	645	1994	2008	domus	2
mm.domus.SE007	5	0	400	280	164.3	1400	300	1994	1999	domus	1
mm.domus.SE008	4	800	7500	2525	3318	10100	800	1993	2016	domus	2
mm.domus.SE009	5	12e3	21636	15798.2	3987.6	78991	13448	1994	2013	domus	2
mm.domus.SE011	3	1200	5e3	3066.7	1900.9	9200	1200	1994	2012	domus	2
mm.domus.SE012	6	0	6e3	2066.7	2201.5	12400	0	1994	2011	domus	2
mm.domus.SE013	7	0	124639	68313.6	57590.5	478195	92771	1993	1999	domus	1
mm.domus.SE014	7	0	25e3	11605	7352.9	81235	12297	1993	2014	domus	2
mm.domus.SE015	6	0	2e5	118333.3	65243.1	71e4	14e4	1993	2006	domus	2
mm.domus.SE016	11	0	53038	31135.5	13896.7	342490	46277	1993	2016	domus	3
mm.domus.SE017	11	1284519	2380618	1659372.6	352815	18253099	1284519	1994	2015	domus	3
mm.domus.SE018	6	4e4	14e4	71095.2	38169.8	426571	90775	1993	2013	domus	2
mm.domus.SE019	13	0	2750	1484.2	669.1	19294	1451	1994	2016	domus	4
mm.domus.SE020	6	0	1e4	7e3	3521.4	42e3	1e4	1994	1999	domus	1
mm.domus.SE021	4	19717	44e3	25929.2	12047.9	103717	19717	1994	2015	domus	2
mm.domus.SE022	9	41200	113806	80631.6	31166.2	725684	111235	1993	2015	domus	2
mm.domus.SE023	5	0	18e3	10807.6	6904.1	54038	12e3	1994	1999	domus	1
mm.domus.SE024	7	22997	33349	29796.1	3652.4	208573	32218	1994	2008	domus	2
mm.domus.SE026	7	0	35500	13834.9	15239.4	96844	35e3	1993	2004	domus	2
mm.domus.SE027	11	17250	45e3	23694.4	10592.9	260638	45e3	1993	2015	domus	3
mm.domus.SE028	6	0	5333	3785.8	1948.5	22715	4541	1994	1999	domus	1
mm.domus.SE029	11	0	17e3	7672.7	7696.1	84400	1200	1994	2015	domus	2
mm.domus.SE030	4	3e4	129076	100500	47203.6	402e3	124536	1994	2015	domus	2
mm.domus.SE031	4	3500	16e3	6637.5	6241.7	26550	3500	1994	2016	domus	2
mm.domus.SE032	10	0	5200	2260.9	2193.7	22609	4300	1994	2016	domus	3
mm.domus.SE033	8	0	360891	212225.4	107901.2	1697803	218312	1993	2016	domus	3
mm.domus.SE034	6	0	23992	14636	7901.3	87816	15e3	1994	2009	domus	2
mm.domus.SE035	6	0	5e3	2333.3	2562.6	14e3	4500	1994	1999	domus	1
mm.domus.SE036	7	3500	34500	24110.9	10310.6	168776	32892	1993	2016	visitbritain	3
mm.domus.SE037	5	2250	6e3	4750	1457.7	23750	2250	1993	1997	domus	1
mm.domus.SE038	6	500	500	500	0	3e3	500	1993	1998	domus	1
mm.domus.SE039	11	14856	215541	130527.4	60132.6	1435801	159556	1993	2016	domus	3
mm.domus.SE040	4	8e3	15e3	11625	3902.5	46500	15e3	1992	1999	domus	1
mm.domus.SE041	12	9613	32e3	21090.8	5780.3	253090	26265	1993	2016	domus	3
mm.domus.SE042	8	0	30110	16395.2	13782.9	131162	25987	1993	2016	domus	2
mm.domus.SE043	3	4e4	52e3	44e3	6928.2	132e3	52e3	1994	1996	domus	1
mm.domus.SE044	4	7874	15e3	13189.5	3543.8	52758	15e3	1994	1998	domus	1
mm.domus.SE045	4	0	2e4	8837.8	8275.5	35351	2e4	1994	1998	domus	1
mm.domus.SE046	7	0	25e3	3571.4	9449.1	25e3	0	1993	2016	domus	2
mm.domus.SE047	9	7600	261874	90098.8	119493.9	810889	261874	1994	2016	domus	4
mm.domus.SE048	12	271700	1138878	566880.8	309431.4	6802570	872978	1993	2016	domus	4
mm.domus.SE049	9	13500	35e3	23249.1	8365	209242	33810	1994	2016	visitbritain	3
mm.domus.SE050	9	7888	11500	9998.7	1021.4	89988	10250	1993	2016	domus	3
mm.domus.SE051	6	6416	8509	7178	897	43068	6541	1994	2009	domus	2
mm.domus.SE052	8	200	21126	3913.2	6981.4	31306	1500	1993	2007	domus	2
mm.domus.SE053	7	0	24364	14543.4	10394.7	101804	0	1993	1999	domus	1
mm.domus.SE054	11	0	45e3	22525.6	16436.3	247782	43459	1993	2015	domus	3
mm.domus.SE056	5	3023	5e3	4101.6	925.6	20508	3023	1994	2006	domus	2
mm.domus.SE057	6	1e4	22e3	15721.7	3936.3	94330	15e3	1994	2009	domus	2
mm.domus.SE058	6	14700	19e3	16300	2101.4	97800	19e3	1994	1999	domus	1
mm.domus.SE059	4	0	5e3	2500	2886.8	1e4	0	1993	1998	domus	1
mm.domus.SE060	6	23728	14e4	43788	47140.6	262728	25500	1994	2014	domus	2
mm.domus.SE061	7	2200	5878	3090.6	1268.3	21634	2928	1994	2016	domus	2
