project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.domus.YH007	6	22392	42500	32659	7740.7	195954	22392	1994	2016	domus	2
mm.domus.YH008	11	172254	471921	342469.2	112750.5	3767161	434180	1994	2016	domus	3
mm.domus.YH009	11	15188	212070	77370.5	80523.1	851076	193968	1994	2016	domus	3
mm.domus.YH010	3	30306	38478	35754	4718.1	107262	38478	2013	2015	visitbritain	2
mm.domus.YH011	10	26721	47154	37807.2	8241.3	378072	32241	1994	2015	domus	3
mm.domus.YH012	8	20568	35241	26728.1	5332.3	213825	21228	1994	2015	domus	3
mm.domus.YH013	4	8835	23310	16975.8	7461.4	67903	8835	1994	1997	domus	1
mm.domus.YH014	6	24830	138883	95668.7	37703.2	574012	98763	1994	2013	domus	2
mm.domus.YH015	9	7221	16500	12152.9	3528.5	109376	7306	1994	2015	domus	3
mm.domus.YH016	7	0	59423	38834.7	21500.7	271843	0	1994	2015	domus	2
mm.domus.YH017	7	0	2e4	13886.1	6981.6	97203	0	1994	2015	domus	2
mm.domus.YH018	5	3947	5712	4856	729.9	24280	4352	1994	1999	domus	1
mm.domus.YH020	10	0	305751	181468.3	105825.3	1814683	215e3	1994	2015	domus	2
mm.domus.YH021	4	0	50108	30943	21558.8	123772	0	1994	2015	domus	2
mm.domus.YH022	6	7e3	12e3	8991.5	1693	53949	9099	1994	2008	domus	2
mm.domus.YH023	6	0	4e4	24109.2	15053	144655	0	1994	2015	domus	2
mm.domus.YH024	6	0	4e4	21002.2	13305.1	126013	0	1994	2015	domus	2
mm.domus.YH026	10	36624	2e5	90657.1	54806.5	906571	47530	1994	2015	domus	2
mm.domus.YH027	5	57410	67158	62104.4	3695.1	310522	62240	1994	1998	domus	1
mm.domus.YH029	11	330261	743455	500450	131996.6	5504950	330261	1994	2015	domus	2
mm.domus.YH030	12	0	37828	18300	14074.5	219600	26260	1994	2016	domus	3
mm.domus.YH031	6	25081	35e3	27846.8	3629.9	167081	25081	1994	2013	domus	2
mm.domus.YH032	7	954	2048	1666.6	385	11666	954	1994	2006	domus	2
mm.domus.YH033	6	6347	25706	18420.8	6560.2	110525	17748	1994	2016	domus	2
mm.domus.YH034	6	14780	19692	16720.5	1723.8	100323	14780	1994	1999	domus	1
mm.domus.YH035	6	37998	95430	83211.2	22321.8	499267	93733	1994	2010	domus	2
mm.domus.YH036	11	48313	173616	91611.5	44921.6	1007726	59961	1994	2015	domus	3
mm.domus.YH037	9	17398	40874	27210.7	7391.2	244896	23279	1994	2015	domus	3
mm.domus.YH038	11	14973	97424	72133.1	27339.3	793464	52830	1994	2015	domus	3
mm.domus.YH039	5	23343	34202	26867.2	4483.1	134336	23343	1994	1999	domus	1
mm.domus.YH040	5	24981	30885	27190.6	2433.1	135953	24981	1994	1999	domus	1
mm.domus.YH043	7	0	112e3	40593.1	41537.7	284152	22188	1994	2013	domus	2
mm.domus.YH044	7	9019	28e3	13078.1	6767.6	91547	9019	1994	2007	domus	2
mm.domus.YH045	6	18e3	43990	29968.5	10709.9	179811	22461	1994	2013	domus	2
mm.domus.YH046	6	5258	8327	6681	1409.7	40086	8327	1994	2009	domus	2
mm.domus.YH047	10	16509	27201	21949.2	3448	219492	24073	1994	2016	visitbritain	3
mm.domus.YH048	10	78827	255244	117843.5	52308.4	1178435	88997	1994	2015	domus	3
mm.domus.YH049	10	11647	241400	41825.5	70360.3	418255	12635	1994	2015	domus	3
mm.domus.YH050	7	0	1e4	8e3	3829.7	56e3	0	1994	2009	domus	2
mm.domus.YH051	6	7241	15355	10812.5	3516.7	64875	8223	1994	1999	domus	1
mm.domus.YH052	7	20907	65498	29683.9	16043.6	207787	25633	1994	2010	domus	2
mm.domus.YH053	7	0	77900	50336.1	26549.3	352353	42833	1994	2016	domus	2
mm.domus.YH054	6	59667	94915	74089.3	14750.3	444536	59667	1994	1999	domus	1
mm.domus.YH055	10	33587	106854	59368	29177	593680	101174	1994	2016	domus	4
mm.domus.YH056	7	16357	3e4	25096.3	4584.6	175674	16357	1994	2010	domus	2
mm.domus.YH057	11	797	3e3	1604.9	674.3	17654	1101	1994	2015	domus	3
mm.domus.YH058	7	0	2279	905.6	974.4	6339	2060	1994	2015	domus	2
mm.domus.YH059	5	25e3	11e4	76e3	44356.5	38e4	25e3	1994	1998	domus	1
mm.domus.YH060	12	79987	311e3	216166.8	63319.1	2594001	175139	1994	2016	domus	3
mm.domus.YH061	8	0	14e3	9859.1	4537.5	78873	10369	1994	2015	domus	3
mm.domus.YH063	6	0	1e4	3585	4365.5	21510	0	1994	2016	domus	2
mm.domus.YH064	6	32e3	43e3	37833.3	4119.1	227e3	32e3	1994	1999	domus	1
mm.domus.YH065	5	3569	12500	8320	3204.1	41600	7731	1994	2009	domus	2
mm.domus.YH066	4	86e3	14e4	100250	26512.6	401e3	86e3	1994	2016	domus	2
mm.domus.YH068	6	37921	77900	54082	15855.4	324492	42833	1994	1999	domus	1
mm.domus.YH069	4	352	1e3	838	324	3352	1e3	1994	2016	domus	2
mm.domus.YH070	5	0	3e3	1800	1095.4	9e3	0	1994	1999	domus	1
mm.domus.YH071	7	0	12500	9500	4509.2	66500	0	1994	2011	domus	2
mm.domus.YH072	6	0	5e5	354666.7	177965.9	2128e3	0	1994	1999	domus	1
mm.domus.YH073	8	2e3	8e4	39954.9	32927.7	319639	55486	1994	2015	domus	3
mm.domus.YH074	6	0	7e4	32822.3	29810.4	196934	19240	1994	2010	domus	2
mm.domus.YH075	4	0	4800	1700	2271.6	6800	2e3	1994	2016	domus	2
mm.domus.YH076	12	6800	9324	8055.2	831.3	96662	7500	1994	2015	domus	3
mm.domus.YH077	7	18342	29819	24312.4	4374.9	170187	18342	1994	2016	domus	3
mm.domus.YH079	8	19459	241320	59568.2	73761.2	476546	33145	1994	2016	domus	3
mm.domus.YH080	4	25e4	28e4	263950	16199.1	1055800	275800	1994	1999	domus	1
mm.domus.YH081	7	0	43826	34284.9	16454.6	239994	0	1994	2016	domus	2
mm.domus.YH082	8	0	17e3	8500	6047.4	68e3	12e3	1994	2015	domus	2
mm.domus.YH083	6	0	12e4	68666.7	41015.4	412e3	0	1994	1999	domus	1
mm.domus.YH084	5	21925	31129	25731.4	3677	128657	21925	1994	1998	domus	1
mm.domus.YH085	5	24461	31010	27531.4	2810.2	137657	24461	1994	1998	domus	1
mm.domus.YH086	5	21154	27795	23970.6	3194.2	119853	21537	1994	1998	domus	1
mm.domus.YH087	5	3385	5080	4051.6	696.8	20258	3385	1994	1999	domus	1
mm.domus.YH088	9	6e3	26486	11961	5810	107649	10192	1994	2016	domus	4
mm.domus.YH089	8	3150	17e3	8142.8	4177.8	65142	8500	1994	2016	domus	3
mm.domus.YH090	6	0	1093	833.5	413.5	5001	0	1994	1999	domus	1
mm.domus.YH091	6	16395	22395	19503.2	2279.7	117019	16395	1994	2015	domus	2
mm.domus.YH092	9	0	10908	5537.3	3904.3	49836	10908	1994	2015	domus	2
mm.domus.YH093	7	14140	27082	21412.3	4426.1	149886	14140	1994	2010	domus	2
mm.domus.YH094	10	0	487104	300925.5	124583.9	3009255	246973	1994	2015	domus	3
mm.domus.YH095	2	0	5e4	25e3	35355.3	5e4	0	1994	1995	domus	1
mm.domus.YH096	5	60788	280118	181978.8	82140.4	909894	60788	1994	2015	domus	3
mm.domus.YH097	10	57789	133060	90230.7	30591.1	902307	133060	1994	2015	domus	2
mm.domus.YH099	8	2e5	638907	358661.4	141612.1	2869291	638907	1994	2015	domus	3
mm.domus.YH101	1	69933	69933	69933	NA	69933	69933	2016	2016	mm	1
mm.domus.YH102	1	7e4	7e4	7e4	NA	7e4	7e4	2014	2014	ma(fam)	1
mm.domus.YH103	1	13e3	13e3	13e3	NA	13e3	13e3	2016	2016	ma(fam)	1
mm.domus.YH104	1	2733	2733	2733	NA	2733	2733	2014	2014	ma(fam)	1
mm.domus.YH105	6	1314	5013	2095.7	1448.8	12574	5013	2009	2015	visitbritain	2
mm.domus.YH106	1	6708	6708	6708	NA	6708	6708	2016	2016	mm	1
mm.domus.YH107	2	19949	20749	20349	565.7	40698	20749	2014	2016	ma(fam)	2
mm.domus.YH110	6	0	10427	7327	3818	43962	10029	1994	1999	domus	1
mm.domus.YH111	7	12e3	28178	16631.3	5446.2	116419	13568	1994	2016	domus	2
mm.domus.YH112	7	21736	34e3	26537.6	4565.5	185763	23637	1994	2016	domus	2
mm.domus.YH113	6	0	25609	12543	9960.4	75258	2962	1994	1999	domus	1
mm.domus.YH115	6	5848	8750	7203	1239.2	43218	6399	1994	1999	domus	1
mm.domus.YH116	7	0	4022	2278.3	1488.8	15948	1283	1994	2013	domus	2
mm.domus.YH117	11	9155	387840	128376.4	147875.6	1412140	185e3	1994	2016	domus	3
mm.domus.YH118	3	8449	10320	9686	1071.4	29058	10320	1994	1996	domus	1
mm.domus.YH119	7	0	65820	38768.1	20013.9	271377	0	1994	2015	domus	2
mm.domus.YH120	9	0	16335	7102.2	6077.4	63920	13008	1994	2015	domus	3
mm.domus.YH122	10	10562	38385	24513	8806.8	245130	38385	1994	2015	domus	3
mm.domus.YH123	11	0	50901	35843.6	13090	394280	40752	1994	2015	domus	3
mm.domus.YH124	6	1689	3e3	2581.5	545.4	15489	1689	1994	1999	domus	1
mm.domus.YH125	6	3015	4858	4222.7	670.4	25336	3015	1994	1999	domus	1
mm.domus.YH130	6	23333	31376	27107.5	2876.1	162645	25415	1994	2013	domus	2
mm.domus.YH131	6	22599	27601	25741.8	1793.7	154451	25591	1994	2013	domus	2
mm.domus.YH132	6	10471	14649	12564.2	1539.5	75385	11941	1994	2013	domus	2
mm.domus.YH133	15	4485	143397	64546.2	45050.6	968193	108511	1994	2016	visitbritain	3
mm.domus.YH134	12	43462	192541	121101.4	48355.9	1453217	71836	1994	2016	domus	3
mm.domus.YH135	12	24253	75215	42720	16742.7	512640	43722	1994	2015	domus	3
mm.domus.YH136	12	49326	134947	86239.3	25875.1	1034872	134947	1994	2015	domus	3
mm.domus.YH137	11	0	76792	39421.7	30182.5	433639	76271	1994	2015	domus	2
mm.domus.YH138	12	0	59757	18983.8	22287.7	227805	3556	1994	2016	domus	3
mm.domus.YH140	12	4059	51872	24224.9	17028.8	290699	4059	1994	2015	domus	3
mm.domus.YH141	3	0	1e4	3333.3	5773.5	1e4	0	1994	1997	domus	1
mm.domus.YH142	6	0	4275	2146.5	1850.9	12879	0	1994	1999	domus	1
mm.domus.YH143	2	0	6480	3240	4582.1	6480	0	1995	1997	domus	1
mm.domus.YH144	4	0	10200	6493.5	4536.4	25974	0	1995	1998	domus	1
mm.domus.YH145	10	404e3	931388	626480	188453.4	6264800	733618	1996	2015	visitbritain	3
mm.domus.YH146	9	109e3	667100	428073.4	158963.1	3852661	442314	1996	2015	visitbritain	3
mm.domus.YH147	3	0	11e3	4500	5766.3	13500	0	1994	1997	domus	1
mm.domus.YH148	4	0	3e4	22500	15e3	9e4	0	1996	2016	domus	2
mm.domus.YH149	9	0	429474	232392.1	110859.3	2091529	218535	1996	2015	visitbritain	3
mm.domus.YH151	3	0	23925	12497.7	11998.4	37493	13568	1998	2016	domus	2
mm.domus.YH152	7	0	9e3	1840.3	3209.1	12882	1085	1997	2015	visitbritain	2
mm.domus.YH153	6	50510	73809	67702	8647.2	406212	72246	2004	2015	visitbritain	2
mm.domus.YH154	1	6600	6600	6600	NA	6600	6600	2004	2004	ma(fam)	1
mm.domus.YH155	7	43548	73952	56733.4	11364.1	397134	53114	1999	2016	visitbritain	3
mm.domus.YH156	8	78214	141251	124101.6	19394.7	992813	141251	1999	2016	visitbritain	4
mm.domus.YH157	8	30478	137462	108696	32587.5	869568	137462	1999	2016	visitbritain	4
mm.domus.YH158	8	54184	69374	62727	4816.6	501816	69374	1999	2016	visitbritain	4
mm.domus.YH159	1	29857	29857	29857	NA	29857	29857	1999	1999	domus	1
mm.domus.YH160	2	25157	38170	31663.5	9201.6	63327	25157	1999	2016	domus	2
mm.domus.YH161	1	77488	77488	77488	NA	77488	77488	2008	2008	ma(fam)	1
mm.domus.YH168	1	45e3	45e3	45e3	NA	45e3	45e3	2016	2016	ma(fam)	1
mm.domus.YH169	1	8465	8465	8465	NA	8465	8465	2010	2010	ma(fam)	1
mm.domus.YH171	5	38067	42667	41049.6	1867	205248	41474	2011	2015	visitbritain	1
mm.fcm.032	5	70	146	111.4	31.5	557	103	2011	2015	visitbritain	1
mm.fcm.045	1	15e3	15e3	15e3	NA	15e3	15e3	2013	2013	ma(fam)	1
mm.fcm.064	1	240	240	240	NA	240	240	2006	2006	ma(fam)	1
mm.fcm.073	1	9e4	9e4	9e4	NA	9e4	9e4	2008	2008	ma(fam)	1
mm.fcm.083	1	7e4	7e4	7e4	NA	7e4	7e4	2014	2014	ma(fam)	1
mm.fcm.100	1	3845	3845	3845	NA	3845	3845	2002	2002	scottish_national_audit	1
mm.fcm.137	6	750	1100	950	118.3	5700	1e3	2011	2016	visitbritain	2
mm.fcm.239	4	939	1600	1251.8	283.9	5007	939	2012	2015	visitbritain	1
mm.fcm.242	1	3019	3019	3019	NA	3019	3019	2016	2016	mm	1
mm.hha.001	5	70941	149326	121084.4	35226.5	605422	70941	2011	2015	visitbritain	1
mm.hha.003	3	2016	2440	2248.7	215	6746	2290	2013	2015	visitbritain	1
mm.hha.011	1	11600	11600	11600	NA	11600	11600	2013	2013	ma(fam)	1
mm.hha.017	5	571567	763045	642212	72174	3211060	763045	2011	2015	visitbritain	1
mm.hha.018	4	12257	15646	13916.5	1388.8	55666	15646	2012	2015	visitbritain	1
mm.hha.028	3	5606	7144	6398.7	770.1	19196	7144	2013	2015	visitbritain	1
mm.hha.033	4	6235	9965	8074.2	1760.5	32297	6967	2012	2015	visitbritain	1
mm.hha.036	2	1583	1839	1711	181	3422	1583	2014	2015	visitbritain	1
mm.hha.039	5	593	956	718.8	142.9	3594	737	2011	2015	visitbritain	1
mm.hha.047	5	7752	13e3	10823	2027.2	54115	13e3	2011	2015	visitbritain	1
mm.hha.048	5	8127	10865	8812	1154.9	44060	8404	2011	2015	visitbritain	1
mm.hha.049	5	200	333	265.4	47.8	1327	200	2011	2015	visitbritain	1
mm.hha.053	5	3852	6071	4560.6	898.7	22803	6071	2011	2015	visitbritain	1
mm.hha.071	4	5189	10396	7777.8	2262.1	31111	8710	2012	2015	visitbritain	1
mm.hha.077	1	17500	17500	17500	NA	17500	17500	2005	2005	ma(fam)	1
mm.hha.083	4	15263	20101	18315.8	2109.8	73263	19098	2011	2015	visitbritain	1
mm.hha.087	5	1923	6389	4281.6	2171.1	21408	1965	2011	2015	visitbritain	1
mm.hha.092	4	20213	23258	21868	1318.2	87472	21497	2012	2015	visitbritain	1
mm.hha.105	1	72	72	72	NA	72	72	2015	2015	visitbritain	1
mm.hha.109	2	270	683	476.5	292	953	683	2012	2015	visitbritain	1
mm.hha.111	5	256	454	382.4	77.9	1912	417	2011	2015	visitbritain	1
mm.hha.115	2	17452	18140	17796	486.5	35592	18140	2014	2015	visitbritain	1
mm.hha.117	2	1346	1680	1513	236.2	3026	1346	2014	2015	visitbritain	1
mm.hha.118	5	27398	28947	28352.6	601.6	141763	28947	2011	2015	visitbritain	1
mm.hha.120	1	56e3	56e3	56e3	NA	56e3	56e3	2009	2009	ma(fam)	1
mm.hha.121	5	222371	249794	235263.4	11833.2	1176317	249794	2011	2015	visitbritain	1
mm.hha.122	5	1173	3179	2191	774.6	10955	3179	2011	2015	visitbritain	1
mm.hha.130	4	1662	2393	2038.8	301.5	8155	2393	2012	2015	visitbritain	1
mm.hha.133	5	390	665	495.8	102.1	2479	462	2011	2015	visitbritain	1
mm.hha.135	5	11618	14026	12866.6	877.2	64333	13188	2011	2015	visitbritain	1
mm.hha.141	5	12926	15900	13925.2	1255.8	69626	14421	2011	2015	visitbritain	1
mm.hha.145	3	6898	7285	7061	200.6	21183	6898	2013	2015	visitbritain	1
mm.hha.146	5	19132	28354	22259.8	3804.3	111299	28354	2011	2015	visitbritain	1
mm.hha.150	3	18e3	22840	21144.3	2725.9	63433	22593	2011	2015	visitbritain	1
mm.mald.020	1	10670	10670	10670	NA	10670	10670	2011	2011	ma(fam)	1
mm.mald.024	1	3e3	3e3	3e3	NA	3e3	3e3	2006	2006	ma(fam)	1
mm.mald.038	1	7e3	7e3	7e3	NA	7e3	7e3	2014	2014	ma(fam)	1
mm.mald.043	1	75373	75373	75373	NA	75373	75373	2016	2016	national_trust_annual_report_	1
mm.mald.055	1	7e4	7e4	7e4	NA	7e4	7e4	2008	2008	ma(fam)	1
mm.mald.069	1	6e4	6e4	6e4	NA	6e4	6e4	2016	2016	ma(fam)	1
mm.mald.072	1	5496	5496	5496	NA	5496	5496	2007	2007	ma(fam)	1
mm.mald.081	1	5472	5472	5472	NA	5472	5472	2014	2014	ma(fam)	1
mm.mald.086	1	8219	8219	8219	NA	8219	8219	2006	2006	ma(fam)	1
mm.mald.089	1	30519	30519	30519	NA	30519	30519	2008	2008	ma(fam)	1
mm.mald.095	1	6500	6500	6500	NA	6500	6500	2006	2006	ma(fam)	1
mm.mald.111	1	6225	6225	6225	NA	6225	6225	2016	2016	ma(fam)	1
mm.mald.124	2	116621	154158	135389.5	26542.7	270779	154158	2011	2016	ma(fam)	2
mm.mald.135	1	10855	10855	10855	NA	10855	10855	2010	2010	ma(fam)	1
mm.mgs.044	1	3546	3546	3546	NA	3546	3546	2002	2002	scottish_national_audit	1
mm.mgs.075	1	7800	7800	7800	NA	7800	7800	2002	2002	scottish_national_audit	1
mm.mgs.147	2	33503	48938	41220.5	10914.2	82441	33503	2002	2009	ma(fam)	2
mm.mgs.248	1	6114	6114	6114	NA	6114	6114	2011	2011	ma(fam)	1
mm.mgs.278	1	432	432	432	NA	432	432	2002	2002	scottish_national_audit	1
mm.mgs.279	1	8936	8936	8936	NA	8936	8936	2012	2012	ma(fam)	1
mm.mgs.281	2	396894	646567	521730.5	176545.5	1043461	396894	2002	2016	ma(fam)	2
mm.mgs.282	1	7391	7391	7391	NA	7391	7391	2002	2002	scottish_national_audit	1
mm.mgs.284	1	3500	3500	3500	NA	3500	3500	2002	2002	scottish_national_audit	1
mm.mgs.285	1	48685	48685	48685	NA	48685	48685	2002	2002	scottish_national_audit	1
mm.mgs.286	1	35e4	35e4	35e4	NA	35e4	35e4	2013	2013	ma(fam)	1
mm.mgs.288	1	47680	47680	47680	NA	47680	47680	2002	2002	scottish_national_audit	1
mm.mgs.289	2	2604	4129	3366.5	1078.3	6733	2604	2002	2013	ma(fam)	2
mm.mgs.290	1	427	427	427	NA	427	427	2002	2002	scottish_national_audit	1
mm.mgs.292	1	5375	5375	5375	NA	5375	5375	2002	2002	scottish_national_audit	1
mm.mgs.293	1	97	97	97	NA	97	97	2002	2002	scottish_national_audit	1
mm.mgs.294	2	322	342	332	14.1	664	322	2002	2008	ma(fam)	2
mm.mgs.295	1	2123	2123	2123	NA	2123	2123	2002	2002	scottish_national_audit	1
mm.mgs.296	1	3055	3055	3055	NA	3055	3055	2002	2002	scottish_national_audit	1
mm.mgs.298	1	6430	6430	6430	NA	6430	6430	2002	2002	scottish_national_audit	1
mm.mgs.299	1	4e4	4e4	4e4	NA	4e4	4e4	2002	2002	scottish_national_audit	1
mm.mgs.302	1	15957	15957	15957	NA	15957	15957	2002	2002	scottish_national_audit	1
mm.mgs.303	2	5856	8340	7098	1756.5	14196	8340	2002	2014	ma(fam)	2
mm.mgs.304	2	5693	14215	9954	6026	19908	5693	2002	2015	ma(fam)	2
mm.mgs.307	2	26414	3e4	28207	2535.7	56414	3e4	2002	2016	ma(fam)	2
mm.mgs.308	1	45e3	45e3	45e3	NA	45e3	45e3	2002	2002	scottish_national_audit	1
mm.mgs.310	2	600	4444	2522	2718.1	5044	600	2002	2012	ma(fam)	2
mm.mgs.311	2	1012	1350	1181	239	2362	1012	2002	2009	ma(fam)	2
mm.mgs.315	1	3e4	3e4	3e4	NA	3e4	3e4	2014	2014	ma(fam)	1
mm.mgs.325	1	9188	9188	9188	NA	9188	9188	2012	2012	ma(fam)	1
mm.mgs.329	1	10398	10398	10398	NA	10398	10398	2002	2002	scottish_national_audit	1
mm.mgs.334	1	700	700	700	NA	700	700	2002	2002	scottish_national_audit	1
mm.mgs.336	1	340	340	340	NA	340	340	2002	2002	scottish_national_audit	1
mm.mgs.343	2	8e3	9e3	8500	707.1	17e3	8e3	2002	2002	ma(fam)	2
mm.mgs.364	1	4013	4013	4013	NA	4013	4013	2007	2007	ma(fam)	1
mm.mgs.368	1	3e3	3e3	3e3	NA	3e3	3e3	2002	2002	scottish_national_audit	1
mm.mgs.370	1	1500	1500	1500	NA	1500	1500	2002	2002	scottish_national_audit	1
mm.mgs.374	1	4e3	4e3	4e3	NA	4e3	4e3	2015	2015	ma(fam)	1
mm.mgs.378	1	13e3	13e3	13e3	NA	13e3	13e3	2005	2005	ma(fam)	1
mm.mgs.383	1	3e3	3e3	3e3	NA	3e3	3e3	2002	2002	scottish_national_audit	1
mm.mgs.388	1	900	900	900	NA	900	900	2002	2002	scottish_national_audit	1
mm.mgs.392	1	1e4	1e4	1e4	NA	1e4	1e4	2005	2005	ma(fam)	1
mm.mgs.394	1	4667	4667	4667	NA	4667	4667	2002	2002	scottish_national_audit	1
mm.mgs.398	1	200	200	200	NA	200	200	2002	2002	scottish_national_audit	1
mm.mgs.408	1	45557	45557	45557	NA	45557	45557	2012	2012	ma(fam)	1
mm.mgs.411	1	37e3	37e3	37e3	NA	37e3	37e3	2012	2012	ma(fam)	1
mm.mgs.412	2	6e4	65969	62984.5	4220.7	125969	65969	2002	2008	ma(fam)	2
mm.mgs.415	2	12438	16178	14308	2644.6	28616	16178	2002	2006	ma(fam)	2
mm.mgs.418	2	2935	6e3	4467.5	2167.3	8935	2935	2002	2014	ma(fam)	2
mm.misc.022	5	2787	3020	2947.6	95.9	14738	3e3	2011	2015	visitbritain	1
mm.misc.057	1	1e3	1e3	1e3	NA	1e3	1e3	2015	2015	ma(fam)	1
mm.misc.126	1	94647	94647	94647	NA	94647	94647	2016	2016	national_trust_annual_report_	1
mm.misc.149	1	14316	14316	14316	NA	14316	14316	2002	2002	scottish_national_audit	1
mm.misc.164	1	8227	8227	8227	NA	8227	8227	2002	2002	scottish_national_audit	1
mm.misc.196	2	241452	297229	269340.5	39440.3	538681	297229	2011	2016	ma(fam)	2
mm.misc.219	1	35093	35093	35093	NA	35093	35093	2002	2002	scottish_national_audit	1
mm.misc.220	1	14420	14420	14420	NA	14420	14420	2002	2002	scottish_national_audit	1
mm.misc.221	1	15197	15197	15197	NA	15197	15197	2002	2002	scottish_national_audit	1
mm.misc.222	1	67051	67051	67051	NA	67051	67051	2002	2002	scottish_national_audit	1
mm.misc.223	1	27736	27736	27736	NA	27736	27736	2002	2002	scottish_national_audit	1
mm.Mus70Cal.027	1	31441	31441	31441	NA	31441	31441	2002	2002	scottish_national_audit	1
mm.musa.002	1	5e3	5e3	5e3	NA	5e3	5e3	2008	2008	ma(fam)	1
mm.musa.004	6	200	1700	1258.3	573.9	7550	1650	2011	2015	visitbritain	2
mm.musa.006	1	8e3	8e3	8e3	NA	8e3	8e3	2016	2016	ma(fam2)	1
mm.musa.008	1	5400	5400	5400	NA	5400	5400	2004	2004	ma(fam)_year_stated	1
mm.musa.010	6	32668	50064	40781.3	5883.8	244688	50064	2011	2016	visitbritain	2
mm.musa.016	1	1e4	1e4	1e4	NA	1e4	1e4	2007	2007	ma(fam)	1
mm.musa.036	6	3e3	4765	3423	679.8	20538	3364	2009	2015	visitbritain	2
mm.musa.037	1	35e4	35e4	35e4	NA	35e4	35e4	2015	2015	ma(fam)	1
mm.musa.041	5	55876	64810	58409.6	3703.2	292048	55876	2011	2015	visitbritain	1
mm.musa.043	1	800	800	800	NA	800	800	2010	2010	ma(fam)	1
mm.musa.048	5	29216	35745	32748.2	2812.4	163741	35745	2011	2015	visitbritain	1
mm.musa.053	6	58e3	65e3	60519.5	2602.1	363117	58e3	2010	2015	visitbritain	2
mm.musa.055	1	2e3	2e3	2e3	NA	2e3	2e3	2011	2011	ma(fam)	1
mm.musa.058	1	3e3	3e3	3e3	NA	3e3	3e3	2004	2004	ma(fam)	1
mm.musa.069	1	180	180	180	NA	180	180	2015	2015	ma(fam)	1
mm.musa.073	5	45401	51572	48715.8	2394.4	243579	47429	2011	2015	visitbritain	1
mm.musa.076	1	1882	1882	1882	NA	1882	1882	2006	2006	ma(fam)	1
mm.musa.083	1	3e3	3e3	3e3	NA	3e3	3e3	2009	2009	ma(fam)	1
mm.musa.084	3	600	650	616.7	28.9	1850	600	2013	2015	visitbritain	1
mm.musa.090	6	898	1141	1020	87.5	6120	943	2009	2015	visitbritain	2
mm.musa.096	1	3621	3621	3621	NA	3621	3621	2005	2005	ma(fam)	1
mm.musa.099	1	4870	4870	4870	NA	4870	4870	2010	2010	ma(fam)	1
mm.musa.100	1	101161	101161	101161	NA	101161	101161	2013	2013	ma(fam)	1
mm.musa.102	1	3191	3191	3191	NA	3191	3191	2005	2005	ma(fam)	1
mm.musa.109	6	32453	40549	36576.5	2807.4	219459	38740	2011	2015	visitbritain	2
mm.musa.121	1	14e3	14e3	14e3	NA	14e3	14e3	2013	2013	ma(fam)	1
mm.musa.132	6	14367	18990	16017.8	1740.8	96107	15105	2007	2015	visitbritain	2
mm.musa.135	5	560	658	600.8	39	3004	618	2011	2015	visitbritain	1
mm.musa.145	4	84e3	9e4	86875	2839.5	347500	88500	2013	2015	visitbritain	2
mm.musa.151	1	1e4	1e4	1e4	NA	1e4	1e4	2009	2009	ma(fam)	1
mm.musa.154	1	2242	2242	2242	NA	2242	2242	2015	2015	ma(fam)	1
mm.musa.158	1	22571	22571	22571	NA	22571	22571	2005	2005	ma(fam)	1
mm.musa.178	1	596	596	596	NA	596	596	2005	2005	ma(fam)	1
mm.musa.180	1	4e3	4e3	4e3	NA	4e3	4e3	2014	2014	ma(fam)	1
mm.musa.184	1	7185	7185	7185	NA	7185	7185	2014	2014	ma(fam)	1
mm.musa.186	1	800	800	800	NA	800	800	2011	2011	ma(fam)	1
mm.musa.188	6	1556	3039	2171.5	625.7	13029	2825	2011	2015	visitbritain	1
mm.musa.191	1	56e3	56e3	56e3	NA	56e3	56e3	2013	2013	ma(fam)	1
mm.musa.197	1	22e3	22e3	22e3	NA	22e3	22e3	2011	2011	ma(fam)	1
mm.musa.209	1	45903	45903	45903	NA	45903	45903	2012	2012	ma(fam)	1
mm.musa.210	6	1548	1884	1693	127.6	10158	1759	2011	2015	visitbritain	2
mm.musa.212	1	550	550	550	NA	550	550	2013	2013	ma(fam)	1
mm.musa.222	1	3142	3142	3142	NA	3142	3142	2013	2013	ma(fam)	1
mm.musa.225	1	100	100	100	NA	100	100	2012	2012	ma(fam)	1
mm.musa.229	4	118e3	15e4	128e3	14877.3	512e3	12e4	2009	2015	visitbritain	2
mm.musa.230	1	1500	1500	1500	NA	1500	1500	2016	2016	ma(fam)	1
mm.musa.235	6	700	2500	1547	659.3	9282	2500	2008	2015	visitbritain	2
mm.musa.246	2	3500	3800	3650	212.1	7300	3500	2015	2016	ma(fam)	1
mm.musa.247	1	6e3	6e3	6e3	NA	6e3	6e3	2013	2013	ma(fam)	1
mm.musa.252	1	313634	313634	313634	NA	313634	313634	2016	2016	ma(fam)	1
mm.musa.254	6	51500	60484	54200.2	3275.1	325201	53660	2011	2016	visitbritain	2
mm.musa.255	2	11696	12132	11914	308.3	23828	12132	2002	2009	ma(fam)	2
mm.musa.257	1	321	321	321	NA	321	321	2009	2009	ma(fam)	1
mm.musa.258	2	1e5	4e5	25e4	212132	5e5	4e5	2002	2013	ma(fam)	2
