project_id	LSOA_GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
mm.aim.0109	E01020236	9	9	10	8	8	10	7	3	england
mm.domus.NE011	E01020852	4	4	3	4	2	8	9	8	england
mm.ace.1139	E01008877	7	6	6	7	3	8	9	8	england
mm.mgs.354	S01012378	6	8	7	7	9	9	6	1	scotland
mm.hha.063	E01031904	9	9	9	9	10	10	5	2	england
mm.aim.0110	E01021708	8	8	7	7	6	7	10	8	england
mm.MDN.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.YH036	E01010825	3	4	4	3	4	1	3	7	england
mm.domus.SW014	E01032050	8	8	7	10	9	6	3	9	england
mm.aim.0112	E01033690	3	6	6	3	3	1	1	3	england
mm.ace.1235	E01017289	4	3	3	2	6	7	4	8	england
mm.misc.172	E01020225	3	4	3	4	4	2	1	8	england
mm.wiki.457	S01006793	10	9	10	7	10	9	8	3	scotland
mm.domus.SE200	E01033459	5	5	7	4	7	4	2	6	england
mm.domus.NW019	E01005929	10	10	10	10	9	8	8	7	england
mm.wiki.378	E01011712	9	8	9	8	7	7	5	6	england
mm.domus.WM086	E01029578	4	5	3	6	2	5	5	8	england
mm.domus.SC026	S01007010	10	8	10	8	7	8	9	9	scotland
mm.domus.NW001	E01019356	5	9	9	8	8	8	1	1	england
mm.musa.055	E01024406	6	6	7	6	6	8	4	2	england
mm.domus.SW152	E01020093	5	5	6	5	5	6	2	8	england
mm.aim.0117	E01023012	7	10	10	9	9	7	1	2	england
mm.domus.SC023	S01007235	4	4	4	5	5	1	4	10	scotland
mm.domus.WA018	W01000492	7	7	7	8	8	1	2	8	wales
mm.wiki.108	E01021087	6	7	6	9	7	10	4	1	england
mm.wiki.219	E01024628	6	7	7	7	8	6	3	2	england
mm.domus.SE023	E01000644	3	3	4	6	6	3	2	2	england
mm.domus.SE199	E01033064	6	5	5	7	8	7	5	8	england
mm.musa.058	E01024548	3	3	3	3	5	2	1	2	england
mm.fcm.030	S01012397	6	8	6	6	7	7	6	1	scotland
mm.domus.SE563	E01026873	5	7	6	5	8	9	3	1	england
mm.domus.WM095	E01028833	8	8	7	9	6	7	4	10	england
mm.mgs.389	S01010053	1	1	2	1	1	2	1	8	scotland
mm.wiki.098	E01012948	1	1	1	1	1	1	1	5	england
mm.domus.SW151	E01020503	5	5	4	4	5	5	3	8	england
mm.wiki.211	E01017291	7	7	5	8	5	10	2	9	england
mm.mgs.391	S01010674	5	6	6	6	6	7	3	1	scotland
mm.domus.SE201	E01021982	5	5	5	4	6	6	3	10	england
mm.domus.SE581	E01016952	3	7	8	5	4	1	1	2	england
mm.domus.SE211	E01016969	2	3	3	7	1	1	1	3	england
mm.ace.1213	E01033329	4	7	7	3	5	5	1	2	england
mm.domus.WM002	E01029807	4	4	3	4	4	4	3	4	england
mm.domus.SW007	E01014542	4	9	10	4	3	2	1	2	england
mm.domus.SW143	E01014542	4	9	10	4	3	2	1	2	england
mm.wiki.077	E01020175	6	7	8	8	9	9	1	2	england
mm.aim82NM.022	E01002520	5	4	5	5	5	8	6	4	england
mm.domus.NW188	E01025431	5	5	5	5	5	5	1	10	england
mm.domus.SE008	E01004714	6	8	10	10	10	4	1	3	england
mm.domus.SC042	S01009726	10	10	10	8	10	4	1	7	scotland
mm.domus.EM024	E01028336	5	7	7	6	5	9	4	1	england
mm.fcm.032	E01025219	1	1	1	1	1	2	1	9	england
mm.aim.0135	E01006994	3	3	2	5	2	5	1	10	england
mm.misc.161	E01026759	4	4	3	2	5	10	7	7	england
mm.domus.WM120	E01031205	8	9	10	9	8	9	2	5	england
mm.domus.SE073	E01000855	5	8	9	10	9	3	1	3	england
mm.ace.1129	E01004736	5	10	10	7	10	3	1	2	england
mm.ace.1098	E01023606	6	5	5	5	6	9	5	8	england
mm.aim.0140	E01003064	7	6	8	9	7	5	2	6	england
mm.aim.0141	E01030152	8	8	8	5	9	9	5	3	england
mm.wiki.078	E01015188	5	4	4	4	4	7	7	7	england
mm.domus.SW006	E01015186	2	2	1	2	2	5	1	8	england
mm.wiki.434	W01000626	3	3	2	6	3	1	8	9	wales
mm.aim82M.062	E01023199	6	7	6	5	8	6	5	2	england
mm.wiki.402	E01032353	6	4	5	3	7	8	8	8	england
mm.hha.119	E01027797	6	8	9	8	10	10	2	1	england
mm.ace.1085	E01014001	5	7	8	8	9	10	1	1	england
mm.domus.SC043	S01011174	5	5	6	8	5	6	2	2	scotland
mm.misc.150	S01011170	6	6	6	8	9	10	7	1	scotland
mm.domus.YH153	E01007587	4	4	4	5	4	7	4	2	england
mm.domus.WM119	E01032157	4	3	3	7	3	4	7	6	england
mm.wiki.417	95FF11W1	6	3	8	8	9	10	5	1	northern_ireland
mm.domus.YH101	E01010856	4	5	4	6	2	4	1	10	england
mm.domus.SE205	E01030347	8	6	8	8	10	9	9	2	england
mm.wiki.238	E01012751	1	1	1	1	1	1	1	7	england
mm.wiki.476	S01010769	7	7	8	7	8	9	10	1	scotland
mm.domus.WM130	E01028841	4	5	5	4	5	3	2	3	england
mm.ace.1110	E01019319	6	8	7	3	10	10	1	5	england
mm.hha.018	E01028503	7	9	10	7	9	10	3	1	england
mm.domus.SC048	S01007526	5	4	4	5	4	4	6	10	scotland
mm.domus.SC234	S01007762	7	6	7	6	5	4	3	9	scotland
mm.domus.SC008	S01012576	9	9	7	10	8	5	8	10	scotland
mm.hha.143	E01025320	5	10	8	8	8	8	1	1	england
mm.mgs.308	S01013479	3	3	3	3	3	2	4	8	scotland
mm.ace.042	E01002095	1	1	2	3	3	1	3	2	england
mm.domus.SE601	E01004030	3	3	3	6	5	1	2	3	england
mm.wiki.243	E01025810	8	10	10	8	10	10	5	1	england
mm.domus.SW229	E01029157	6	5	5	5	7	9	6	5	england
mm.aim.0147	W01001448	3	4	2	4	5	1	5	8	wales
mm.domus.SC051	S01009621	1	2	1	2	1	1	5	6	scotland
mm.wiki.484	S01011079	7	7	6	6	8	2	7	9	scotland
mm.wiki.153	E01004736	5	10	10	7	10	3	1	2	england
mm.domus.SE464	E01017645	7	6	9	6	6	4	4	5	england
mm.domus.SE202	E01017703	10	9	10	9	10	10	3	7	england
mm.domus.SW234	E01020315	6	6	7	9	5	10	3	3	england
mm.mald.020	W01000259	4	4	6	6	4	2	6	3	wales
mm.domus.SE204	E01032961	4	5	6	3	8	1	3	4	england
mm.domus.SE440	E01030230	4	4	4	5	4	6	2	9	england
mm.wiki.500	E01023466	8	6	7	5	9	9	8	10	england
mm.wiki.376	E01031709	6	6	5	6	5	4	6	8	england
mm.domus.SE027	E01000895	7	5	7	8	6	7	2	8	england
mm.domus.SE224	E01015590	8	7	9	10	7	10	7	2	england
mm.domus.SE249	E01021880	5	4	4	4	7	5	4	10	england
mm.mgs.285	S01012458	10	10	10	10	10	7	9	5	scotland
mm.mgs.310	S01007895	6	6	6	6	5	4	6	9	scotland
mm.domus.SC052	S01009460	1	1	1	1	2	2	4	4	scotland
mm.domus.SC074	S01009937	5	5	7	4	4	1	1	7	scotland
mm.aim.0155	E01022773	10	10	10	10	10	9	6	3	england
mm.domus.SE296	E01022658	9	9	9	6	10	5	6	9	england
mm.fcm.242	E01026874	4	5	4	5	7	6	2	1	england
mm.hha.120	E01012992	3	4	4	4	6	8	1	1	england
mm.domus.SW019	E01020282	3	3	2	2	3	3	3	5	england
mm.domus.YH046	E01013030	5	6	6	5	7	10	6	1	england
mm.domus.SE228	E01018014	10	10	9	9	10	10	9	8	england
mm.domus.NW020	E01005027	2	3	3	5	3	2	1	6	england
mm.wiki.187	E01005027	2	3	3	5	3	2	1	6	england
mm.domus.SE525	E01028715	8	8	9	10	10	10	5	1	england
mm.domus.SE227	E01023563	10	9	9	9	10	7	6	9	england
mm.ace.1186	E01014035	5	4	4	4	6	8	3	5	england
mm.domus.SC049	S01007346	1	1	1	3	2	1	2	10	scotland
mm.wiki.192	E01022589	8	7	7	8	9	8	6	3	england
mm.domus.EM106	E01019717	4	4	4	4	3	4	2	8	england
mm.wiki.503	E01015239	2	2	2	5	1	5	2	8	england
mm.ace.1226	E01027775	5	9	9	4	10	10	1	1	england
mm.hha.034	E01032628	7	9	9	9	10	8	2	1	england
mm.aim.0159	W01000199	4	5	4	5	7	4	3	2	wales
mm.hha.029	E01019039	5	7	6	8	7	9	1	2	england
mm.wiki.441	W01000073	8	8	8	8	7	9	6	2	wales
mm.wiki.283	E01026593	6	7	5	5	6	9	7	2	england
mm.aim.0160	E01026367	5	5	5	7	4	6	3	2	england
mm.mgs.006	S01010790	6	6	6	6	6	9	9	1	scotland
mm.aim.0161	S01010799	5	5	4	5	5	1	6	10	scotland
mm.musa.067	E01017290	4	7	6	6	8	9	1	1	england
mm.domus.YH113	E01010994	1	1	1	5	1	1	1	8	england
mm.domus.WA002	W01001543	10	10	10	9	10	8	10	8	wales
mm.domus.EM094	E01019843	7	8	9	9	6	10	3	1	england
mm.domus.SC083	S01009181	5	5	6	4	7	3	6	3	scotland
mm.domus.SW185	E01018750	6	6	5	5	4	7	5	6	england
mm.wiki.396	E01031901	5	4	4	4	5	6	8	4	england
mm.musa.069	E01028151	9	9	8	9	6	8	8	10	england
mm.domus.WM121	E01028906	2	2	2	3	3	2	1	8	england
mm.domus.SE225	E01017945	5	6	6	5	5	6	3	1	england
mm.aim.0165	E01000918	3	3	4	8	5	4	1	4	england
mm.domus.SC062	S01007336	2	2	2	2	2	1	2	10	scotland
mm.ace.1117	E01027297	8	9	9	8	10	9	2	2	england
mm.mgs.374	S01013441	10	10	9	10	9	8	9	5	scotland
mm.misc.151	S01010504	6	8	8	9	9	10	3	1	scotland
mm.domus.YH043	E01007418	8	8	7	9	5	10	7	4	england
mm.mald.024	W01000051	7	5	6	6	7	3	6	10	wales
mm.domus.EM095	E01027028	8	8	8	7	9	9	5	3	england
mm.domus.SE251	E01024124	6	10	10	7	8	1	2	4	england
mm.domus.SE121	E01032807	6	9	9	10	7	1	2	6	england
mm.wiki.122	E01021486	2	2	3	1	4	3	7	7	england
mm.hha.132	E01018597	7	9	9	9	10	8	2	1	england
mm.aim.0167	E01027840	3	4	3	4	4	7	1	4	england
mm.domus.NE013	E01012064	7	8	8	9	6	3	9	3	england
mm.domus.YH047	E01027865	3	4	4	3	5	3	1	7	england
mm.domus.YH104	E01027599	4	3	3	3	5	6	10	9	england
mm.domus.WA026	W01001939	5	10	10	2	8	1	1	7	wales
mm.mald.026	W01001941	5	10	10	2	9	1	1	8	wales
mm.mald.028	W01000557	8	9	8	9	8	9	5	1	wales
mm.domus.SE229	E01017294	7	7	7	6	7	8	2	9	england
mm.musa.072	95OO09W1	4	4	6	5	6	6	3	1	northern_ireland
mm.musa.073	E01019204	3	5	4	2	1	4	1	8	england
mm.musa.074	E01019204	3	5	4	2	1	4	1	8	england
mm.domus.SE520	E01002844	6	8	9	10	10	4	1	3	england
mm.mald.030	W01000641	3	4	3	3	6	1	1	5	wales
mm.domus.WA022	W01000624	8	9	10	9	7	10	8	1	wales
mm.wiki.239	E01025096	7	8	8	6	5	8	3	8	england
mm.aim.0173	E01032974	8	7	10	9	9	6	3	3	england
mm.nimc.043	95HH09W1	3	5	2	2	3	2	8	8	northern_ireland
mm.musa.075	E01004102	7	8	6	9	7	3	6	8	england
mm.ace.1134	E01000918	3	3	4	8	5	4	1	4	england
mm.domus.YH035	E01010679	1	1	1	1	1	1	1	3	england
mm.hha.084	E01029801	6	9	9	5	8	10	1	1	england
mm.aim.0174	E01010122	7	8	6	6	8	2	8	5	england
mm.musa.076	E01029167	5	4	5	3	5	10	4	6	england
mm.domus.SE437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.ace.1106	E01025925	6	6	6	4	7	9	4	3	england
mm.domus.SC064	S01007536	6	5	5	6	5	5	8	9	scotland
mm.domus.SW235	E01020319	5	7	7	9	8	9	1	1	england
mm.hha.121	E01027778	6	8	9	8	10	10	1	1	england
mm.wiki.477	S01010698	4	5	7	5	8	7	5	1	scotland
mm.aim82NM.032	S01012016	7	9	8	8	8	6	7	1	scotland
mm.domus.SC066	S01007488	4	3	3	5	4	2	7	10	scotland
mm.fcm.041	E01021491	5	4	5	2	5	7	9	7	england
mm.domus.NW157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.NI028	95NN22W1	6	7	7	7	7	6	3	1	northern_ireland
mm.domus.YH120	E01011760	2	4	3	2	2	1	1	9	england
mm.wiki.479	S01010793	6	8	7	5	6	10	9	1	scotland
mm.domus.EM111	E01019736	7	10	10	9	9	6	1	3	england
mm.MDN.036	E01020569	1	1	1	1	1	2	4	1	england
mm.domus.NW095	E01012441	1	1	1	2	1	1	1	7	england
mm.hha.085	E01019871	6	6	6	6	5	9	6	4	england
mm.aim.0179	E01019401	3	3	2	2	3	4	4	9	england
mm.aim.1338	E01029061	6	8	8	6	8	9	5	1	england
mm.hha.165	S01010552	7	7	10	8	9	9	6	1	scotland
mm.domus.YH057	E01007418	8	8	7	9	5	10	7	4	england
mm.mald.090	W01001858	8	7	8	9	6	2	4	10	wales
mm.domus.WA028	W01000918	6	6	5	6	5	8	10	4	wales
mm.mgs.406	S01010054	1	1	1	1	1	1	2	6	scotland
mm.domus.SE602	E01000953	1	1	2	4	2	1	1	2	england
mm.aim.0181	E01017997	5	6	7	3	6	5	2	7	england
mm.ace.1262	E01026272	6	6	6	4	6	4	4	9	england
mm.hha.035	E01020115	5	7	6	4	5	8	2	2	england
mm.domus.SE577	E01028730	9	10	10	10	10	10	5	2	england
mm.fcm.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.mald.033	W01000574	6	8	8	9	9	8	8	1	wales
mm.domus.SW020	E01029171	4	4	3	3	4	4	5	3	england
mm.musa.081	E01028779	10	9	9	7	10	7	9	10	england
mm.ace.1092	E01031218	8	9	10	10	9	9	5	1	england
mm.domus.SE137	E01026478	2	2	3	1	2	4	7	2	england
mm.domus.SE230	E01017038	1	1	1	1	1	1	3	2	england
mm.domus.SE016	E01000920	5	4	6	9	7	7	1	6	england
mm.domus.SE232	E01021142	7	8	8	9	8	10	6	1	england
mm.wiki.027	E01019017	9	9	9	9	9	8	5	2	england
mm.aim.0188	E01001589	3	3	3	5	3	3	3	4	england
mm.aim.0796	E01001595	4	3	3	6	4	2	5	2	england
mm.domus.EM104	E01025720	6	9	10	8	8	2	2	3	england
mm.aim.1353	E01024603	8	8	8	9	6	3	6	6	england
mm.domus.SE233	E01000002	9	10	10	10	10	10	2	3	england
mm.domus.SE531	E01024484	9	10	10	10	10	6	4	2	england
mm.ace.1229	E01029497	6	5	5	4	6	3	8	9	england
mm.domus.SE526	E01028796	8	9	9	8	10	10	2	1	england
mm.domus.SC258	S01012701	9	8	8	10	9	5	9	3	scotland
mm.domus.SE312	E01032798	6	5	6	7	5	5	5	4	england
mm.wiki.065	E01019606	10	9	10	10	10	10	4	8	england
mm.domus.SE253	E01018110	6	6	7	4	7	5	7	4	england
mm.hha.053	E01022206	7	9	10	10	10	8	3	1	england
mm.wiki.195	E01022591	8	10	10	10	10	9	5	1	england
mm.wiki.326	E01029128	10	10	10	10	10	9	7	5	england
mm.domus.WM107	E01029793	9	8	7	7	6	9	8	8	england
mm.aim.0191	E01031253	7	6	5	7	5	8	8	9	england
mm.domus.SW242	E01022186	6	8	9	9	10	5	2	1	england
mm.domus.SE234	E01021578	8	7	8	9	8	5	4	6	england
mm.domus.SW021	E01022127	6	8	8	7	6	3	2	7	england
mm.hha.005	E01017750	8	9	10	9	10	7	5	1	england
mm.domus.WA003	W01001587	6	6	5	9	6	1	2	9	wales
mm.domus.NE077	E01027508	9	8	9	8	5	10	7	10	england
mm.domus.SE235	E01030659	8	8	8	8	9	6	6	5	england
mm.ace.1287	E01017792	7	5	6	6	9	4	5	9	england
mm.domus.NW026	E01018326	3	4	3	7	3	1	2	7	england
mm.domus.EM033	E01033387	3	6	6	6	2	1	1	4	england
mm.domus.NE017	E01027495	7	7	8	8	8	10	1	3	england
mm.domus.NW034	E01033658	4	10	9	6	3	3	1	2	england
mm.musa.083	E01031490	7	7	6	8	6	6	3	7	england
mm.domus.SE420	E01024455	6	9	10	10	10	4	1	1	england
mm.hha.150	E01027375	4	7	7	7	9	10	1	1	england
mm.hha.109	E01029617	9	9	9	7	10	7	5	6	england
mm.domus.SE237	E01017757	10	10	10	9	10	5	10	8	england
mm.ace.516	E01031912	3	3	2	5	3	4	3	4	england
mm.musa.084	E01028780	10	8	9	7	8	8	10	10	england
mm.domus.WA092	W01000361	5	5	6	5	7	4	4	5	wales
mm.wiki.397	E01015588	8	7	7	7	7	6	10	7	england
mm.domus.SE473	E01002577	7	7	7	10	9	2	4	4	england
mm.wiki.356	E01030764	10	10	10	10	10	5	9	4	england
mm.domus.SE390	E01028522	3	5	5	5	1	1	1	4	england
mm.aim.0200	E01031679	8	10	10	8	10	9	7	1	england
mm.domus.SE305	E01030010	3	3	4	4	3	1	1	7	england
mm.wiki.310	E01028776	7	6	6	7	9	9	5	2	england
mm.ace.1172	E01004731	6	7	10	5	9	9	1	3	england
mm.domus.WM045	E01029792	8	9	9	8	7	8	5	2	england
mm.fcm.051	E01013928	6	8	9	5	2	7	2	4	england
mm.domus.SC076	S01008677	4	6	5	4	6	1	1	8	scotland
mm.wiki.155	E01000002	9	10	10	10	10	10	2	3	england
mm.domus.SE153	E01026549	6	5	5	5	8	9	7	2	england
mm.mgs.361	S01010530	7	8	8	7	9	9	7	1	scotland
mm.domus.SC077	S01011981	6	8	7	5	9	7	5	1	scotland
mm.domus.SC075	S01010772	3	5	3	2	5	8	7	1	scotland
mm.aim.0204	S01007329	5	6	7	6	8	7	5	1	scotland
mm.aim82NM.057	S01010725	8	9	9	9	9	9	7	1	scotland
mm.domus.SC078	S01010531	7	6	7	5	6	10	5	4	scotland
mm.domus.SE553	E01030440	8	9	10	8	10	9	7	1	england
mm.domus.SE175	E01030101	8	7	7	7	8	8	6	7	england
mm.ace.1234	E01017307	5	5	3	3	6	9	7	8	england
mm.domus.SE516	E01017714	9	10	10	10	10	5	7	2	england
mm.ace.1288	E01029455	9	9	9	7	7	8	6	6	england
mm.wiki.188	E01005092	1	1	1	1	1	3	2	4	england
mm.aim.0207	E01022264	6	6	6	4	7	9	6	3	england
mm.ace.1099	E01014752	9	8	8	8	9	9	7	7	england
mm.domus.NE049	E01012096	1	1	1	1	2	7	5	10	england
mm.domus.YH038	E01010729	5	5	5	5	3	7	7	3	england
mm.wiki.345	E01029961	5	5	6	3	5	5	2	9	england
mm.domus.YH055	E01007714	1	1	1	1	1	1	1	7	england
mm.fcm.056	E01003929	4	6	7	7	5	3	1	3	england
mm.ace.1149	E01001641	5	6	7	10	8	2	1	6	england
mm.domus.NW042	E01025338	6	7	6	7	7	5	1	10	england
mm.domus.SW208	E01020490	6	8	9	6	9	8	2	1	england
mm.misc.131	W01000476	8	8	9	9	9	9	4	2	wales
mm.misc.004	E01001744	2	2	3	8	3	1	2	2	england
mm.musa.090	E01029003	4	7	8	6	10	9	1	1	england
mm.domus.SC079	S01013128	2	2	2	3	2	1	1	4	scotland
mm.domus.WM125	E01014149	5	5	4	7	4	5	6	3	england
mm.domus.WM124	E01014148	7	7	8	9	6	4	3	5	england
mm.misc.079	S01008275	8	7	6	10	8	9	8	6	scotland
mm.aim.0211	E01020121	6	7	8	6	7	7	2	4	england
mm.domus.SC294	S01008587	9	7	10	10	7	2	9	7	scotland
mm.domus.SE183	E01028811	5	3	4	3	5	6	10	6	england
mm.aim.0213	E01021378	7	5	6	5	8	9	8	6	england
mm.fcm.059	S01010685	4	6	6	5	5	7	3	1	scotland
mm.domus.SE071	E01021649	3	3	3	4	3	1	2	6	england
mm.domus.SW097	E01020063	6	5	5	6	7	10	5	6	england
mm.domus.SC036	S01012326	3	3	3	4	2	4	4	10	scotland
mm.wiki.142	E01022241	4	3	2	5	5	5	7	9	england
mm.domus.WM022	E01028938	7	6	7	8	6	5	3	10	england
mm.domus.NI038	95JJ21W1	5	5	5	3	4	5	9	6	northern_ireland
mm.domus.SW209	E01029124	8	7	8	6	9	10	4	9	england
mm.domus.SW236	E01020153	5	7	6	7	7	8	1	3	england
mm.aim.0215	E01026822	2	2	1	5	1	4	2	5	england
mm.domus.YH050	E01011146	9	8	8	8	8	8	4	10	england
mm.aim.0217	E01021388	5	5	5	3	7	5	5	5	england
mm.aim.0218	E01021398	6	9	9	9	10	10	1	1	england
mm.aim.0219	E01024024	8	7	8	6	10	9	9	4	england
mm.wiki.079	E01019899	7	6	5	5	7	9	7	6	england
mm.domus.SC143	S01011793	7	7	7	8	5	3	7	7	scotland
mm.domus.SW026	E01020099	5	6	5	4	6	8	2	5	england
mm.aim.0222	E01028804	10	10	10	9	10	10	7	7	england
mm.ace.1178	E01021890	5	4	4	3	7	5	2	9	england
mm.fcm.062	S01010529	8	8	9	6	9	10	7	2	scotland
mm.mgs.287	S01012292	10	8	9	9	7	9	10	8	scotland
mm.misc.173	E01020170	8	7	6	8	8	9	6	8	england
mm.domus.WM123	E01031205	8	9	10	9	8	9	2	5	england
mm.aim.0228	S01009032	6	5	7	8	7	10	8	2	scotland
mm.domus.NW033	E01018402	4	5	4	3	4	3	2	9	england
mm.ace.1291	E01018880	4	5	5	8	6	10	1	1	england
mm.wiki.438	W01000130	8	7	7	8	9	2	6	9	wales
mm.mald.037	W01000121	7	8	9	7	9	4	5	1	wales
mm.domus.YH044	E01007336	2	3	3	2	3	2	1	9	england
mm.domus.NE068	E01027481	9	8	7	8	7	10	6	7	england
mm.aim.0231	E01026957	2	3	2	2	1	4	5	7	england
mm.hha.162	S01012633	5	5	5	7	6	4	8	1	scotland
mm.domus.SW179	E01020466	6	7	8	5	9	6	2	5	england
mm.domus.SW029	E01022194	6	5	6	9	7	4	2	9	england
mm.fcm.064	S01012255	8	6	7	8	6	4	6	10	scotland
mm.aim82NM.038	E01018831	5	5	5	6	5	10	1	6	england
mm.wiki.028	E01018898	1	1	1	1	1	2	5	4	england
mm.wiki.029	E01018968	4	6	6	4	8	9	1	1	england
mm.misc.047	E01019050	5	7	7	7	7	8	2	1	england
mm.hha.188	W01001554	9	9	8	10	9	2	2	9	wales
mm.domus.SW028	E01018840	4	5	5	6	3	3	2	6	england
mm.domus.SW104	E01018935	5	5	5	5	6	3	6	4	england
mm.domus.SC081	S01011810	7	8	8	8	7	10	6	1	scotland
mm.mald.038	W01000060	5	8	7	8	8	9	1	1	wales
mm.hha.064	E01031952	5	4	4	3	5	9	5	7	england
mm.aim.0304	W01000193	5	5	5	5	6	6	6	2	wales
mm.musa.092	E01018756	5	5	5	7	7	10	1	2	england
mm.domus.SW199	E01018756	5	5	5	7	7	10	1	2	england
mm.domus.SW200	E01018756	5	5	5	7	7	10	1	2	england
mm.aim.0234	E01022181	10	9	10	9	10	9	7	4	england
mm.domus.NW048	E01025099	4	5	5	9	4	2	1	5	england
mm.hha.095	E01027022	9	7	9	8	10	8	8	3	england
mm.aim.1025	E01031516	6	9	10	7	10	6	1	1	england
mm.fcm.067	E01026822	2	2	1	5	1	4	2	5	england
mm.ace.1199	E01022183	9	8	8	7	8	7	8	9	england
mm.wiki.221	E01024582	4	5	4	3	5	1	5	10	england
mm.domus.SE383	E01004735	3	5	4	8	4	4	1	2	england
mm.domus.SC089	S01011017	4	4	4	7	6	3	8	1	scotland
mm.domus.WM088	E01009638	1	1	1	2	1	1	2	1	england
mm.aim.0236	E01009642	2	6	8	3	1	2	1	1	england
mm.domus.WA029	W01001084	10	10	9	10	9	6	10	4	wales
mm.domus.SE184	E01017300	6	5	5	8	7	5	2	5	england
mm.domus.SE240	E01016797	8	8	9	10	8	8	5	3	england
mm.musa.095	E01024235	8	7	7	6	6	7	8	9	england
mm.domus.SW032	E01030885	8	7	8	10	4	7	5	10	england
mm.domus.NE074	E01027373	5	8	7	8	8	10	1	1	england
mm.nimc.016	95LL10S2	7	8	8	7	8	8	7	1	northern_ireland
mm.domus.SC090	S01009714	8	8	7	9	8	9	9	2	scotland
mm.musa.096	E01024706	7	7	6	8	7	5	4	10	england
mm.domus.SE252	E01024790	7	5	7	4	6	9	4	8	england
mm.wiki.257	E01026209	9	8	7	8	8	10	8	4	england
mm.domus.SC320	S01012571	4	4	5	4	6	3	5	1	scotland
mm.domus.SE454	E01031598	4	4	4	5	3	2	6	2	england
mm.wiki.080	E01020060	5	4	4	5	7	7	2	10	england
mm.musa.097	S01007520	4	4	5	4	6	7	7	2	scotland
mm.mgs.370	S01007520	4	4	5	4	6	7	7	2	scotland
mm.domus.NW186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.hha.190	W01000563	6	6	7	8	8	10	3	1	wales
mm.domus.EM081	E01019496	3	4	3	2	2	6	9	4	england
mm.wiki.022	E01018464	3	4	5	2	5	2	1	9	england
mm.domus.SW033	E01029185	5	5	4	6	7	3	1	9	england
mm.domus.SW034	E01031935	9	9	9	9	9	7	8	2	england
mm.ace.1091	E01013999	6	8	8	8	8	10	1	1	england
mm.wiki.398	E01031843	8	8	8	8	9	6	4	4	england
mm.musa.099	E01000754	9	8	9	9	10	6	8	2	england
mm.domus.SC092	S01010731	7	6	7	7	7	8	7	2	scotland
mm.domus.SE113	E01026735	3	4	2	4	4	6	3	5	england
mm.aim.0983	E01019619	6	6	5	5	7	7	4	8	england
mm.domus.SE245	E01018151	6	7	6	7	5	6	3	4	england
mm.aim.0244	E01001683	4	3	3	6	5	6	3	5	england
mm.domus.NW052	E01006627	3	4	3	5	2	1	3	9	england
mm.aim.0245	E01030594	7	5	6	5	8	7	9	6	england
mm.domus.SE013	E01001043	3	4	6	5	4	1	1	2	england
mm.domus.SE243	E01000740	3	4	4	6	6	1	2	2	england
mm.domus.SE242	E01031728	9	9	10	9	10	7	5	4	england
mm.fcm.072	E01018648	5	8	8	8	7	4	1	1	england
mm.musa.100	S01010567	7	9	8	8	6	9	8	1	scotland
mm.fcm.073	E01019104	7	5	7	6	6	8	6	9	england
mm.domus.SC315	S01011745	2	2	3	4	2	1	4	4	scotland
mm.domus.NW029	E01019204	3	5	4	2	1	4	1	8	england
mm.domus.SE014	E01032722	2	3	3	5	4	1	1	2	england
mm.aim.0249	S01009687	7	7	5	6	7	9	8	7	scotland
mm.domus.SE221	E01022576	5	3	5	4	5	6	7	6	england
mm.domus.YH054	E01007581	9	9	8	7	7	4	8	8	england
mm.domus.WA031	W01001306	8	8	5	8	7	4	7	9	wales
mm.domus.WA030	W01001148	4	4	4	4	5	1	4	10	wales
mm.domus.EM025	E01028112	2	2	1	2	3	1	4	10	england
mm.fcm.074	E01026468	4	5	5	2	4	3	5	8	england
mm.domus.SC091	S01007540	5	4	4	5	4	6	8	10	scotland
mm.hha.136	E01019311	7	9	9	8	9	10	1	2	england
mm.domus.YH049	E01027753	7	9	9	4	7	7	2	3	england
mm.mgs.284	S01011307	4	3	4	6	5	8	8	1	scotland
mm.musa.101	S01011005	3	4	3	3	2	1	5	8	scotland
mm.misc.160	S01011168	6	6	7	8	10	8	8	1	scotland
mm.mgs.373	S01009002	8	8	9	8	9	3	8	2	scotland
mm.musa.102	95CC15W1	6	4	7	7	7	10	5	2	northern_ireland
mm.aim82M.064	W01000496	6	7	6	6	6	8	9	1	wales
mm.domus.WM129	E01014149	5	5	4	7	4	5	6	3	england
mm.domus.SE260	E01024182	3	4	4	4	4	1	2	5	england
mm.fcm.075	E01020323	3	5	5	3	4	4	1	1	england
mm.domus.SW186	E01020152	6	6	6	5	8	7	1	10	england
mm.aim.0254	E01012654	2	2	2	3	1	1	1	10	england
mm.wiki.207	E01023467	9	9	8	8	10	7	9	3	england
mm.domus.EM026	E01026991	6	8	6	6	7	1	8	9	england
mm.wiki.379	E01011174	9	9	8	10	7	5	7	8	england
