GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01000829	6	dec06	6	dec06	5	dec05	4	dec04	7	dec07	3	dec03	9	dec09	7	dec07	9	dec09
W01000830	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	8	dec08	2	dec02
W01000831	2	dec02	1	dec01-highd	2	dec02	3	dec03	1	dec01-highd	9	dec09	3	dec03	9	dec09	3	dec03
W01000832	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	1	dec01-highd	9	dec09	4	dec04
W01000833	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	8	dec08	3	dec03
W01000834	2	dec02	1	dec01-highd	2	dec02	3	dec03	1	dec01-highd	8	dec08	2	dec02	10	dec10-lowd	6	dec06
W01000835	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	3	dec03	8	dec08	4	dec04
W01000836	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	8	dec08	5	dec05
W01000837	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	3	dec03	8	dec08	9	dec09	10	dec10-lowd
W01000838	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	5	dec05	6	dec06	9	dec09
W01000839	9	dec09	9	dec09	8	dec08	8	dec08	10	dec10-lowd	3	dec03	10	dec10-lowd	8	dec08	8	dec08
W01000840	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	4	dec04	9	dec09	10	dec10-lowd	9	dec09
W01000841	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	8	dec08	6	dec06	3	dec03	6	dec06
W01000842	6	dec06	7	dec07	6	dec06	3	dec03	7	dec07	2	dec02	6	dec06	5	dec05	8	dec08
W01000843	8	dec08	7	dec07	6	dec06	7	dec07	7	dec07	7	dec07	7	dec07	2	dec02	9	dec09
W01000844	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	5	dec05	3	dec03	6	dec06
W01000845	9	dec09	9	dec09	9	dec09	6	dec06	8	dec08	5	dec05	8	dec08	4	dec04	9	dec09
W01000846	4	dec04	4	dec04	4	dec04	5	dec05	5	dec05	10	dec10-lowd	4	dec04	1	dec01-highd	7	dec07
W01000847	5	dec05	6	dec06	5	dec05	4	dec04	6	dec06	6	dec06	6	dec06	1	dec01-highd	5	dec05
W01000848	3	dec03	2	dec02	4	dec04	3	dec03	2	dec02	4	dec04	7	dec07	2	dec02	5	dec05
W01000849	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	4	dec04	2	dec02	2	dec02
W01000850	3	dec03	3	dec03	4	dec04	2	dec02	3	dec03	7	dec07	2	dec02	1	dec01-highd	2	dec02
W01000851	5	dec05	4	dec04	4	dec04	5	dec05	3	dec03	10	dec10-lowd	6	dec06	7	dec07	3	dec03
W01000852	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	8	dec08	7	dec07	4	dec04	4	dec04
W01000853	10	dec10-lowd	9	dec09	9	dec09	8	dec08	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09
W01000854	9	dec09	9	dec09	8	dec08	4	dec04	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	10	dec10-lowd
W01000855	10	dec10-lowd	9	dec09	9	dec09	5	dec05	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd
W01000856	2	dec02	1	dec01-highd	1	dec01-highd	4	dec04	6	dec06	7	dec07	6	dec06	8	dec08	7	dec07
W01000857	6	dec06	4	dec04	5	dec05	6	dec06	8	dec08	9	dec09	7	dec07	7	dec07	4	dec04
W01000858	10	dec10-lowd	9	dec09	9	dec09	8	dec08	10	dec10-lowd	10	dec10-lowd	7	dec07	6	dec06	7	dec07
W01000859	9	dec09	8	dec08	7	dec07	9	dec09	10	dec10-lowd	6	dec06	10	dec10-lowd	5	dec05	10	dec10-lowd
W01000860	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	6	dec06	10	dec10-lowd
W01000861	9	dec09	10	dec10-lowd	10	dec10-lowd	3	dec03	9	dec09	7	dec07	6	dec06	5	dec05	8	dec08
W01000862	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	1	dec01-highd	7	dec07	5	dec05
W01000863	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	9	dec09	1	dec01-highd	9	dec09	2	dec02
W01000864	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	4	dec04	2	dec02
W01000865	3	dec03	2	dec02	3	dec03	4	dec04	2	dec02	9	dec09	6	dec06	9	dec09	4	dec04
W01000866	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	3	dec03	5	dec05	3	dec03
W01000867	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	2	dec02	8	dec08	2	dec02
W01000868	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	8	dec08	9	dec09	10	dec10-lowd
W01000869	5	dec05	5	dec05	4	dec04	4	dec04	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	7	dec07	2	dec02
W01000870	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	10	dec10-lowd	5	dec05	9	dec09	3	dec03
W01000871	5	dec05	5	dec05	7	dec07	5	dec05	5	dec05	9	dec09	2	dec02	8	dec08	1	dec01-highd
W01000872	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	8	dec08	8	dec08
W01000873	7	dec07	9	dec09	8	dec08	4	dec04	10	dec10-lowd	4	dec04	5	dec05	8	dec08	1	dec01-highd
W01000874	9	dec09	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	8	dec08	5	dec05	8	dec08	1	dec01-highd
W01000875	7	dec07	7	dec07	8	dec08	6	dec06	6	dec06	5	dec05	2	dec02	8	dec08	2	dec02
W01000876	8	dec08	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	4	dec04	8	dec08	7	dec07	1	dec01-highd
W01000877	8	dec08	8	dec08	7	dec07	7	dec07	7	dec07	6	dec06	6	dec06	5	dec05	9	dec09
W01000878	7	dec07	7	dec07	6	dec06	7	dec07	6	dec06	3	dec03	7	dec07	7	dec07	6	dec06
W01000879	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	8	dec08	10	dec10-lowd	10	dec10-lowd	8	dec08
W01000880	10	dec10-lowd	9	dec09	8	dec08	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd
W01000881	3	dec03	2	dec02	1	dec01-highd	3	dec03	7	dec07	9	dec09	4	dec04	10	dec10-lowd	6	dec06
W01000882	4	dec04	3	dec03	4	dec04	4	dec04	7	dec07	6	dec06	7	dec07	10	dec10-lowd	6	dec06
W01000883	8	dec08	10	dec10-lowd	8	dec08	8	dec08	7	dec07	9	dec09	6	dec06	1	dec01-highd	8	dec08
W01000884	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	7	dec07	1	dec01-highd	1	dec01-highd	4	dec04
W01000885	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	2	dec02	1	dec01-highd	6	dec06
W01000886	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	1	dec01-highd	4	dec04
W01000887	5	dec05	5	dec05	5	dec05	5	dec05	7	dec07	3	dec03	8	dec08	2	dec02	8	dec08
W01000888	7	dec07	5	dec05	6	dec06	4	dec04	7	dec07	5	dec05	8	dec08	8	dec08	8	dec08
W01000889	6	dec06	7	dec07	5	dec05	7	dec07	7	dec07	5	dec05	5	dec05	2	dec02	9	dec09
W01000890	10	dec10-lowd	10	dec10-lowd	8	dec08	9	dec09	9	dec09	6	dec06	10	dec10-lowd	8	dec08	9	dec09
W01000891	4	dec04	4	dec04	4	dec04	3	dec03	4	dec04	9	dec09	6	dec06	2	dec02	4	dec04
W01000892	8	dec08	7	dec07	6	dec06	8	dec08	8	dec08	8	dec08	6	dec06	3	dec03	9	dec09
W01000893	4	dec04	4	dec04	4	dec04	4	dec04	3	dec03	3	dec03	7	dec07	5	dec05	6	dec06
W01000894	5	dec05	5	dec05	4	dec04	7	dec07	6	dec06	6	dec06	5	dec05	2	dec02	3	dec03
W01000895	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	7	dec07	2	dec02	1	dec01-highd	4	dec04
W01000896	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	6	dec06	4	dec04	2	dec02	2	dec02
W01000897	3	dec03	3	dec03	3	dec03	4	dec04	3	dec03	9	dec09	4	dec04	1	dec01-highd	1	dec01-highd
W01000898	5	dec05	6	dec06	5	dec05	5	dec05	6	dec06	2	dec02	7	dec07	6	dec06	7	dec07
W01000899	9	dec09	8	dec08	7	dec07	7	dec07	9	dec09	9	dec09	7	dec07	4	dec04	10	dec10-lowd
W01000900	2	dec02	2	dec02	2	dec02	1	dec01-highd	3	dec03	6	dec06	4	dec04	4	dec04	6	dec06
W01000901	4	dec04	4	dec04	4	dec04	2	dec02	5	dec05	7	dec07	5	dec05	8	dec08	7	dec07
W01000902	8	dec08	8	dec08	6	dec06	7	dec07	8	dec08	3	dec03	8	dec08	9	dec09	10	dec10-lowd
W01000903	10	dec10-lowd	10	dec10-lowd	7	dec07	9	dec09	10	dec10-lowd	5	dec05	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01000904	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	10	dec10-lowd	6	dec06	10	dec10-lowd
W01000905	8	dec08	7	dec07	7	dec07	5	dec05	8	dec08	5	dec05	7	dec07	8	dec08	10	dec10-lowd
W01000906	9	dec09	8	dec08	7	dec07	9	dec09	9	dec09	7	dec07	6	dec06	5	dec05	10	dec10-lowd
W01000907	3	dec03	3	dec03	2	dec02	2	dec02	5	dec05	4	dec04	7	dec07	5	dec05	8	dec08
W01000908	9	dec09	9	dec09	8	dec08	8	dec08	9	dec09	6	dec06	10	dec10-lowd	5	dec05	10	dec10-lowd
W01000909	5	dec05	5	dec05	4	dec04	3	dec03	5	dec05	3	dec03	8	dec08	10	dec10-lowd	7	dec07
W01000910	9	dec09	9	dec09	8	dec08	7	dec07	9	dec09	3	dec03	10	dec10-lowd	10	dec10-lowd	8	dec08
W01000911	9	dec09	9	dec09	8	dec08	8	dec08	8	dec08	3	dec03	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01000912	4	dec04	5	dec05	3	dec03	3	dec03	7	dec07	4	dec04	4	dec04	2	dec02	5	dec05
W01000913	5	dec05	4	dec04	5	dec05	4	dec04	6	dec06	9	dec09	4	dec04	2	dec02	3	dec03
W01000914	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	2	dec02	5	dec05	2	dec02	4	dec04
W01000915	6	dec06	5	dec05	6	dec06	5	dec05	5	dec05	9	dec09	8	dec08	5	dec05	6	dec06
W01000916	6	dec06	7	dec07	7	dec07	4	dec04	6	dec06	4	dec04	8	dec08	6	dec06	4	dec04
W01000917	8	dec08	8	dec08	8	dec08	7	dec07	8	dec08	2	dec02	6	dec06	4	dec04	9	dec09
W01000918	6	dec06	6	dec06	5	dec05	5	dec05	6	dec06	4	dec04	8	dec08	7	dec07	10	dec10-lowd
W01000919	6	dec06	5	dec05	5	dec05	5	dec05	6	dec06	4	dec04	9	dec09	5	dec05	9	dec09
W01000920	2	dec02	3	dec03	3	dec03	1	dec01-highd	3	dec03	2	dec02	5	dec05	9	dec09	4	dec04
W01000921	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	10	dec10-lowd	9	dec09
W01000922	4	dec04	4	dec04	3	dec03	2	dec02	5	dec05	4	dec04	6	dec06	4	dec04	5	dec05
W01000923	8	dec08	8	dec08	6	dec06	7	dec07	7	dec07	5	dec05	8	dec08	5	dec05	8	dec08
W01000924	2	dec02	2	dec02	2	dec02	4	dec04	2	dec02	1	dec01-highd	6	dec06	3	dec03	5	dec05
W01000925	3	dec03	3	dec03	2	dec02	3	dec03	2	dec02	4	dec04	6	dec06	2	dec02	6	dec06
W01000926	6	dec06	6	dec06	4	dec04	7	dec07	7	dec07	5	dec05	8	dec08	2	dec02	9	dec09
W01000927	4	dec04	5	dec05	4	dec04	4	dec04	7	dec07	2	dec02	9	dec09	5	dec05	4	dec04
W01000928	3	dec03	3	dec03	3	dec03	2	dec02	4	dec04	4	dec04	8	dec08	4	dec04	8	dec08
W01000929	2	dec02	3	dec03	2	dec02	1	dec01-highd	4	dec04	2	dec02	8	dec08	4	dec04	6	dec06
W01000930	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	6	dec06	10	dec10-lowd	6	dec06
W01000931	4	dec04	4	dec04	3	dec03	3	dec03	5	dec05	3	dec03	8	dec08	5	dec05	6	dec06
W01000932	4	dec04	4	dec04	4	dec04	6	dec06	4	dec04	2	dec02	6	dec06	1	dec01-highd	8	dec08
W01000933	8	dec08	7	dec07	8	dec08	8	dec08	9	dec09	3	dec03	7	dec07	3	dec03	10	dec10-lowd
W01000934	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	3	dec03	1	dec01-highd	5	dec05
W01000935	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	6	dec06	2	dec02	1	dec01-highd	3	dec03
W01000936	2	dec02	2	dec02	2	dec02	2	dec02	4	dec04	2	dec02	3	dec03	2	dec02	5	dec05
W01000937	2	dec02	3	dec03	2	dec02	2	dec02	4	dec04	4	dec04	4	dec04	1	dec01-highd	5	dec05
W01000938	8	dec08	7	dec07	6	dec06	6	dec06	9	dec09	9	dec09	9	dec09	3	dec03	9	dec09
W01000939	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	9	dec09	1	dec01-highd	3	dec03	5	dec05
W01000940	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	3	dec03	7	dec07	5	dec05	8	dec08
W01000941	3	dec03	2	dec02	2	dec02	4	dec04	3	dec03	4	dec04	4	dec04	5	dec05	5	dec05
W01000942	2	dec02	2	dec02	1	dec01-highd	3	dec03	2	dec02	2	dec02	7	dec07	9	dec09	3	dec03
W01000943	9	dec09	8	dec08	7	dec07	7	dec07	8	dec08	7	dec07	10	dec10-lowd	9	dec09	10	dec10-lowd
W01000944	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	1	dec01-highd	7	dec07	9	dec09	5	dec05
W01000945	3	dec03	4	dec04	3	dec03	3	dec03	3	dec03	1	dec01-highd	8	dec08	10	dec10-lowd	9	dec09
W01000946	5	dec05	5	dec05	4	dec04	4	dec04	7	dec07	3	dec03	8	dec08	6	dec06	9	dec09
W01000947	4	dec04	3	dec03	3	dec03	4	dec04	5	dec05	7	dec07	8	dec08	10	dec10-lowd	4	dec04
W01000948	4	dec04	4	dec04	4	dec04	3	dec03	8	dec08	10	dec10-lowd	1	dec01-highd	2	dec02	9	dec09
W01000949	6	dec06	5	dec05	5	dec05	6	dec06	7	dec07	4	dec04	7	dec07	2	dec02	7	dec07
W01000950	4	dec04	4	dec04	4	dec04	6	dec06	4	dec04	7	dec07	3	dec03	1	dec01-highd	6	dec06
W01000951	2	dec02	3	dec03	3	dec03	1	dec01-highd	6	dec06	8	dec08	1	dec01-highd	1	dec01-highd	2	dec02
W01000952	4	dec04	5	dec05	4	dec04	2	dec02	7	dec07	10	dec10-lowd	4	dec04	1	dec01-highd	3	dec03
W01000953	4	dec04	4	dec04	4	dec04	3	dec03	5	dec05	2	dec02	8	dec08	7	dec07	6	dec06
W01000954	6	dec06	6	dec06	5	dec05	4	dec04	6	dec06	3	dec03	8	dec08	6	dec06	9	dec09
W01000955	8	dec08	7	dec07	6	dec06	7	dec07	9	dec09	4	dec04	10	dec10-lowd	8	dec08	8	dec08
W01000956	9	dec09	9	dec09	8	dec08	8	dec08	10	dec10-lowd	4	dec04	10	dec10-lowd	10	dec10-lowd	9	dec09
W01000957	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	7	dec07	4	dec04	4	dec04	5	dec05
W01000958	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	6	dec06	4	dec04	4	dec04	3	dec03
W01000959	6	dec06	6	dec06	5	dec05	5	dec05	4	dec04	5	dec05	4	dec04	4	dec04	8	dec08
W01000960	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	5	dec05	4	dec04	2	dec02	6	dec06
W01000961	3	dec03	3	dec03	2	dec02	2	dec02	2	dec02	9	dec09	7	dec07	4	dec04	5	dec05
W01000962	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	3	dec03	4	dec04	4	dec04
W01000963	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	5	dec05	5	dec05	4	dec04
W01000964	2	dec02	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	5	dec05	5	dec05	5	dec05	4	dec04
W01000965	3	dec03	4	dec04	3	dec03	3	dec03	3	dec03	1	dec01-highd	7	dec07	7	dec07	7	dec07
W01000966	4	dec04	4	dec04	3	dec03	4	dec04	5	dec05	4	dec04	7	dec07	1	dec01-highd	5	dec05
W01000967	2	dec02	2	dec02	3	dec03	2	dec02	3	dec03	7	dec07	2	dec02	1	dec01-highd	5	dec05
W01000968	4	dec04	4	dec04	3	dec03	3	dec03	5	dec05	5	dec05	6	dec06	1	dec01-highd	7	dec07
W01000969	9	dec09	10	dec10-lowd	9	dec09	8	dec08	8	dec08	3	dec03	10	dec10-lowd	5	dec05	10	dec10-lowd
W01000970	4	dec04	5	dec05	5	dec05	2	dec02	5	dec05	2	dec02	8	dec08	4	dec04	3	dec03
W01000971	5	dec05	6	dec06	5	dec05	3	dec03	6	dec06	4	dec04	8	dec08	5	dec05	7	dec07
W01000973	3	dec03	3	dec03	2	dec02	1	dec01-highd	5	dec05	6	dec06	6	dec06	3	dec03	7	dec07
W01000974	6	dec06	6	dec06	5	dec05	5	dec05	5	dec05	8	dec08	4	dec04	2	dec02	7	dec07
W01000975	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	4	dec04	10	dec10-lowd	6	dec06
W01000976	2	dec02	2	dec02	2	dec02	3	dec03	1	dec01-highd	3	dec03	6	dec06	10	dec10-lowd	6	dec06
W01000977	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	9	dec09	6	dec06
W01000978	4	dec04	3	dec03	3	dec03	3	dec03	4	dec04	8	dec08	5	dec05	10	dec10-lowd	4	dec04
W01000979	6	dec06	5	dec05	6	dec06	7	dec07	6	dec06	5	dec05	6	dec06	6	dec06	6	dec06
W01000980	4	dec04	4	dec04	4	dec04	2	dec02	4	dec04	7	dec07	6	dec06	4	dec04	8	dec08
W01000981	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	7	dec07	4	dec04	3	dec03	4	dec04
W01000982	7	dec07	6	dec06	7	dec07	9	dec09	6	dec06	7	dec07	4	dec04	4	dec04	7	dec07
W01000983	9	dec09	8	dec08	9	dec09	8	dec08	6	dec06	4	dec04	9	dec09	5	dec05	10	dec10-lowd
W01000984	7	dec07	5	dec05	8	dec08	9	dec09	8	dec08	3	dec03	8	dec08	5	dec05	8	dec08
W01000985	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	9	dec09	5	dec05	10	dec10-lowd
W01000986	6	dec06	7	dec07	7	dec07	3	dec03	5	dec05	4	dec04	5	dec05	2	dec02	9	dec09
W01000987	3	dec03	3	dec03	4	dec04	3	dec03	1	dec01-highd	7	dec07	5	dec05	1	dec01-highd	3	dec03
W01000989	9	dec09	8	dec08	8	dec08	9	dec09	8	dec08	3	dec03	6	dec06	9	dec09	8	dec08
W01000990	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	7	dec07	2	dec02	10	dec10-lowd	6	dec06
W01000991	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	9	dec09	6	dec06
W01000992	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	1	dec01-highd	10	dec10-lowd	6	dec06
W01000993	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	2	dec02	10	dec10-lowd	7	dec07
W01000994	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	7	dec07	4	dec04	7	dec07	7	dec07
W01000995	5	dec05	5	dec05	4	dec04	3	dec03	5	dec05	10	dec10-lowd	6	dec06	6	dec06	6	dec06
W01000996	4	dec04	5	dec05	4	dec04	3	dec03	4	dec04	2	dec02	6	dec06	10	dec10-lowd	8	dec08
W01000997	7	dec07	6	dec06	5	dec05	7	dec07	5	dec05	10	dec10-lowd	7	dec07	7	dec07	6	dec06
W01000998	9	dec09	10	dec10-lowd	10	dec10-lowd	5	dec05	8	dec08	3	dec03	5	dec05	6	dec06	9	dec09
W01000999	3	dec03	3	dec03	3	dec03	2	dec02	2	dec02	7	dec07	4	dec04	9	dec09	6	dec06
W01001000	6	dec06	6	dec06	6	dec06	3	dec03	5	dec05	4	dec04	6	dec06	7	dec07	9	dec09
W01001001	4	dec04	3	dec03	4	dec04	6	dec06	3	dec03	3	dec03	5	dec05	8	dec08	9	dec09
W01001002	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	6	dec06	4	dec04	7	dec07	4	dec04
W01001003	7	dec07	9	dec09	8	dec08	6	dec06	9	dec09	2	dec02	4	dec04	3	dec03	8	dec08
W01001004	3	dec03	4	dec04	2	dec02	3	dec03	2	dec02	7	dec07	2	dec02	2	dec02	7	dec07
W01001005	7	dec07	7	dec07	7	dec07	4	dec04	7	dec07	5	dec05	7	dec07	2	dec02	9	dec09
W01001006	10	dec10-lowd	9	dec09	8	dec08	9	dec09	8	dec08	5	dec05	9	dec09	7	dec07	10	dec10-lowd
W01001007	5	dec05	4	dec04	5	dec05	4	dec04	4	dec04	6	dec06	5	dec05	4	dec04	8	dec08
W01001008	9	dec09	10	dec10-lowd	8	dec08	9	dec09	9	dec09	6	dec06	9	dec09	4	dec04	10	dec10-lowd
W01001009	3	dec03	4	dec04	4	dec04	2	dec02	3	dec03	2	dec02	4	dec04	7	dec07	3	dec03
W01001010	3	dec03	2	dec02	3	dec03	4	dec04	3	dec03	7	dec07	5	dec05	9	dec09	7	dec07
W01001011	8	dec08	7	dec07	7	dec07	7	dec07	5	dec05	8	dec08	5	dec05	9	dec09	7	dec07
W01001012	8	dec08	8	dec08	7	dec07	7	dec07	8	dec08	3	dec03	8	dec08	6	dec06	7	dec07
W01001013	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	2	dec02	9	dec09	7	dec07	9	dec09
W01001014	3	dec03	3	dec03	2	dec02	2	dec02	4	dec04	8	dec08	2	dec02	4	dec04	5	dec05
W01001015	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	5	dec05	10	dec10-lowd	8	dec08
W01001016	5	dec05	6	dec06	4	dec04	6	dec06	4	dec04	3	dec03	5	dec05	7	dec07	7	dec07
W01001017	7	dec07	6	dec06	5	dec05	6	dec06	7	dec07	10	dec10-lowd	1	dec01-highd	9	dec09	9	dec09
W01001018	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	6	dec06	2	dec02	9	dec09	7	dec07
W01001019	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	2	dec02	7	dec07	10	dec10-lowd	6	dec06
W01001020	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	3	dec03	4	dec04	3	dec03	7	dec07
W01001021	3	dec03	4	dec04	3	dec03	3	dec03	2	dec02	9	dec09	1	dec01-highd	2	dec02	3	dec03
W01001022	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	3	dec03	2	dec02	2	dec02	4	dec04
W01001023	2	dec02	3	dec03	2	dec02	4	dec04	2	dec02	5	dec05	2	dec02	1	dec01-highd	6	dec06
W01001024	2	dec02	3	dec03	2	dec02	2	dec02	1	dec01-highd	5	dec05	4	dec04	10	dec10-lowd	6	dec06
W01001025	3	dec03	4	dec04	3	dec03	2	dec02	2	dec02	9	dec09	6	dec06	5	dec05	9	dec09
W01001026	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	8	dec08	3	dec03	7	dec07	6	dec06
W01001027	8	dec08	6	dec06	6	dec06	7	dec07	7	dec07	5	dec05	7	dec07	8	dec08	10	dec10-lowd
W01001028	7	dec07	7	dec07	5	dec05	7	dec07	7	dec07	9	dec09	2	dec02	1	dec01-highd	9	dec09
W01001029	9	dec09	9	dec09	7	dec07	8	dec08	9	dec09	2	dec02	9	dec09	10	dec10-lowd	9	dec09
W01001030	8	dec08	8	dec08	7	dec07	6	dec06	8	dec08	5	dec05	4	dec04	7	dec07	10	dec10-lowd
W01001031	9	dec09	9	dec09	9	dec09	6	dec06	10	dec10-lowd	4	dec04	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001032	9	dec09	8	dec08	8	dec08	7	dec07	9	dec09	6	dec06	9	dec09	9	dec09	9	dec09
W01001033	5	dec05	5	dec05	4	dec04	5	dec05	3	dec03	8	dec08	6	dec06	2	dec02	9	dec09
W01001034	3	dec03	3	dec03	2	dec02	3	dec03	3	dec03	7	dec07	5	dec05	4	dec04	7	dec07
W01001035	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	8	dec08	1	dec01-highd	5	dec05	1	dec01-highd
W01001036	10	dec10-lowd	9	dec09	9	dec09	9	dec09	10	dec10-lowd	6	dec06	9	dec09	5	dec05	10	dec10-lowd
W01001037	9	dec09	9	dec09	8	dec08	6	dec06	9	dec09	7	dec07	6	dec06	8	dec08	10	dec10-lowd
W01001038	5	dec05	6	dec06	5	dec05	5	dec05	5	dec05	4	dec04	3	dec03	4	dec04	6	dec06
W01001039	6	dec06	6	dec06	6	dec06	6	dec06	6	dec06	3	dec03	7	dec07	3	dec03	9	dec09
W01001040	7	dec07	7	dec07	7	dec07	8	dec08	6	dec06	4	dec04	8	dec08	2	dec02	9	dec09
W01001041	9	dec09	10	dec10-lowd	7	dec07	7	dec07	9	dec09	5	dec05	9	dec09	6	dec06	10	dec10-lowd
W01001042	3	dec03	3	dec03	3	dec03	4	dec04	2	dec02	9	dec09	3	dec03	10	dec10-lowd	4	dec04
W01001043	3	dec03	3	dec03	2	dec02	2	dec02	2	dec02	3	dec03	4	dec04	9	dec09	8	dec08
