GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01001476	2	dec02	3	dec03	2	dec02	2	dec02	1	dec01-highd	3	dec03	3	dec03	8	dec08	1	dec01-highd
W01001477	5	dec05	4	dec04	4	dec04	4	dec04	4	dec04	5	dec05	4	dec04	9	dec09	6	dec06
W01001478	5	dec05	5	dec05	4	dec04	5	dec05	3	dec03	6	dec06	1	dec01-highd	6	dec06	7	dec07
W01001479	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	6	dec06	4	dec04
W01001480	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	5	dec05	6	dec06	7	dec07
W01001481	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	3	dec03	9	dec09	1	dec01-highd	4	dec04	6	dec06
W01001482	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	6	dec06	9	dec09	3	dec03
W01001483	2	dec02	1	dec01-highd	2	dec02	2	dec02	2	dec02	6	dec06	2	dec02	4	dec04	6	dec06
W01001484	7	dec07	6	dec06	6	dec06	5	dec05	7	dec07	7	dec07	8	dec08	8	dec08	8	dec08
W01001485	3	dec03	3	dec03	2	dec02	4	dec04	2	dec02	6	dec06	3	dec03	7	dec07	4	dec04
W01001486	5	dec05	5	dec05	4	dec04	4	dec04	4	dec04	8	dec08	2	dec02	7	dec07	8	dec08
W01001487	4	dec04	4	dec04	4	dec04	6	dec06	3	dec03	3	dec03	5	dec05	7	dec07	8	dec08
W01001488	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	4	dec04	3	dec03	10	dec10-lowd	4	dec04
W01001489	3	dec03	3	dec03	3	dec03	4	dec04	4	dec04	5	dec05	1	dec01-highd	5	dec05	4	dec04
W01001490	7	dec07	6	dec06	7	dec07	6	dec06	6	dec06	9	dec09	4	dec04	8	dec08	6	dec06
W01001491	3	dec03	3	dec03	3	dec03	3	dec03	2	dec02	9	dec09	1	dec01-highd	8	dec08	2	dec02
W01001492	6	dec06	5	dec05	5	dec05	8	dec08	5	dec05	4	dec04	5	dec05	9	dec09	8	dec08
W01001493	5	dec05	5	dec05	5	dec05	5	dec05	6	dec06	8	dec08	6	dec06	1	dec01-highd	3	dec03
W01001494	9	dec09	7	dec07	7	dec07	7	dec07	7	dec07	9	dec09	8	dec08	5	dec05	8	dec08
W01001495	8	dec08	7	dec07	7	dec07	7	dec07	7	dec07	5	dec05	7	dec07	7	dec07	10	dec10-lowd
W01001496	2	dec02	2	dec02	2	dec02	3	dec03	1	dec01-highd	3	dec03	3	dec03	5	dec05	1	dec01-highd
W01001497	3	dec03	3	dec03	3	dec03	4	dec04	2	dec02	9	dec09	2	dec02	9	dec09	5	dec05
W01001498	3	dec03	2	dec02	2	dec02	5	dec05	3	dec03	8	dec08	3	dec03	8	dec08	5	dec05
W01001499	8	dec08	6	dec06	5	dec05	9	dec09	5	dec05	7	dec07	8	dec08	9	dec09	8	dec08
W01001500	8	dec08	5	dec05	8	dec08	6	dec06	8	dec08	7	dec07	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001501	2	dec02	2	dec02	3	dec03	3	dec03	1	dec01-highd	6	dec06	3	dec03	5	dec05	7	dec07
W01001502	9	dec09	8	dec08	8	dec08	8	dec08	7	dec07	8	dec08	7	dec07	5	dec05	10	dec10-lowd
W01001503	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	8	dec08	2	dec02	4	dec04	2	dec02
W01001504	5	dec05	5	dec05	5	dec05	5	dec05	4	dec04	4	dec04	3	dec03	4	dec04	3	dec03
W01001505	8	dec08	8	dec08	7	dec07	7	dec07	8	dec08	4	dec04	5	dec05	4	dec04	7	dec07
W01001506	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	7	dec07	1	dec01-highd	3	dec03	2	dec02
W01001507	7	dec07	7	dec07	7	dec07	6	dec06	7	dec07	7	dec07	7	dec07	3	dec03	5	dec05
W01001508	8	dec08	9	dec09	7	dec07	7	dec07	9	dec09	4	dec04	8	dec08	5	dec05	8	dec08
W01001509	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	9	dec09	2	dec02	9	dec09
W01001510	6	dec06	6	dec06	6	dec06	6	dec06	5	dec05	4	dec04	4	dec04	4	dec04	5	dec05
W01001511	6	dec06	5	dec05	5	dec05	5	dec05	5	dec05	7	dec07	5	dec05	4	dec04	6	dec06
W01001512	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	6	dec06	10	dec10-lowd	5	dec05	10	dec10-lowd
W01001513	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	6	dec06	9	dec09	4	dec04	10	dec10-lowd
W01001514	9	dec09	8	dec08	7	dec07	5	dec05	8	dec08	10	dec10-lowd	6	dec06	5	dec05	9	dec09
W01001515	7	dec07	6	dec06	6	dec06	6	dec06	6	dec06	9	dec09	4	dec04	3	dec03	4	dec04
W01001516	3	dec03	3	dec03	2	dec02	2	dec02	4	dec04	2	dec02	7	dec07	4	dec04	8	dec08
W01001517	8	dec08	8	dec08	8	dec08	6	dec06	9	dec09	6	dec06	7	dec07	3	dec03	7	dec07
W01001518	9	dec09	8	dec08	7	dec07	7	dec07	8	dec08	6	dec06	7	dec07	9	dec09	9	dec09
W01001519	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	7	dec07	2	dec02	1	dec01-highd	2	dec02
W01001520	6	dec06	5	dec05	6	dec06	5	dec05	6	dec06	10	dec10-lowd	5	dec05	1	dec01-highd	4	dec04
W01001521	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	10	dec10-lowd	3	dec03	1	dec01-highd	7	dec07
W01001522	4	dec04	4	dec04	3	dec03	3	dec03	4	dec04	10	dec10-lowd	4	dec04	2	dec02	8	dec08
W01001523	4	dec04	4	dec04	5	dec05	3	dec03	4	dec04	5	dec05	4	dec04	8	dec08	5	dec05
W01001524	4	dec04	4	dec04	3	dec03	5	dec05	4	dec04	9	dec09	1	dec01-highd	3	dec03	6	dec06
W01001525	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	5	dec05	3	dec03	10	dec10-lowd	4	dec04
W01001526	2	dec02	1	dec01-highd	2	dec02	4	dec04	1	dec01-highd	8	dec08	1	dec01-highd	4	dec04	3	dec03
W01001527	3	dec03	3	dec03	3	dec03	4	dec04	3	dec03	8	dec08	1	dec01-highd	3	dec03	4	dec04
W01001528	4	dec04	4	dec04	5	dec05	4	dec04	4	dec04	9	dec09	2	dec02	4	dec04	2	dec02
W01001529	2	dec02	3	dec03	1	dec01-highd	2	dec02	4	dec04	8	dec08	3	dec03	3	dec03	5	dec05
W01001530	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	1	dec01-highd	10	dec10-lowd	4	dec04
W01001531	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	7	dec07	2	dec02	6	dec06	3	dec03
W01001532	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	5	dec05	4	dec04	5	dec05	3	dec03
W01001533	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	9	dec09	3	dec03	9	dec09	9	dec09	10	dec10-lowd
W01001534	6	dec06	6	dec06	5	dec05	7	dec07	4	dec04	3	dec03	6	dec06	6	dec06	7	dec07
W01001535	6	dec06	6	dec06	6	dec06	7	dec07	5	dec05	2	dec02	8	dec08	10	dec10-lowd	10	dec10-lowd
W01001536	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	6	dec06	2	dec02	5	dec05	3	dec03
W01001537	8	dec08	8	dec08	7	dec07	7	dec07	6	dec06	10	dec10-lowd	4	dec04	7	dec07	8	dec08
W01001538	2	dec02	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	8	dec08	4	dec04	4	dec04	5	dec05
W01001539	3	dec03	3	dec03	3	dec03	5	dec05	2	dec02	10	dec10-lowd	4	dec04	4	dec04	2	dec02
W01001540	8	dec08	7	dec07	6	dec06	6	dec06	6	dec06	10	dec10-lowd	4	dec04	8	dec08	7	dec07
W01001541	4	dec04	5	dec05	4	dec04	3	dec03	4	dec04	3	dec03	6	dec06	8	dec08	2	dec02
W01001542	8	dec08	8	dec08	8	dec08	8	dec08	10	dec10-lowd	2	dec02	9	dec09	8	dec08	9	dec09
W01001543	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	8	dec08	4	dec04	10	dec10-lowd
W01001545	9	dec09	9	dec09	8	dec08	6	dec06	10	dec10-lowd	7	dec07	10	dec10-lowd	5	dec05	10	dec10-lowd
W01001546	3	dec03	2	dec02	3	dec03	4	dec04	2	dec02	8	dec08	3	dec03	7	dec07	3	dec03
W01001548	7	dec07	9	dec09	9	dec09	9	dec09	7	dec07	1	dec01-highd	9	dec09	6	dec06	4	dec04
W01001549	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	10	dec10-lowd	10	dec10-lowd	9	dec09
W01001551	5	dec05	4	dec04	5	dec05	5	dec05	4	dec04	8	dec08	7	dec07	3	dec03	4	dec04
W01001552	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001553	8	dec08	6	dec06	7	dec07	8	dec08	7	dec07	4	dec04	7	dec07	6	dec06	8	dec08
W01001554	9	dec09	9	dec09	8	dec08	9	dec09	10	dec10-lowd	9	dec09	2	dec02	3	dec03	2	dec02
W01001555	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	2	dec02	9	dec09	8	dec08	10	dec10-lowd
W01001556	6	dec06	6	dec06	6	dec06	6	dec06	6	dec06	2	dec02	7	dec07	9	dec09	8	dec08
W01001557	5	dec05	4	dec04	4	dec04	6	dec06	7	dec07	7	dec07	1	dec01-highd	5	dec05	4	dec04
W01001558	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	5	dec05	4	dec04	6	dec06	6	dec06
W01001559	8	dec08	7	dec07	7	dec07	7	dec07	5	dec05	9	dec09	6	dec06	8	dec08	6	dec06
W01001560	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	1	dec01-highd	8	dec08	3	dec03	6	dec06
W01001561	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	9	dec09	9	dec09	8	dec08	10	dec10-lowd
W01001562	5	dec05	6	dec06	5	dec05	6	dec06	7	dec07	2	dec02	8	dec08	5	dec05	8	dec08
W01001563	8	dec08	5	dec05	6	dec06	8	dec08	7	dec07	9	dec09	6	dec06	10	dec10-lowd	9	dec09
W01001564	6	dec06	6	dec06	6	dec06	9	dec09	7	dec07	2	dec02	4	dec04	3	dec03	6	dec06
W01001565	8	dec08	9	dec09	9	dec09	8	dec08	10	dec10-lowd	1	dec01-highd	10	dec10-lowd	6	dec06	7	dec07
W01001566	5	dec05	7	dec07	3	dec03	8	dec08	9	dec09	1	dec01-highd	8	dec08	5	dec05	7	dec07
W01001567	6	dec06	9	dec09	7	dec07	6	dec06	8	dec08	1	dec01-highd	7	dec07	3	dec03	7	dec07
W01001568	7	dec07	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	1	dec01-highd	10	dec10-lowd	5	dec05	8	dec08
W01001569	8	dec08	7	dec07	7	dec07	8	dec08	7	dec07	2	dec02	8	dec08	9	dec09	8	dec08
W01001571	7	dec07	8	dec08	5	dec05	9	dec09	9	dec09	2	dec02	7	dec07	8	dec08	7	dec07
W01001572	9	dec09	8	dec08	7	dec07	10	dec10-lowd	9	dec09	7	dec07	6	dec06	2	dec02	10	dec10-lowd
W01001573	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	5	dec05	7	dec07	3	dec03	9	dec09
W01001574	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	8	dec08	8	dec08	10	dec10-lowd	2	dec02	10	dec10-lowd
W01001575	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	6	dec06	9	dec09	4	dec04
W01001576	7	dec07	7	dec07	7	dec07	8	dec08	4	dec04	6	dec06	7	dec07	3	dec03	3	dec03
W01001577	3	dec03	2	dec02	3	dec03	4	dec04	2	dec02	3	dec03	4	dec04	3	dec03	6	dec06
W01001578	9	dec09	9	dec09	9	dec09	9	dec09	8	dec08	4	dec04	9	dec09	4	dec04	9	dec09
W01001579	7	dec07	8	dec08	6	dec06	8	dec08	9	dec09	5	dec05	1	dec01-highd	2	dec02	9	dec09
W01001580	5	dec05	5	dec05	4	dec04	5	dec05	6	dec06	7	dec07	4	dec04	3	dec03	7	dec07
W01001581	9	dec09	9	dec09	10	dec10-lowd	9	dec09	9	dec09	2	dec02	10	dec10-lowd	7	dec07	8	dec08
W01001582	8	dec08	7	dec07	8	dec08	9	dec09	7	dec07	3	dec03	8	dec08	7	dec07	8	dec08
W01001583	8	dec08	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	8	dec08	4	dec04	2	dec02
W01001584	7	dec07	6	dec06	7	dec07	7	dec07	5	dec05	5	dec05	5	dec05	9	dec09	8	dec08
W01001585	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001586	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	8	dec08	10	dec10-lowd
W01001587	6	dec06	6	dec06	5	dec05	6	dec06	9	dec09	9	dec09	1	dec01-highd	4	dec04	2	dec02
W01001588	9	dec09	9	dec09	9	dec09	7	dec07	7	dec07	4	dec04	8	dec08	2	dec02	10	dec10-lowd
W01001589	5	dec05	4	dec04	4	dec04	7	dec07	5	dec05	4	dec04	3	dec03	2	dec02	6	dec06
W01001590	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	8	dec08	7	dec07	10	dec10-lowd
W01001591	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	6	dec06	10	dec10-lowd
W01001592	3	dec03	2	dec02	4	dec04	4	dec04	2	dec02	2	dec02	5	dec05	9	dec09	4	dec04
W01001593	6	dec06	6	dec06	7	dec07	7	dec07	5	dec05	3	dec03	6	dec06	10	dec10-lowd	5	dec05
W01001594	7	dec07	8	dec08	8	dec08	5	dec05	10	dec10-lowd	1	dec01-highd	10	dec10-lowd	10	dec10-lowd	3	dec03
W01001595	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	10	dec10-lowd	7	dec07	7	dec07
W01001596	9	dec09	9	dec09	10	dec10-lowd	9	dec09	9	dec09	3	dec03	9	dec09	2	dec02	5	dec05
W01001597	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	7	dec07	10	dec10-lowd	4	dec04	10	dec10-lowd
W01001598	4	dec04	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	4	dec04	2	dec02	3	dec03
W01001599	6	dec06	6	dec06	6	dec06	7	dec07	6	dec06	5	dec05	8	dec08	2	dec02	4	dec04
W01001600	10	dec10-lowd	9	dec09	9	dec09	7	dec07	10	dec10-lowd	8	dec08	7	dec07	5	dec05	10	dec10-lowd
W01001601	2	dec02	2	dec02	2	dec02	3	dec03	4	dec04	8	dec08	2	dec02	4	dec04	2	dec02
W01001602	10	dec10-lowd	9	dec09	9	dec09	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	7	dec07	10	dec10-lowd
W01001603	5	dec05	5	dec05	3	dec03	4	dec04	8	dec08	9	dec09	4	dec04	4	dec04	7	dec07
W01001604	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	8	dec08	6	dec06	4	dec04	9	dec09
W01001605	4	dec04	4	dec04	3	dec03	3	dec03	6	dec06	8	dec08	4	dec04	5	dec05	1	dec01-highd
W01001606	9	dec09	8	dec08	7	dec07	7	dec07	8	dec08	8	dec08	9	dec09	5	dec05	9	dec09
W01001607	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	1	dec01-highd	2	dec02	2	dec02
W01001608	8	dec08	7	dec07	6	dec06	8	dec08	7	dec07	10	dec10-lowd	6	dec06	4	dec04	7	dec07
W01001609	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	3	dec03	3	dec03
W01001610	4	dec04	3	dec03	4	dec04	5	dec05	1	dec01-highd	9	dec09	3	dec03	3	dec03	5	dec05
W01001611	5	dec05	4	dec04	5	dec05	8	dec08	6	dec06	9	dec09	4	dec04	1	dec01-highd	2	dec02
W01001612	5	dec05	5	dec05	5	dec05	5	dec05	6	dec06	10	dec10-lowd	3	dec03	1	dec01-highd	2	dec02
W01001613	7	dec07	7	dec07	7	dec07	7	dec07	6	dec06	10	dec10-lowd	7	dec07	1	dec01-highd	2	dec02
W01001614	2	dec02	2	dec02	1	dec01-highd	4	dec04	3	dec03	4	dec04	3	dec03	7	dec07	5	dec05
W01001615	6	dec06	5	dec05	5	dec05	6	dec06	6	dec06	7	dec07	6	dec06	4	dec04	6	dec06
W01001616	8	dec08	7	dec07	7	dec07	8	dec08	7	dec07	9	dec09	6	dec06	3	dec03	7	dec07
W01001617	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	3	dec03	2	dec02	7	dec07	3	dec03
W01001618	2	dec02	2	dec02	1	dec01-highd	2	dec02	2	dec02	4	dec04	2	dec02	5	dec05	4	dec04
W01001619	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	6	dec06	2	dec02
W01001620	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	5	dec05	4	dec04	4	dec04
W01001621	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	6	dec06	1	dec01-highd	8	dec08	3	dec03
W01001622	4	dec04	4	dec04	4	dec04	2	dec02	4	dec04	7	dec07	4	dec04	10	dec10-lowd	3	dec03
W01001623	9	dec09	9	dec09	8	dec08	6	dec06	10	dec10-lowd	10	dec10-lowd	3	dec03	3	dec03	8	dec08
W01001624	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	4	dec04	9	dec09	4	dec04	9	dec09
W01001625	9	dec09	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	6	dec06	4	dec04	2	dec02	9	dec09
W01001626	8	dec08	6	dec06	6	dec06	7	dec07	9	dec09	6	dec06	5	dec05	6	dec06	10	dec10-lowd
W01001627	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	7	dec07	8	dec08	2	dec02	9	dec09
W01001628	4	dec04	3	dec03	4	dec04	4	dec04	6	dec06	6	dec06	7	dec07	3	dec03	7	dec07
W01001629	7	dec07	6	dec06	6	dec06	6	dec06	6	dec06	8	dec08	3	dec03	3	dec03	9	dec09
W01001630	3	dec03	2	dec02	2	dec02	3	dec03	4	dec04	8	dec08	5	dec05	3	dec03	7	dec07
W01001631	9	dec09	8	dec08	7	dec07	7	dec07	7	dec07	10	dec10-lowd	7	dec07	4	dec04	10	dec10-lowd
W01001632	3	dec03	3	dec03	4	dec04	4	dec04	3	dec03	6	dec06	5	dec05	3	dec03	6	dec06
W01001633	2	dec02	1	dec01-highd	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	1	dec01-highd	3	dec03
W01001634	3	dec03	3	dec03	4	dec04	4	dec04	2	dec02	4	dec04	4	dec04	1	dec01-highd	3	dec03
W01001635	10	dec10-lowd	9	dec09	8	dec08	9	dec09	10	dec10-lowd	4	dec04	9	dec09	8	dec08	10	dec10-lowd
W01001636	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	7	dec07	2	dec02	10	dec10-lowd
W01001637	9	dec09	8	dec08	9	dec09	8	dec08	9	dec09	8	dec08	6	dec06	2	dec02	8	dec08
W01001638	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	8	dec08	4	dec04	10	dec10-lowd
W01001639	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	3	dec03	7	dec07	7	dec07	10	dec10-lowd
W01001640	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	8	dec08	9	dec09	10	dec10-lowd
W01001641	9	dec09	9	dec09	7	dec07	9	dec09	10	dec10-lowd	2	dec02	6	dec06	9	dec09	10	dec10-lowd
W01001642	2	dec02	2	dec02	3	dec03	3	dec03	3	dec03	5	dec05	2	dec02	1	dec01-highd	1	dec01-highd
W01001643	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	2	dec02	9	dec09	2	dec02	1	dec01-highd	1	dec01-highd
W01001644	5	dec05	5	dec05	7	dec07	6	dec06	3	dec03	8	dec08	4	dec04	1	dec01-highd	4	dec04
W01001645	3	dec03	4	dec04	5	dec05	5	dec05	3	dec03	6	dec06	4	dec04	1	dec01-highd	2	dec02
W01001646	2	dec02	2	dec02	3	dec03	4	dec04	1	dec01-highd	4	dec04	2	dec02	1	dec01-highd	3	dec03
W01001647	5	dec05	5	dec05	7	dec07	9	dec09	5	dec05	2	dec02	3	dec03	1	dec01-highd	5	dec05
W01001648	5	dec05	6	dec06	7	dec07	5	dec05	4	dec04	7	dec07	7	dec07	1	dec01-highd	8	dec08
W01001649	5	dec05	7	dec07	7	dec07	7	dec07	4	dec04	1	dec01-highd	6	dec06	2	dec02	8	dec08
W01001650	4	dec04	3	dec03	4	dec04	3	dec03	2	dec02	5	dec05	7	dec07	7	dec07	5	dec05
W01001651	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	9	dec09	9	dec09	5	dec05	10	dec10-lowd
W01001652	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	9	dec09	2	dec02	8	dec08	5	dec05
W01001653	9	dec09	9	dec09	8	dec08	9	dec09	7	dec07	6	dec06	10	dec10-lowd	7	dec07	9	dec09
W01001654	8	dec08	7	dec07	7	dec07	8	dec08	6	dec06	8	dec08	7	dec07	5	dec05	8	dec08
W01001655	9	dec09	9	dec09	9	dec09	5	dec05	8	dec08	8	dec08	8	dec08	5	dec05	10	dec10-lowd
W01001657	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	7	dec07	4	dec04	10	dec10-lowd
W01001658	9	dec09	9	dec09	9	dec09	4	dec04	8	dec08	8	dec08	8	dec08	3	dec03	10	dec10-lowd
W01001659	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001660	2	dec02	1	dec01-highd	3	dec03	3	dec03	3	dec03	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd
W01001661	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	3	dec03	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001662	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	1	dec01-highd	2	dec02	1	dec01-highd
W01001663	3	dec03	2	dec02	4	dec04	4	dec04	2	dec02	9	dec09	3	dec03	7	dec07	3	dec03
W01001664	2	dec02	1	dec01-highd	2	dec02	3	dec03	2	dec02	7	dec07	1	dec01-highd	7	dec07	3	dec03
W01001665	4	dec04	3	dec03	5	dec05	2	dec02	4	dec04	7	dec07	5	dec05	6	dec06	6	dec06
W01001666	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	3	dec03	5	dec05	3	dec03
W01001667	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	5	dec05	1	dec01-highd
W01001668	2	dec02	1	dec01-highd	2	dec02	4	dec04	2	dec02	3	dec03	1	dec01-highd	4	dec04	4	dec04
W01001669	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001670	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	8	dec08	5	dec05	10	dec10-lowd
W01001671	4	dec04	4	dec04	4	dec04	3	dec03	4	dec04	7	dec07	4	dec04	3	dec03	7	dec07
W01001672	8	dec08	7	dec07	8	dec08	4	dec04	8	dec08	5	dec05	7	dec07	5	dec05	9	dec09
W01001673	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	10	dec10-lowd	7	dec07	9	dec09	8	dec08	10	dec10-lowd
W01001674	7	dec07	5	dec05	5	dec05	7	dec07	7	dec07	9	dec09	7	dec07	5	dec05	8	dec08
W01001675	6	dec06	6	dec06	5	dec05	6	dec06	6	dec06	10	dec10-lowd	5	dec05	1	dec01-highd	5	dec05
W01001676	3	dec03	3	dec03	4	dec04	4	dec04	3	dec03	10	dec10-lowd	1	dec01-highd	1	dec01-highd	2	dec02
W01001677	8	dec08	7	dec07	7	dec07	9	dec09	6	dec06	10	dec10-lowd	6	dec06	2	dec02	7	dec07
W01001678	3	dec03	2	dec02	3	dec03	6	dec06	4	dec04	6	dec06	2	dec02	2	dec02	6	dec06
W01001679	9	dec09	8	dec08	9	dec09	9	dec09	8	dec08	10	dec10-lowd	3	dec03	2	dec02	6	dec06
W01001680	6	dec06	5	dec05	6	dec06	8	dec08	6	dec06	10	dec10-lowd	4	dec04	1	dec01-highd	4	dec04
W01001681	2	dec02	1	dec01-highd	3	dec03	2	dec02	4	dec04	7	dec07	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001682	4	dec04	3	dec03	4	dec04	6	dec06	3	dec03	4	dec04	4	dec04	2	dec02	7	dec07
W01001683	6	dec06	5	dec05	7	dec07	7	dec07	7	dec07	8	dec08	5	dec05	1	dec01-highd	5	dec05
W01001684	6	dec06	6	dec06	6	dec06	6	dec06	5	dec05	8	dec08	7	dec07	1	dec01-highd	7	dec07
W01001685	3	dec03	2	dec02	3	dec03	5	dec05	4	dec04	8	dec08	1	dec01-highd	5	dec05	2	dec02
W01001686	4	dec04	4	dec04	4	dec04	3	dec03	7	dec07	8	dec08	1	dec01-highd	3	dec03	5	dec05
W01001687	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	4	dec04	8	dec08	1	dec01-highd	4	dec04	1	dec01-highd
W01001688	4	dec04	3	dec03	5	dec05	6	dec06	3	dec03	6	dec06	4	dec04	1	dec01-highd	7	dec07
W01001689	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	5	dec05	2	dec02	1	dec01-highd	2	dec02
