project_id	LSOA2011_GSS
mm.domus.SE597	E01032878
mm.domus.SE379	E01032797
mm.musa.004	E01026892
mm.ace.1138	E01008575
mm.domus.WA088	W01000098
mm.domus.NW166	E01033756
mm.domus.WM099	E01009281
mm.musa.303	E01031525
mm.wiki.359	E01030459
mm.domus.NW140	E01019115
mm.nimc.035	95WW20S2
mm.domus.SC190	S01007017
mm.ace.1197	E01008406
mm.domus.SE079	E01024471
mm.musa.304	E01032482
mm.domus.YH083	E01012942
mm.hha.056	E01022205
mm.wiki.250	E01025837
mm.domus.SW126	E01020454
mm.domus.WM029	E01031229
mm.musa.305	E01003935
mm.domus.SC282	S01007595
mm.domus.YH142	E01027636
mm.wiki.074	E01019832
mm.ace.1133	E01019877
mm.hha.004	E01016328
mm.domus.SE519	E01023969
mm.misc.075	S01009029
mm.wiki.232	E01024613
mm.ace.1162	E01033264
mm.domus.NE055	E01008397
mm.domus.YH024	E01007865
mm.musa.306	E01029262
mm.hha.048	E01020541
mm.domus.SW125	E01020546
mm.misc.097	E01020542
mm.aim.0877	E01030491
mm.musa.307	E01004660
mm.domus.EM057	E01032522
mm.domus.SC040	S01012387
mm.domus.SC039	S01012398
mm.domus.SC306	S01012407
mm.domus.YH112	E01010934
mm.domus.NE029	E01008252
mm.hha.107	E01028851
mm.musa.308	E01017296
mm.domus.SE346	E01021002
mm.domus.WM100	E01029701
mm.wiki.044	E01018894
mm.domus.SE115	E01026782
mm.aim.0881	E01029070
mm.wiki.276	E01007126
mm.aim.0882	E01024452
mm.domus.SC316	S01011435
mm.ace.333	E01028946
mm.domus.WM006	E01028946
mm.domus.WM136	E01029711
mm.wiki.026	E01018329
mm.domus.SW156	E01019956
mm.musa.310	E01024124
mm.domus.NW082	E01018624
mm.domus.YH144	E01027633
mm.domus.SE132	
mm.wiki.251	E01025913
mm.domus.SE570	E01000914
mm.musa.311	E01017300
mm.aim.0625	E01019620
mm.domus.SC246	S01012381
mm.domus.SE536	E01024803
mm.musa.312	E01024582
mm.musa.313	E01024608
mm.domus.NW176	E01019383
mm.hha.168	S01011807
mm.mgs.288	S01011807
mm.domus.SC191	S01007284
mm.domus.YH169	E01012966
mm.fcm.230	S01010683
mm.hha.127	E01012981
mm.domus.SE345	E01032730
mm.mgs.346	S01012131
mm.domus.SE537	E01024009
mm.aim82M.040	E01022221
mm.aim.0892	E01010064
mm.domus.YH115	E01010949
mm.domus.NW106	E01004924
mm.ace.1094	E01006824
mm.wiki.034	E01018925
mm.fcm.231	E01033595
mm.domus.EM075	E01025937
mm.domus.SW224	E01022449
mm.domus.SE072	E01021649
mm.domus.SE160	E01033595
mm.domus.WM132	E01009358
mm.domus.SW158	E01022347
mm.aim.0898	E01028823
mm.domus.SE452	E01017142
mm.aim.0900	E01019239
mm.hha.083	E01030260
mm.wiki.330	E01014424
mm.domus.SW164	E01029334
mm.musa.314	E01029112
mm.domus.SW190	E01029285
mm.domus.SW124	E01029284
mm.domus.SW123	E01032627
mm.domus.NI013	95BB23S2
mm.hha.180	S01007904
mm.wiki.172	E01003040
mm.aim82NM.113	E01030286
mm.domus.NE076	E01008686
mm.aim.0907	E01020199
mm.fcm.232	E01024379
mm.domus.SE060	E01003914
mm.domus.SW171	E01020137
mm.domus.EM060	E01013882
mm.domus.NW094	E01025414
mm.domus.NE030	E01008596
mm.musa.316	E01019305
mm.aim82NM.118	S01009018
mm.domus.WA063	W01000920
mm.domus.WA071	W01001003
mm.ace.1144	E01007527
mm.ace.1119	E01007736
mm.domus.SE277	E01017140
mm.domus.SE279	E01032748
mm.wiki.104	E01012989
mm.domus.SE246	E01015840
mm.domus.SE195	E01015895
mm.wiki.140	E01015866
mm.domus.SE492	E01015851
mm.aim82NM.115	E01006969
mm.domus.SE343	E01017123
mm.wiki.173	E01003462
mm.hha.098	E01027050
mm.domus.SE430	E01030282
mm.misc.123	E01030282
mm.ace.1275	E01032995
mm.domus.NW171	E01006739
mm.domus.SE422	E01030736
mm.wiki.174	E01004736
mm.domus.SE606	E01024701
mm.domus.WM092	E01014293
mm.domus.SC193	S01010208
mm.domus.NI020	95KK08W1
mm.domus.YH138	E01033104
mm.aim82M.041	E01031845
mm.domus.SW127	E01033350
mm.domus.SW184	E01018852
mm.aim.0931	E01023675
mm.misc.124	E01023729
mm.Mus70Cal.027	S01009723
mm.domus.SC255	S01009736
mm.domus.SC245	S01009723
mm.domus.SW076	E01020094
mm.musa.319	W01000245
mm.musa.320	E01024047
mm.domus.SE461	E01023042
mm.ace.1211	E01032740
mm.musa.321	E01032740
mm.misc.157	S01008679
mm.domus.WA087	W01001729
mm.aim.0926	E01031760
mm.domus.NW142	E01006872
mm.musa.322	E01019012
mm.fcm.235	E01026756
mm.musa.323	E01014010
mm.domus.WM017	E01031316
mm.aim.0925	E01026134
mm.aim82NM.114	E01007787
mm.domus.SE188	E01024237
mm.domus.NW156	
mm.hha.027	E01031617
mm.musa.325	E01008551
mm.musa.326	E01018849
mm.domus.SW203	E01018990
mm.domus.SC133	S01010262
mm.domus.SE504	E01018187
mm.domus.SW091	E01020018
mm.wiki.170	E01032739
mm.domus.SE104	E01033438
mm.aim82NM.091	
mm.mgs.333	S01006506
mm.domus.SC268	S01012267
mm.ace.1285	E01026782
mm.musa.327	E01003013
mm.wiki.462	S01007202
mm.misc.197	W01000304
mm.misc.178	E01020389
mm.domus.SE361	E01030800
mm.mgs.384	S01010678
mm.domus.WM104	E01029736
mm.MDN.033	E01029701
mm.domus.WM101	E01029711
mm.domus.SE360	E01018025
mm.ace.1183	E01005758
mm.fcm.239	E01026776
mm.aim82M.042	E01026351
mm.domus.EM030	E01026351
mm.domus.SE558	E01031736
mm.hha.090	E01025808
mm.domus.SE359	E01016532
mm.wiki.117	E01016899
mm.musa.328	E01022085
mm.hha.028	E01031507
mm.hha.057	E01022466
mm.aim.0936	E01020408
mm.domus.SW069	E01032716
mm.wiki.242	E01025098
mm.domus.SE496	E01000196
mm.domus.NE031	E01008488
mm.domus.SE358	E01023758
mm.misc.154	S01007935
mm.domus.SE357	E01031684
mm.domus.SC192	S01013063
mm.hha.049	E01020433
mm.domus.NW192	E01005870
mm.domus.NW018	E01005766
mm.domus.NW017	E01005870
mm.domus.SE356	E01015738
mm.wiki.006	E01017442
mm.aim.0941	E01024163
mm.wiki.429	W01000035
mm.misc.159	E01031979
mm.wiki.365	E01031308
mm.musa.329	E01025687
mm.wiki.313	E01028678
mm.domus.WA006	W01000062
mm.aim.0943	E01017449
mm.domus.NW163	E01019356
mm.domus.SW221	E01032036
mm.misc.125	E01021902
mm.hha.007	E01032960
mm.domus.SC307	S01007357
mm.hha.184	W01001925
mm.domus.SE105	E01026823
mm.domus.SC065	S01007487
mm.hha.010	E01022492
mm.wiki.366	E01031188
mm.aim82M.043	E01031229
mm.aim82NM.116	S01011871
mm.domus.SC194	S01010811
mm.ace.1258	E01003880
mm.domus.YH136	E01033109
mm.wiki.016	E01018054
mm.domus.NW068	E01018373
mm.domus.SC195	S01011804
mm.wiki.290	E01026510
mm.ace.1103	E01019415
mm.wiki.045	E01018771
mm.domus.SW167	E01020459
mm.domus.EM086	E01019612
mm.wiki.352	E01029920
mm.misc.036	E01029918
mm.hha.058	E01022463
mm.domus.NW104	E01006525
mm.domus.SE354	E01029901
mm.wiki.354	E01030211
mm.ace.1252	E01033047
mm.wiki.353	E01030199
mm.hha.105	E01013990
mm.domus.EM006	E01027306
mm.domus.SC196	S01011597
mm.domus.NE032	E01008836
mm.aim82NM.010	E01013081
mm.aim.0951	E01033239
mm.ace.1122	E01014133
mm.mgs.301	S01008683
mm.aim.0338	E01030624
mm.domus.SE353	E01030802
mm.wiki.360	E01030478
mm.domus.SE456	E01020910
mm.musa.332	E01021200
mm.misc.126	E01033448
mm.domus.SE523	E01001735
mm.hha.128	E01027601
mm.aim.0956	E01026774
mm.domus.SE135	E01026455
mm.ace.1096	E01028504
mm.musa.334	E01027764
mm.domus.SW169	E01020482
mm.aim.1206	E01020479
mm.misc.016	W01000849
mm.domus.WA033	W01001938
mm.domus.SW070	E01032715
mm.domus.SE352	E01028762
mm.wiki.430	W01000022
mm.hha.002	E01002686
mm.domus.WA099	W01000159
mm.wiki.300	E01027353
mm.domus.WA010	W01000118
mm.domus.NW143	E01018598
mm.wiki.431	W01000038
mm.wiki.017	E01018152
mm.domus.SC269	S01009022
mm.domus.SC273	S01009018
mm.domus.SC197	S01010755
mm.domus.SC290	S01008679
mm.aim82NM.120	S01012483
mm.wiki.087	E01020312
mm.domus.NW189	E01005948
mm.domus.WM024	E01029835
mm.domus.NE048	E01008441
mm.domus.SE565	E01031539
mm.domus.SC198	S01012412
mm.domus.SW131	E01020493
mm.misc.107	E01014148
mm.mgs.282	S01010748
mm.domus.SE017	E01004745
mm.domus.NW099	E01033756
mm.ace.1136	E01003934
mm.domus.SW170	E01019012
mm.domus.EM090	E01026054
mm.domus.NW180	E01018648
mm.ace.1154	E01020331
mm.mgs.372	S01007694
mm.musa.335	E01020519
mm.aim82M.044	E01012336
mm.musa.337	W01000531
mm.domus.SW103	E01020269
mm.domus.SW207	E01019005
mm.domus.YH007	E01011420
mm.domus.WM009	E01032213
mm.domus.WA064	W01000620
mm.musa.339	S01010266
mm.domus.SE372	E01024024
mm.misc.148	E01020519
mm.domus.SW181	E01022220
mm.wiki.146	E01022459
mm.domus.SW135	E01022459
mm.domus.YH073	E01011677
mm.ace.1210	E01028669
mm.musa.340	E01004291
mm.domus.SE371	E01016328
mm.musa.154	E01022092
mm.wiki.424	95YY10W1
mm.domus.WM025	E01032343
mm.domus.SW107	E01014377
mm.aim.0981	E01018661
mm.aim.0952	E01030758
mm.domus.NI024	95CC05W1
mm.aim82NM.007	E01027919
mm.wiki.301	E01027365
mm.aim82NM.019	E01020245
mm.domus.NW002	E01019280
mm.wiki.272	E01033756
mm.MDN.017	95GG39S1
mm.aim.0994	E01025699
mm.domus.SW197	E01033233
mm.aim.1153	E01029078
mm.misc.149	S01009030
mm.domus.EM083	E01025788
mm.aim82M.008	E01032739
mm.misc.046	E01018326
mm.misc.062	E01029503
mm.aim.1004	E01026057
mm.domus.SC299	S01011072
mm.aim.1005	E01031748
mm.misc.076	E01011147
mm.misc.022	E01024010
mm.wiki.495	S01012406
mm.domus.SW017	E01018936
mm.wiki.478	S01010791
mm.aim.1017	E01021240
mm.domus.SE421	E01017469
mm.aim.1020	E01033490
mm.domus.WM074	E01014076
mm.aim.1022	E01030712
mm.aim.1023	E01003110
mm.domus.SE076	E01002820
mm.misc.100	W01000613
mm.ace.1214	E01032761
mm.ace.324	E01026122
mm.misc.133	W01000507
mm.domus.WM011	E01033249
mm.misc.162	E01012981
mm.mald.007	W01000003
mm.misc.008	E01027785
mm.ace.1225	E01027707
mm.aim.1026	E01009615
mm.domus.YH052	E01027577
mm.aim.1031	E01019080
mm.misc.066	S01007524
mm.aim.1036	E01004511
mm.wiki.432	W01001943
mm.misc.010	E01017337
mm.aim.1040	E01014285
mm.domus.NW038	E01025295
mm.domus.YH151	E01010967
mm.aim.1042	E01030094
mm.domus.SE506	E01002791
mm.aim.1097	E01020467
mm.domus.SE020	E01001642
mm.domus.SE505	E01018300
mm.aim.1051	E01025559
mm.domus.WM057	E01032182
mm.domus.SE370	E01000937
mm.musa.341	S01008677
mm.domus.NW115	E01005027
mm.ace.1254	E01004293
mm.domus.SE001	E01003013
mm.wiki.382	E01011920
mm.mgs.343	S01008868
mm.domus.YH061	E01027770
mm.domus.NW039	E01012681
mm.ace.1123	E01023263
mm.aim.1068	
mm.domus.EM105	E01032867
mm.domus.SE562	E01023263
mm.wiki.448	W01000477
mm.aim.1071	S01013112
mm.ace.1247	E01006513
mm.wiki.387	E01033694
mm.hha.110	E01029788
mm.aim82NM.056	E01019630
mm.domus.SW160	E01014812
mm.mgs.383	S01007310
mm.ace.1148	E01027479
mm.ace.380	E01017469
mm.mgs.390	S01010707
mm.domus.SC178	S01010569
mm.musa.342	S01007387
mm.misc.005	E01016569
mm.aim.1080	E01030980
mm.aim.1082	E01016711
mm.musa.343	E01024379
mm.wiki.055	E01019305
mm.domus.SE058	E01004735
mm.domus.NI010	95PP20W1
mm.domus.SC305	S01007563
mm.aim.1089	E01028997
mm.domus.SC037	S01012307
mm.domus.SC011	S01012255
mm.misc.088	E01033553
mm.aim.1091	E01001932
mm.aim.1093	E01033756
mm.aim.1095	E01024450
mm.domus.YH069	E01013362
mm.wiki.481	S01010790
mm.wiki.013	E01017984
mm.domus.NE001	E01033554
mm.ace.1198	E01030964
mm.domus.SE319	E01002566
mm.ace.1246	E01032685
mm.aim82M.057	E01019225
mm.fcm.155	E01031229
mm.domus.NW145	E01005062
mm.wiki.014	E01018202
mm.domus.SE337	E01017034
mm.domus.SC232	S01007705
mm.aim.1111	E01030059
mm.domus.SC022	S01007259
mm.wiki.399	E01031863
mm.domus.SW057	E01022459
mm.domus.WM007	E01032282
mm.misc.032	E01024670
mm.misc.044	E01025913
mm.aim.1115	E01032643
mm.aim82NM.074	E01024732
mm.wiki.139	E01021327
mm.aim.1117	E01026741
mm.aim.1196	E01021656
mm.aim.1121	S01009746
mm.misc.072	E01020368
mm.wiki.422	95MM27S1
mm.domus.EM047	E01027135
mm.domus.SE445	E01002704
mm.aim.1131	E01030474
mm.domus.SC171	S01007515
mm.domus.SE082	E01002566
mm.wiki.426	95YY20W1
mm.aim.1136	E01032897
mm.aim.1138	E01028312
mm.misc.007	E01016711
mm.misc.120	E01023481
mm.misc.015	E01033406
mm.musa.344	S01013080
mm.domus.SE605	E01026625
mm.ace.1181	E01010363
mm.aim.1142	W01001930
mm.ace.1097	E01033342
mm.misc.070	
mm.aim.1147	E01021738
mm.domus.SE236	E01031486
mm.misc.011	E01024991
mm.mgs.290	S01007020
mm.aim.1151	S01006869
mm.wiki.264	E01013253
mm.misc.012	E01018624
mm.mgs.368	S01007324
mm.ace.1267	E01017469
mm.aim.1156	E01033023
mm.aim.1157	E01009119
mm.ace.1125	E01033623
mm.wiki.088	E01020199
mm.domus.SC138	S01008685
mm.ace.1160	E01018005
mm.aim.1161	E01000920
mm.aim82NM.105	E01024244
mm.musa.345	E01027033
mm.domus.SW086	E01020428
mm.domus.YH103	E01033070
mm.domus.EM098	E01019455
mm.aim.1166	E01019088
mm.aim.1169	E01004054
mm.musa.346	E01004736
mm.musa.347	S01008686
mm.hha.001	E01001641
mm.domus.EM055	E01028339
mm.misc.083	E01029341
mm.ace.1241	E01029576
mm.misc.128	E01030058
mm.domus.WA060	W01000492
mm.domus.SC291	S01008673
mm.aim82NM.095	E01016591
mm.domus.SW112	E01032022
mm.ace.1159	E01017768
mm.aim82NM.096	S01011328
mm.wiki.230	E01033211
mm.ace.1253	E01013254
mm.wiki.169	E01004687
mm.aim.1186	W01001195
mm.domus.SE046	E01017142
mm.mgs.348	S01008769
mm.domus.SW128	E01032022
mm.aim.1189	S01012018
mm.domus.SE603	E01024078
mm.aim.1194	E01022262
mm.domus.SW109	E01032659
mm.domus.SE134	E01026770
mm.wiki.005	E01017412
mm.wiki.421	95MM28W1
mm.wiki.269	E01026260
mm.MDN.034	E01029759
mm.domus.WM008	E01029530
mm.domus.YH107	E01033006
mm.domus.YH148	E01013054
mm.domus.SC063	S01007526
mm.aim.1202	E01031631
mm.aim.1203	E01028521
mm.aim.1205	E01033446
mm.mgs.299	S01010387
mm.wiki.451	W01000451
mm.aim.1209	E01026788
mm.misc.129	E01030211
mm.aim.1210	E01027050
mm.ace.1176	E01003823
mm.domus.WM046	E01032178
mm.misc.099	E01013063
mm.ace.1141	E01013242
mm.misc.068	E01020979
mm.misc.147	E01032644
mm.aim.1215	E01003896
mm.domus.SC263	S01011228
mm.domus.NW148	E01006747
mm.domus.EM032	E01026092
mm.aim.1217	E01007022
mm.domus.SE550	E01022546
mm.domus.SE096	E01004714
mm.domus.NW128	E01018329
mm.wiki.400	E01032068
mm.domus.NW139	E01033281
mm.wiki.212	E01017334
mm.ace.713	E01026741
mm.misc.136	E01032692
mm.aim.0976	E01003403
mm.domus.SE560	E01028807
mm.aim.1230	E01032052
mm.ace.1268	E01028336
mm.ace.1113	E01027706
mm.wiki.073	E01019609
mm.mgs.147	S01008674
mm.domus.SW176	E01032014
mm.ace.1104	E01033561
mm.domus.SC199	S01012297
mm.domus.YH105	E01027630
mm.musa.349	S01007654
mm.wiki.086	E01020152
mm.aim82M.045	E01018758
mm.domus.SW136	E01014963
mm.domus.SE369	E01015617
mm.wiki.502	E01026053
mm.misc.163	E01027707
mm.aim.1245	E01023851
mm.wiki.058	E01019106
mm.hha.102	E01028378
mm.domus.SE368	E01015959
mm.mgs.357	S01010809
mm.domus.YH004	E01011468
mm.mgs.371	S01010811
mm.aim.0227	S01010504
mm.musa.350	E01016004
mm.ace.413	E01026624
mm.wiki.203	E01014005
mm.domus.YH162	E01013221
mm.domus.SE367	E01024231
mm.aim.1246	E01020183
mm.domus.SC227	S01010771
mm.domus.NE065	E01020802
mm.mald.148	W01000673
mm.aim82NM.121	S01012402
mm.domus.SW222	E01029180
mm.wiki.373	E01010076
mm.musa.351	E01021725
mm.hha.088	E01019611
mm.misc.048	S01010649
mm.wiki.444	W01001579
mm.hha.021	E01030831
mm.hha.040	E01020048
mm.domus.SW137	E01020052
mm.musa.352	E01026784
mm.wiki.386	E01010983
mm.domus.SC226	S01007526
mm.domus.SC025	S01006828
mm.mgs.325	S01006589
mm.musa.353	E01018908
mm.domus.SE110	E01026625
mm.Mus70Cal.009	S01010144
mm.domus.WA096	W01000130
mm.musa.354	E01020540
mm.domus.SE366	E01028767
mm.domus.YH010	E01011008
mm.domus.SE117	E01028713
mm.aim82NM.122	E01025331
mm.misc.059	
mm.misc.164	S01011828
mm.domus.SC239	S01011045
mm.aim82NM.123	E01004802
mm.aim82M.060	E01021414
mm.domus.SW102	E01033236
mm.aim82M.046	E01015190
mm.wiki.466	S01007288
mm.domus.SW138	E01015267
mm.domus.SW139	E01015261
mm.domus.SW140	E01020305
mm.domus.SW141	E01020183
mm.aim82M.047	E01020180
mm.domus.NW118	E01005484
mm.misc.144	E01020936
mm.domus.NI014	95MM28W1
mm.wiki.018	E01018226
mm.musa.356	E01028522
mm.wiki.401	E01031967
mm.domus.SE112	E01026699
mm.domus.NW074	E01024904
mm.domus.NW177	E01019375
mm.domus.SE373	E01020935
mm.domus.YH109	E01008047
mm.wiki.390	E01010865
mm.hha.157	S01012262
mm.domus.SE598	E01033383
mm.domus.YH155	E01013366
mm.fcm.254	S01010512
mm.mald.149	W01001481
mm.domus.WA052	W01001913
mm.mald.151	W01000513
mm.wiki.010	E01017728
mm.domus.NW090	E01006349
mm.hha.189	W01001575
mm.domus.SW204	E01018831
mm.hha.033	E01018845
mm.domus.SC301	S01012292
mm.aim.1255	E01023425
mm.domus.SW142	E01019001
mm.mald.155	W01000527
mm.domus.SW120	E01032086
mm.domus.SE136	E01026698
mm.domus.NE067	E01033484
mm.misc.082	E01024678
mm.ace.1283	E01033248
mm.domus.SE278	E01032748
mm.mald.152	W01000620
mm.misc.158	E01031234
mm.domus.SC240	S01011088
mm.misc.142	S01007412
mm.domus.NW021	E01019204
mm.domus.SE374	E01024823
mm.musa.360	W01001116
mm.domus.YH108	E01033266
mm.aim.1261	E01003895
mm.musa.361	E01006328
mm.domus.NW044	E01032485
mm.hha.068	E01017546
mm.MDN.028	E01029464
mm.domus.SC266	S01012253
mm.fcm.257	E01004735
mm.aim.1263	E01023230
mm.misc.042	W01000049
mm.domus.WA098	W01000189
mm.fcm.258	W01000597
mm.domus.SE074	E01021649
mm.domus.WA097	W01000189
mm.wiki.361	E01008560
mm.domus.NE051	E01008558
mm.domus.SE509	E01003186
mm.domus.SE334	E01033090
mm.domus.WM041	E01009340
mm.wiki.274	E01007126
mm.domus.SE062	E01000854
mm.domus.SE429	E01000854
mm.hha.041	E01020221
mm.domus.SC303	S01009027
mm.ace.1167	E01033006
mm.domus.SC200	S01010690
mm.domus.NI015	95YY10W1
mm.MDN.020	95SS23S2
mm.domus.NI016	95XX14W1
mm.domus.NI017	95GG12S1
mm.MDN.022	95GG37S1
mm.aim.0001	E01017528
mm.aim.1267	E01033350
mm.domus.SE381	E01032797
mm.mgs.093	S01006669
mm.domus.SC221	S01006669
mm.domus.SC217	S01007641
mm.domus.SC300	S01007691
mm.domus.SC223	S01007691
mm.mgs.369	S01007691
mm.domus.SE589	E01021736
mm.domus.YH106	E01012914
mm.domus.NE056	E01008397
mm.ace.1237	E01013975
mm.domus.SE389	E01028522
mm.ace.1255	E01032907
mm.mald.154	W01001264
mm.domus.SC208	S01009722
mm.mgs.316	S01009736
mm.domus.SC222	S01013083
mm.musa.016	E01021071
mm.ace.436	E01009671
mm.domus.WM037	E01009671
mm.mgs.296	S01012414
mm.mgs.295	S01012414
mm.aim.1274	E01002253
mm.domus.SE559	E01031508
mm.domus.NI026	95TT15W1
mm.ace.1090	E01031194
mm.ace.1102	E01016613
mm.domus.SC201	S01009027
mm.musa.362	95OO03W1
mm.domus.EM027	E01026167
mm.domus.WA037	W01001597
mm.mald.157	W01000086
mm.ace.1155	E01004259
mm.domus.SE182	E01028756
mm.aim.1281	W01001061
mm.domus.SE063	E01000102
mm.musa.363	E01003690
mm.wiki.046	E01019077
mm.musa.364	E01020199
mm.domus.SE398	E01017363
mm.domus.SE364	E01023745
mm.domus.SE397	E01004412
mm.domus.SE168	E01002819
mm.domus.SW050	E01014370
mm.Mus70Cal.024	E01033406
mm.domus.YH018	E01011092
mm.mgs.366	S01008676
mm.wiki.177	E01033704
mm.fcm.262	E01028349
mm.domus.NE016	E01027484
mm.wiki.096	E01020840
mm.musa.366	E01014060
mm.wiki.103	E01013087
mm.musa.368	E01017720
mm.domus.YH122	E01011920
mm.Mus70Cal.023	E01027706
mm.domus.NW101	E01006648
mm.domus.SE395	E01028676
mm.domus.NE073	E01027447
mm.domus.SE501	E01024253
mm.domus.WM049	E01010368
mm.domus.WM047	E01010368
mm.aim.1289	E01004448
mm.domus.SE561	E01022054
mm.musa.369	E01015950
mm.musa.370	E01030471
mm.domus.SE480	E01003374
mm.domus.SE066	E01004509
mm.misc.134	E01020320
mm.domus.SE330	E01015740
mm.domus.SE435	E01023514
mm.domus.SW145	E01020485
mm.misc.139	E01010997
mm.domus.SW041	E01032103
mm.ace.1187	E01033459
mm.aim82M.048	E01031658
mm.domus.NW098	E01033300
mm.aim.1295	E01033300
mm.mgs.404	S01011831
mm.wiki.278	E01007269
mm.domus.WM018	E01031317
mm.domus.WM122	E01008982
mm.domus.WM016	E01031324
mm.domus.WM019	E01031252
mm.domus.WM085	E01031317
mm.domus.NE035	E01008880
mm.domus.NE072	E01008845
mm.wiki.331	E01029341
mm.domus.SW146	E01029341
mm.wiki.019	E01018298
mm.wiki.483	S01010774
mm.musa.371	E01028647
mm.domus.WM093	E01014075
mm.domus.SE400	E01023879
mm.domus.SE159	E01030478
mm.wiki.047	E01018989
mm.domus.SE405	E01031477
mm.domus.NE061	E01020889
mm.domus.NW067	E01018703
mm.wiki.241	E01033281
mm.domus.SC202	S01011654
mm.domus.NW069	E01024909
mm.musa.372	E01031145
mm.domus.WM075	E01014236
mm.domus.WM111	E01010096
mm.domus.WA067	E01020936
mm.Mus70Cal.021	E01001604
mm.musa.373	E01000852
mm.musa.374	E01031250
mm.domus.EM061	E01027349
mm.wiki.147	E01022211
mm.wiki.332	E01029316
mm.domus.SW115	E01029078
mm.wiki.487	S01011227
mm.aim82NM.125	W01001904
mm.wiki.323	E01028927
mm.domus.WA089	E01032740
mm.wiki.446	W01000916
mm.mald.158	W01000527
mm.misc.017	W01000773
mm.musa.376	W01000460
mm.domus.SE051	E01023970
mm.aim82M.061	S01009543
mm.wiki.204	E01014016
mm.domus.WM067	E01009500
mm.Mus70Cal.026	E01032921
mm.aim.1300	E01020558
mm.domus.SE084	E01016347
mm.musa.377	E01016888
mm.misc.064	E01018987
mm.domus.SE250	E01024124
mm.wiki.185	E01003489
mm.domus.SC203	S01010522
mm.domus.SC272	S01011313
mm.aim.1304	E01007281
mm.MDN.024	E01009382
mm.domus.NW083	E01018615
mm.aim82NM.127	E01029330
mm.domus.SW002	E01029336
mm.ace.1251	E01030135
mm.mald.159	W01000688
mm.domus.SE517	E01017918
mm.domus.SE404	E01022723
mm.musa.379	E01033752
mm.domus.SE255	E01023252
mm.domus.SE067	E01004733
mm.domus.SW121	E01014800
mm.ace.1263	E01029670
mm.domus.YH020	E01008067
mm.hha.059	E01022206
mm.domus.SW228	E01029139
mm.fcm.270	S01011832
mm.mgs.358	S01010791
mm.domus.SW223	E01032061
mm.aim82NM.128	E01019312
mm.aim.1308	E01020581
mm.domus.SW147	E01020516
mm.musa.380	E01020581
mm.musa.367	W01000480
mm.aim.1309	E01019506
mm.domus.SW133	E01019075
mm.domus.SE380	E01032797
mm.domus.SC308	S01013360
mm.ace.1227	E01027865
mm.wiki.307	E01027869
mm.domus.YH091	E01027870
mm.ace.1242	E01028891
mm.aim.1312	E01022564
mm.aim82NM.129	E01028991
mm.wiki.178	E01003806
mm.domus.SE403	E01024245
mm.ace.1190	E01004111
mm.domus.NI009	95HH01W1
mm.aim.0317	E01001412
mm.domus.SC205	S01007511
mm.wiki.468	S01007511
mm.hha.111	E01029570
mm.wiki.494	S01012355
mm.domus.SE215	E01024070
mm.hha.060	E01022216
mm.domus.SE402	E01018101
mm.domus.NW144	E01005209
mm.aim.1315	E01025360
mm.mgs.364	S01010781
mm.aim.1316	E01012394
mm.domus.NW089	E01006349
mm.domus.WM135	E01010550
mm.misc.102	E01025991
mm.wiki.252	E01025992
mm.domus.YH135	E01033104
mm.aim82NM.130	S01007304
mm.ace.1271	E01013254
mm.domus.WM050	E01010342
mm.aim.1318	E01013957
mm.wiki.253	E01032873
mm.wiki.355	E01030286
mm.domus.SC019	S01007214
mm.domus.SE065	E01004460
mm.wiki.314	E01028723
mm.domus.NW058	E01007155
mm.aim.1090	E01006751
mm.domus.SE220	E01022503
mm.wiki.427	95ZZ15W1
mm.aim.1322	E01032038
mm.domus.SW113	E01031942
mm.domus.SW153	E01031872
mm.domus.SW105	E01031856
mm.domus.SE399	E01003461
mm.domus.SE406	E01003464
mm.domus.SE541	E01018275
mm.wiki.334	E01029227
mm.domus.SW148	E01022463
mm.domus.SW168	E01022464
mm.domus.SE409	E01021101
mm.musa.386	E01023264
mm.domus.SE254	E01023264
mm.aim.1326	E01023264
mm.misc.003	E01026636
mm.domus.NW087	E01019395
mm.mald.160	W01001385
mm.domus.SE156	E01016558
mm.wiki.008	E01016567
mm.fcm.274	E01031727
mm.musa.387	E01012138
mm.aim.1329	E01033631
mm.domus.EM102	E01019636
mm.wiki.279	E01007126
mm.musa.388	E01007126
mm.domus.SE408	E01033112
mm.fcm.275	E01020936
mm.domus.YH092	E01013082
mm.hha.069	E01017451
mm.domus.SE592	E01017452
mm.aim82M.049	E01026718
mm.hha.050	E01020433
mm.musa.389	E01027337
mm.domus.EM018	E01013977
mm.wiki.409	E01013980
mm.wiki.291	E01026733
mm.domus.WM013	E01010521
mm.fcm.276	E01010521
mm.domus.SE407	E01030211
mm.hha.061	E01022350
mm.domus.SE567	E01024038
mm.aim.1335	E01025213
mm.domus.YH086	E01027804
mm.domus.EM110	E01026119
mm.domus.NE063	E01027542
mm.domus.NE064	E01027540
mm.wiki.186	E01001586
mm.domus.SE410	E01030089
mm.misc.039	E01022183
mm.domus.EM089	E01026331
mm.domus.WM010	E01032282
mm.domus.WM027	E01032387
mm.ace.1207	E01032312
mm.domus.WM087	E01009889
mm.domus.NW178	E01019088
mm.aim.1342	E01019124
mm.Mus70Cal.030	E01028068
mm.domus.NW100	E01006648
mm.musa.390	E01019914
mm.domus.NW133	E01006832
mm.wiki.308	E01027630
