project.id	LAD2011_GSS
mm.domus.SC159	S12000017
mm.domus.YH125	E07000167
mm.domus.WM079	E07000235
mm.domus.NW008	E08000003
mm.domus.NW071	E08000003
mm.aim.0578	E08000003
mm.ace.1169	E08000003
mm.domus.NW061	E08000003
mm.aim.0579	E08000009
mm.hha.155	S12000026
mm.musa.215	E07000074
mm.aim.1197	E07000223
mm.musa.216	E07000086
mm.domus.YH039	E08000032
mm.domus.SE446	E07000204
mm.domus.EM058	E07000153
mm.domus.EM042	E07000174
mm.aim.0581	E07000116
mm.fcm.158	
mm.domus.NW155	
mm.wiki.312	E07000179
mm.musa.217	E06000019
mm.hha.047	E07000052
mm.domus.YH165	E08000019
mm.domus.SW183	E06000052
mm.domus.SE472	E09000027
mm.domus.SE335	E07000010
mm.mald.082	W06000012
mm.wiki.227	E07000114
mm.domus.NE036	E06000003
mm.domus.SC215	S12000033
mm.domus.SW008	E06000023
mm.aim.0583	E07000091
mm.domus.SE107	E07000145
mm.domus.NW050	E07000121
mm.domus.SE149	E07000073
mm.hha.122	E07000165
mm.domus.SW239	E07000040
mm.wiki.320	E06000051
mm.domus.SW060	E06000054
mm.domus.SE338	E09000014
mm.domus.SE425	E07000223
mm.aim.0588	E07000007
mm.wiki.102	E06000010
mm.fcm.160	E07000146
mm.aim82M.053	E07000145
mm.wiki.348	E07000205
mm.aim.0589	E07000220
mm.domus.WM031	E07000221
mm.aim.1354	E06000052
mm.domus.SC148	S12000026
mm.domus.NW080	E07000026
mm.aim.0593	E07000198
mm.mgs.294	S12000034
mm.musa.219	E08000016
mm.wiki.270	E07000137
mm.aim82M.024	S12000006
mm.aim.0596	E09000033
mm.domus.SC053	S12000015
mm.domus.SC154	S12000028
mm.domus.SC162	S12000018
mm.aim82M.031	E07000242
mm.domus.EM108	E07000134
mm.wiki.114	E06000043
mm.musa.220	E07000079
mm.musa.222	E07000209
mm.aim82NM.079	E06000035
mm.wiki.491	S12000024
mm.hha.087	E07000039
mm.domus.SE546	E07000200
mm.hha.156	S12000026
mm.aim82NM.081	S12000026
mm.domus.EM070	E07000133
mm.aim.0599	W06000001
mm.aim.0600	E08000036
mm.hha.147	E08000014
mm.musa.223	E07000109
mm.domus.YH131	E07000165
mm.aim82NM.073	E07000120
mm.domus.YH074	E06000014
mm.domus.SW025	E06000026
mm.domus.SW061	E06000054
mm.domus.SE069	E07000071
mm.aim.0603	E08000014
mm.domus.NW103	E08000012
mm.musa.224	E07000116
mm.musa.225	E07000210
mm.aim.0604	E07000139
mm.domus.SC288	S12000015
mm.domus.SE575	E09000033
mm.wiki.039	E06000052
mm.musa.227	S12000024
mm.domus.SE426	E07000065
mm.musa.228	E06000014
mm.musa.229	E07000094
mm.ace.1249	E07000203
mm.wiki.285	E07000143
mm.aim.0606	E06000021
mm.domus.NE015	E06000002
mm.ace.203	E06000002
mm.ace.1146	E08000035
mm.musa.230	E07000035
mm.domus.WM052	E07000222
mm.aim82M.025	E06000051
mm.domus.EM052	E07000032
mm.domus.SE056	E07000201
mm.domus.SE600	E07000084
mm.domus.WA049	W06000009
mm.nimc.017	N09000002
mm.aim82M.027	E07000063
mm.domus.SE306	E06000056
mm.aim.1001	E07000146
mm.aim.0619	S12000040
mm.domus.NE044	E08000021
mm.wiki.404	E07000239
mm.domus.SE034	E07000241
mm.aim.0616	E07000197
mm.domus.EM054	E07000175
mm.domus.NW160	E07000029
mm.domus.SC235	S12000042
mm.wiki.220	E07000109
mm.domus.SE036	E06000042
mm.misc.169	E07000180
mm.domus.WA045	W06000006
mm.wiki.449	W06000023
mm.wiki.134	E07000071
mm.musa.235	E07000113
mm.aim82NM.075	E06000021
mm.hha.141	E07000026
mm.domus.SC012	S12000029
mm.aim82M.050	E09000033
mm.domus.SC285	S12000036
mm.domus.SC310	S12000036
mm.wiki.428	W06000001
mm.domus.SC163	S12000006
mm.hha.067	E06000056
mm.ace.1236	E07000134
mm.mald.086	W06000005
mm.domus.SW218	E06000054
mm.wiki.412	N09000002
mm.domus.SE530	E07000063
mm.aim82NM.076	E08000006
mm.domus.NE027	E08000024
mm.domus.WA027	W06000021
mm.domus.WA004	W06000021
mm.domus.SE128	
mm.domus.SW219	E07000189
mm.fcm.161	E07000189
mm.domus.SC164	S12000041
mm.domus.SC018	S12000041
mm.hha.174	S12000024
mm.wiki.342	E06000021
mm.domus.YH090	E08000035
mm.fcm.162	S12000020
mm.misc.020	E07000045
mm.mgs.360	S12000036
domus.NE043	E06000057
mm.musa.240	E07000181
mm.wiki.085	E07000043
mm.domus.SW068	E07000047
mm.wiki.040	E06000052
mm.domus.WM137	E07000196
mm.mgs.337	S12000039
mm.domus.SE549	E07000093
mm.misc.019	E06000050
mm.mgs.386	S12000024
mm.domus.SW150	E06000052
mm.nimc.006	N09000011
mm.hha.183	S12000035
mm.musa.241	E07000207
mm.musa.242	E07000077
mm.MDN.031	E07000195
mm.domus.SE427	E07000204
mm.aim.0628	E06000057
mm.wiki.035	E06000052
mm.domus.EM092	E07000171
mm.fcm.163	E07000032
mm.domus.EM107	E07000139
mm.ace.1256	E06000023
mm.domus.SE011	E07000242
mm.domus.WM035	E06000051
mm.domus.SC261	S12000035
mm.wiki.413	N09000010
mm.hha.142	E07000029
mm.ace.1105	E07000147
mm.aim.0791	E06000052
mm.aim82M.028	
mm.domus.SC166	S12000036
mm.wiki.009	E06000023
mm.nimc.038	N09000001
mm.domus.SC167	S12000013
mm.domus.SC251	S12000013
mm.domus.SW134	E07000082
mm.domus.SC253	S12000013
mm.domus.SC252	S12000013
mm.domus.SC313	S12000024
mm.aim82NM.119	E07000063
mm.wiki.025	E06000050
mm.misc.056	E06000040
mm.domus.NE058	E08000021
mm.domus.SE378	E07000008
mm.domus.SW205	E07000093
mm.domus.SE003	E07000093
mm.ace.1292	E09000027
mm.domus.YH163	E06000011
mm.domus.SW075	E07000043
mm.domus.SW162	E06000022
mm.domus.SW096	E06000022
mm.aim.0220	E06000022
mm.aim.1119	E06000041
mm.aim82NM.077	E06000022
mm.aim.0639	E09000020
mm.aim.0641	E07000043
mm.domus.SE226	E07000008
mm.domus.WM056	E07000192
mm.aim.0172	E07000239
mm.aim82NM.083	W06000001
mm.domus.SC139	S12000036
mm.aim82NM.078	E07000193
mm.wiki.455	W06000001
mm.domus.SE384	E09000007
mm.domus.SE382	E07000008
mm.domus.SC317	S12000015
mm.ace.1248	E06000030
mm.aim82NM.080	E06000052
mm.domus.EM020	E06000018
mm.domus.SW048	E07000047
mm.domus.NW149	E08000012
mm.domus.SW245	E06000029
mm.domus.SE059	E09000003
mm.domus.SE002	E07000203
mm.domus.SW175	E06000022
mm.domus.SC135	S12000036
mm.ace.569	E06000038
mm.domus.EM100	E07000140
mm.domus.SE466	E06000040
mm.musa.243	S12000034
mm.domus.SE272	E07000216
mm.domus.SC231	S12000036
mm.aim82NM.102	E07000225
mm.domus.SW065	E07000081
mm.domus.NE080	E06000001
mm.domus.SE580	E06000046
mm.domus.SC250	S12000035
mm.domus.SE185	E06000046
mm.aim.0651	E07000202
mm.domus.NW024	E07000031
mm.domus.NW035	E07000123
mm.domus.SC168	S12000006
mm.domus.EM028	E07000138
mm.ace.1274	E08000012
mm.domus.NW105	E08000012
mm.domus.NW076	E07000117
mm.domus.WM012	E07000237
mm.domus.SE048	E09000001
mm.ace.1180	E09000030
mm.fcm.172	E07000147
mm.domus.SE604	E07000209
mm.domus.WA084	W06000023
mm.wiki.091	E07000040
mm.domus.YH075	E07000163
mm.domus.SE102	E07000148
mm.domus.EM019	E06000018
mm.MDN.013	N09000003
mm.MDN.014	N09000002
mm.domus.SE180	E07000178
mm.mgs.400	S12000046
mm.ace.1244	E06000007
mm.ace.1151	E07000074
mm.aim.0658	E07000142
mm.domus.YH110	E08000032
mm.domus.SE050	E09000027
mm.domus.WM073	E07000237
mm.domus.NW070	E08000003
mm.mgs.307	S12000034
mm.aim82M.030	S12000024
mm.domus.SE484	E09000033
mm.domus.SW122	E07000190
mm.domus.SW077	E07000189
mm.mald.089	W06000010
mm.domus.SE365	E07000240
mm.aim82M.065	E07000242
mm.misc.040	E07000229
mm.ace.1216	E07000140
mm.wiki.505	E07000205
mm.domus.SE596	E07000147
mm.domus.SC265	S12000021
mm.misc.110	E06000020
mm.domus.SE394	E07000178
mm.aim.0663	W06000009
mm.aim.0664	E07000171
mm.domus.SE218	E07000093
mm.domus.SC169	S12000017
mm.domus.WM094	E08000025
mm.domus.NW041	E07000125
mm.domus.NW005	E08000008
mm.ace.266	E07000172
mm.domus.SE070	E09000022
mm.domus.EM007	E07000154
mm.domus.SE049	E09000019
mm.ace.019	E06000020
mm.domus.NI007	N09000008
mm.domus.SE083	E09000030
mm.ace.1265	E09000033
mm.domus.NW055	E06000007
mm.domus.WM089	E07000197
mm.mgs.315	S12000015
mm.ace.1221	E06000011
mm.domus.NW114	E08000003
mm.fcm.179	E07000168
mm.domus.NW093	E08000010
mm.domus.SW067	E06000054
mm.ace.036	E09000024
mm.aim.0671	E06000052
mm.mgs.408	S12000036
mm.wiki.119	E07000061
mm.wiki.471	S12000010
mm.musa.246	S12000010
mm.mgs.353	S12000024
mm.musa.247	S12000010
mm.domus.SC297	S12000017
mm.domus.SC170	S12000017
mm.wiki.440	W06000004
mm.domus.WA079	W06000016
mm.domus.NW028	E06000049
mm.domus.WA069	W06000009
mm.domus.WA050	W06000002
mm.aim82M.033	E07000151
mm.domus.SE573	E09000020
mm.aim.0677	E06000042
mm.wiki.340	E08000019
mm.aim.0678	E07000175
mm.domus.YH097	E08000036
mm.aim82NM.103	E06000011
mm.mald.095	W06000010
mm.domus.YH147	E08000019
mm.aim.0679	W06000023
mm.aim82NM.104	E07000091
mm.misc.055	E07000152
mm.aim.0337	E08000019
mm.misc.069	E07000235
mm.domus.NW182	E08000003
mm.domus.SE583	E09000033
mm.domus.SC283	S12000036
mm.wiki.249	E06000016
mm.domus.SE341	E07000201
mm.domus.EM078	E06000018
mm.aim82NM.085	E06000023
mm.domus.SE088	E09000011
mm.ace.1168	E06000052
mm.domus.SC189	S12000019
mm.aim82M.034	E07000171
mm.domus.SE081	E07000091
mm.fcm.186	E08000029
mm.domus.WA085	W06000015
mm.domus.SC280	S12000010
mm.wiki.051	E06000052
mm.domus.SC281	S12000036
mm.domus.SC277	S12000036
mm.misc.092	E06000001
mm.domus.SE351	E06000044
mm.domus.SE444	E09000033
mm.domus.YH145	E06000014
mm.domus.WA086	W06000022
mm.domus.YH146	E08000032
mm.aim.0691	E06000015
mm.domus.WA091	W06000002
mm.musa.252	E06000016
mm.aim.0692	E07000035
mm.domus.EM076	E07000032
mm.domus.EM010	E07000035
mm.domus.SC279	S12000036
mm.domus.WA035	W06000011
mm.domus.NW060	E06000050
mm.domus.WA090	W06000010
mm.domus.SC295	S12000036
mm.domus.SE566	E09000020
mm.ace.1127	E07000096
mm.domus.SE080	E07000071
mm.domus.SW155	E07000083
mm.MDN.019	N09000003
mm.domus.NW184	
mm.musa.253	N09000002
mm.wiki.135	E07000072
mm.domus.WA051	W06000012
mm.musa.254	E06000046
mm.musa.255	S12000036
mm.mgs.418	S12000020
mm.domus.SE491	E07000011
mm.domus.SC276	S12000013
mm.hha.006	E07000004
mm.ace.1126	E07000091
mm.mald.053	W06000006
mm.musa.257	E07000112
mm.misc.121	E07000008
mm.musa.258	S12000029
mm.domus.EM101	E07000037
mm.domus.WM032	E07000221
mm.wiki.437	W06000008
mm.domus.EM067	E06000016
mm.domus.EM043	E07000175
mm.domus.EM053	E07000175
mm.domus.EM103	E07000175
mm.domus.EM063	E06000016
mm.fcm.189	E06000057
mm.musa.259	E08000021
mm.hha.123	E07000165
mm.musa.260	E08000021
mm.misc.078	E07000080
mm.domus.NE014	E06000002
mm.aim.0699	E07000063
mm.domus.SC319	S12000036
mm.domus.SE481	E07000063
mm.hha.066	E06000054
mm.hha.161	S12000036
mm.wiki.041	E06000052
mm.fcm.058	E08000025
mm.domus.WA053	W06000022
mm.musa.263	E06000042
mm.domus.SE197	E06000046
mm.misc.166	E09000022
mm.wiki.042	E06000052
mm.domus.NI027	N09000010
mm.domus.EM022	E07000170
mm.domus.SW080	E07000045
mm.domus.SE551	E06000046
mm.domus.WA073	W06000023
mm.wiki.343	E07000198
mm.domus.YH076	E07000165
mm.domus.SW082	E06000022
mm.aim.0314	E09000013
mm.aim82NM.106	E06000052
mm.musa.264	
mm.domus.SE593	E07000206
mm.fcm.190	E07000147
mm.fcm.175	E07000147
mm.fcm.191	E07000149
mm.wiki.293	E07000147
mm.wiki.303	E06000057
mm.domus.YH079	E06000013
mm.wiki.316	E06000017
mm.domus.SE155	E07000011
mm.domus.NW161	E08000013
mm.domus.SC264	S12000021
mm.domus.SC110	S12000010
mm.domus.SC172	S12000015
mm.wiki.043	E06000052
mm.domus.SW081	E07000046
mm.domus.NI008	N09000011
mm.domus.NE045	E08000037
mm.domus.NE042	E08000024
mm.MDN.006	E06000011
mm.wiki.263	E07000139
mm.domus.SC314	S12000044
mm.musa.265	E07000171
mm.domus.YH077	E06000013
mm.domus.SE485	E06000035
mm.ace.1121	E07000072
mm.domus.SE263	E09000025
mm.domus.YH080	E07000167
mm.musa.266	E07000151
mm.domus.EM084	E07000154
mm.domus.EM008	E07000154
mm.nimc.018	N09000003
mm.wiki.414	N09000002
mm.domus.SC061	S12000017
mm.domus.NE046	E08000021
mm.hha.124	E07000165
mm.ace.022	E06000006
mm.aim82NM.087	E07000064
mm.domus.SE101	E07000148
mm.domus.YH157	E08000036
mm.domus.SW189	E07000053
mm.domus.EM016	E06000018
mm.domus.EM017	E06000018
mm.ace.1273	E07000179
mm.wiki.362	E07000219
mm.domus.WM080	E07000219
mm.domus.YH158	E07000167
mm.wiki.217	E06000046
mm.MDN.032	E07000198
mm.domus.SE556	E07000228
mm.domus.WM112	E08000028
mm.domus.EM071	E06000017
mm.aim.0713	E06000024
mm.aim82M.035	E07000187
mm.domus.SE555	E07000216
mm.domus.YH014	E08000034
mm.domus.SC262	S12000035
mm.mgs.320	S12000035
mm.domus.SE122	E07000010
mm.domus.WA054	W06000023
mm.domus.SC057	S12000006
mm.musa.271	E06000035
mm.aim.0714	S12000006
mm.musa.272	S12000035
mm.misc.156	E07000124
mm.musa.273	E07000052
mm.aim82NM.088	E07000181
mm.domus.SC249	S12000026
mm.domus.SE469	E07000004
mm.domus.SW083	E06000052
mm.domus.SC174	S12000027
mm.aim82M.069	E06000052
mm.domus.SE494	E07000145
mm.domus.SE054	E09000028
mm.wiki.115	E06000043
mm.domus.SW202	E06000052
mm.ace.1108	E07000130
mm.mgs.352	S12000034
mm.domus.SE029	E09000015
mm.domus.SE147	E07000108
mm.misc.086	E08000004
mm.domus.SC241	S12000020
mm.misc.176	E06000027
mm.musa.274	E07000009
mm.domus.NE069	E06000047
mm.domus.NW138	E08000006
mm.domus.SE595	E07000205
mm.musa.276	W06000023
mm.aim.0720	W06000002
mm.mald.110	W06000009
mm.domus.WA055	W06000001
mm.mgs.329	S12000023
mm.domus.SC080	S12000023
mm.domus.SC175	S12000023
mm.domus.SE146	E09000027
mm.domus.NE082	E06000003
mm.domus.SE475	E06000046
mm.domus.SE522	E09000018
mm.aim.0723	W06000006
mm.aim.0724	E07000111
mm.domus.YH124	E08000035
mm.ace.1270	E07000225
mm.domus.EM079	E07000152
mm.domus.SW240	E07000044
mm.domus.SE534	E07000109
mm.domus.SE544	E07000143
mm.domus.SE503	E07000181
mm.domus.SE392	E07000178
mm.musa.277	E07000178
mm.domus.SE179	E07000181
mm.aim82NM.117	E07000204
mm.domus.WM134	E07000222
mm.domus.SW165	E06000052
mm.domus.SC160	S12000038
mm.mgs.376	S12000038
mm.domus.SC141	S12000044
mm.domus.SC142	S12000044
mm.domus.SE143	E07000225
mm.fcm.197	
mm.aim.1155	E08000003
mm.ace.1276	E07000168
mm.hha.101	E07000173
mm.domus.EM011	E07000173
mm.domus.NW084	E06000049
mm.domus.WA074	W06000002
mm.mald.111	W06000010
mm.hha.026	E07000227
mm.aim82NM.100	E07000228
mm.aim82NM.094	E07000050
mm.wiki.322	E06000051
mm.wiki.149	E07000079
mm.misc.085	E09000025
mm.domus.SC176	S12000026
mm.domus.SE542	E07000067
mm.domus.YH152	E08000032
mm.domus.EM051	E07000035
mm.musa.278	E07000035
mm.wiki.337	E07000187
mm.domus.SE540	E07000010
mm.misc.138	W06000009
mm.aim.0738	W06000009
mm.wiki.447	W06000009
mm.hha.030	E06000052
mm.domus.SW182	E06000052
mm.domus.NW129	E07000122
mm.domus.SE142	E07000179
mm.misc.171	E06000052
mm.domus.SW084	E06000052
mm.aim.0742	W06000003
mm.aim82NM.090	E08000033
mm.aim82M.058	E08000025
mm.domus.WA025	W06000009
mm.domus.WA077	W06000002
mm.domus.NW062	E07000030
mm.aim82NM.092	E07000030
mm.ace.1266	E06000052
mm.domus.NW113	E08000003
mm.domus.SC129	S12000046
mm.hha.134	E06000049
mm.domus.SE387	E09000007
mm.musa.280	E07000131
mm.domus.SW085	E06000052
mm.musa.281	E07000189
mm.wiki.405	E07000238
mm.domus.SC014	S12000024
mm.domus.SC237	E07000193
mm.fcm.202	E07000147
mm.wiki.136	E07000070
mm.domus.NW072	E07000121
mm.domus.SE131	E06000031
mm.wiki.499	S12000034
mm.domus.SE572	E07000085
mm.domus.SE386	E09000007
mm.musa.282	E07000225
mm.domus.SE557	E07000225
mm.wiki.116	E07000065
mm.domus.SW196	E06000054
mm.domus.SW220	E06000054
mm.domus.EM036	E06000015
mm.wiki.461	S12000041
mm.hha.191	W06000009
mm.domus.EM099	E07000155
mm.domus.SC228	S12000023
mm.aim.0750	E07000140
mm.domus.SE287	E07000004
mm.domus.SE393	E07000178
mm.domus.SC105	S12000015
mm.domus.SW022	E07000078
mm.domus.SE129	E09000009
mm.musa.283	E07000063
mm.mald.116	W06000002
mm.domus.WA093	W06000001
mm.domus.WA056	W06000004
mm.domus.WA095	W06000002
mm.domus.NW009	E08000003
mm.domus.SW024	E06000026
mm.musa.285	N09000001
mm.aim.0753	E06000052
mm.domus.SE547	E07000210
mm.musa.268	N09000003
mm.domus.SE584	E09000033
mm.aim.0754	E09000007
mm.domus.SC134	S12000046
mm.fcm.204	E06000052
mm.domus.YH119	E08000036
mm.domus.YH123	E08000036
mm.domus.WA047	W06000020
mm.domus.WA057	W06000016
mm.domus.SW100	E06000029
mm.misc.052	E07000011
mm.hha.031	E06000052
mm.ace.1220	E08000015
mm.domus.SE498	E07000087
mm.domus.WA041	W06000013
mm.domus.WA076	W06000002
mm.domus.NW004	E08000008
mm.musa.286	E07000053
mm.domus.SW166	E07000053
mm.domus.SE241	E06000044
mm.domus.SE140	E06000044
mm.domus.SE231	E06000044
mm.mgs.321	S12000034
mm.domus.SE053	E09000001
mm.domus.WM060	E06000021
mm.ace.1137	E07000098
mm.hha.038	E07000045
mm.domus.SE090	E07000114
mm.mald.124	W06000023
mm.domus.WA020	W06000023
mm.fcm.207	E09000023
mm.domus.NW096	E08000011
mm.aim.1006	E07000083
mm.domus.SE212	E06000043
mm.domus.NE008	E06000004
mm.domus.SC274	S12000010
mm.ace.1277	E07000009
mm.hha.032	E06000052
mm.domus.SE139	E07000228
mm.domus.SE441	E07000108
mm.ace.1179	E08000026
mm.domus.SE247	E06000033
mm.domus.SC127	E07000106
mm.domus.SC005	S12000033
mm.aim.0598	E06000035
mm.Mus70Cal.005	E06000052
mm.Mus70Cal.022	E07000114
mm.Mus70Cal.019	E09000001
mm.domus.NW164	E08000003
mm.misc.111	E07000051
mm.wiki.137	E06000034
mm.domus.SW087	E06000054
mm.domus.NW187	E07000031
mm.domus.NW027	E06000049
mm.domus.WA075	W06000002
mm.domus.SE535	E07000111
mm.domus.SE133	E07000209
mm.Mus70Cal.003	E07000204
mm.wiki.168	E09000027
mm.misc.081	E09000032
mm.domus.NW162	E07000117
mm.domus.WM040	E07000222
mm.domus.SE470	E07000110
mm.domus.YH150	E06000014
mm.domus.NW013	E08000003
mm.domus.SE458	E07000061
mm.domus.SE091	E07000209
mm.wiki.229	E07000113
mm.domus.SC137	S12000036
mm.mgs.396	S12000027
mm.aim.0774	E06000014
mm.misc.087	E06000045
mm.mgs.336	S12000017
mm.hha.148	E06000047
mm.domus.WA021	W06000023
mm.domus.SW177	E06000022
mm.aim.0778	E06000007
mm.wiki.265	E07000139
mm.aim.0779	E07000029
mm.wiki.266	E07000142
mm.wiki.003	E06000056
mm.aim.0781	E06000042
mm.wiki.267	E07000139
mm.wiki.268	E07000142
mm.domus.SE057	E09000030
mm.wiki.384	E08000032
mm.domus.NW153	E07000029
mm.domus.SW074	E06000030
mm.aim.0784	E06000019
mm.domus.SE428	E06000031
mm.aim.0786	E08000013
mm.misc.043	E07000030
mm.hha.179	S12000006
mm.domus.SE092	E07000011
mm.domus.SE261	E07000114
mm.misc.030	E07000114
mm.domus.SE078	E07000114
mm.aim.0788	E07000114
mm.domus.SE474	E09000011
mm.aim.0790	E07000075
mm.ace.1212	E07000075
mm.domus.SE094	E06000038
mm.wiki.372	E08000027
mm.domus.YH015	E08000034
mm.domus.SW195	E07000048
mm.domus.SW010	E06000023
mm.wiki.209	E07000240
mm.domus.SE564	E09000026
mm.ace.1243	E07000193
mm.ace.1260	E07000061
mm.ace.1284	E06000052
mm.aim82M.055	E06000052
mm.domus.WA059	W06000015
mm.domus.SC259	S12000029
mm.domus.SC177	S12000036
mm.wiki.358	E07000211
mm.aim82NM.107	E07000062
mm.mgs.289	S12000038
mm.aim.0795	E07000038
mm.aim82NM.097	E07000039
mm.misc.122	E07000147
mm.hha.015	E06000035
mm.domus.EM080	E07000034
mm.aim.0797	W06000023
mm.domus.SE100	E07000242
mm.domus.WA062	W06000016
mm.domus.WA014	W06000004
mm.mald.130	W06000004
mm.domus.NW141	E07000123
mm.domus.NW045	E07000124
mm.domus.NW152	E07000124
mm.wiki.306	E06000014
mm.domus.SW072	E06000030
mm.domus.YH171	E07000166
mm.domus.YH089	E07000166
mm.wiki.138	E07000067
mm.aim.0803	E06000055
mm.domus.YH170	E07000167
mm.domus.YH159	E07000167
mm.wiki.200	E07000091
mm.hha.125	E07000165
mm.domus.YH088	E07000165
mm.mald.132	W06000018
mm.domus.SE486	E07000179
mm.domus.SC130	S12000046
mm.domus.SE097	E06000038
mm.musa.199	E07000061
mm.ace.1264	E06000057
mm.ace.1209	E07000147
mm.mgs.286	S12000028
mm.domus.SC056	S12000006
mm.domus.WA061	W06000023
mm.MDN.023	E07000218
mm.domus.YH087	E07000168
mm.domus.NW131	E08000005
mm.domus.SE219	E07000091
mm.aim.0811	E07000150
mm.domus.EM045	E06000017
mm.fcm.214	N09000003
mm.hha.135	E06000049
mm.hha.055	E07000079
mm.hha.149	E06000047
mm.ace.1166	E07000234
mm.musa.289	E06000057
mm.domus.SW049	E06000022
mm.wiki.004	E06000056
mm.musa.290	E07000112
mm.mgs.375	S12000035
mm.domus.YH056	E08000018
mm.misc.071	E06000028
mm.aim.0812	E07000153
mm.domus.YH084	E07000168
mm.wiki.350	E07000204
mm.musa.291	E07000008
mm.domus.SE141	E06000044
mm.domus.SE495	E07000145
mm.domus.WM021	E06000051
mm.ace.1131	E09000033
mm.ace.1135	E09000033
mm.domus.SE590	E07000147
mm.domus.WM038	E06000051
mm.domus.SE511	E09000003
mm.domus.SW088	E07000041
mm.domus.SE064	E07000012
mm.domus.SE095	E07000094
mm.domus.SE093	E09000030
mm.domus.YH149	E08000035
mm.domus.SE123	E07000092
mm.domus.SE119	E07000209
mm.domus.SE434	E07000094
mm.domus.SE098	E07000092
mm.misc.135	E06000038
mm.domus.WM090	E08000025
mm.aim82M.038	E08000027
mm.musa.292	W06000003
mm.domus.SE568	E09000033
mm.aim.0817	E09000033
mm.mgs.323	S12000046
mm.aim.0818	E09000007
mm.domus.SW132	E06000052
mm.ace.1152	E06000015
mm.domus.YH002	E06000014
mm.domus.SE157	E06000054
mm.domus.SE158	E06000035
mm.domus.SE164	E07000094
mm.aim.1180	E07000072
mm.domus.SE165	E07000094
mm.domus.SC180	S12000046
mm.aim.1182	E09000020
mm.domus.NI011	N09000002
mm.domus.EM068	E06000016
mm.domus.EM077	E07000138
mm.domus.SE150	E07000214
mm.domus.SE363	E09000030
mm.domus.SE453	E06000044
mm.musa.293	E06000036
mm.domus.SE362	E07000094
mm.musa.294	E07000206
mm.domus.SE350	E07000088
mm.domus.SE103	E07000148
mm.ace.1245	E08000003
mm.domus.SE213	E06000043
mm.domus.SW192	E06000022
mm.domus.YH130	E07000165
mm.domus.WM098	E07000222
mm.domus.SC183	S12000036
mm.domus.SC184	S12000036
mm.domus.WM077	E07000221
mm.domus.SW130	E07000050
mm.domus.SE457	E07000061
mm.nimc.025	N09000003
mm.misc.089	E09000033
mm.domus.WA082	W06000002
mm.ace.1165	E06000023
mm.musa.295	E06000030
mm.domus.SE349	E07000099
mm.domus.SC152	S12000028
mm.domus.EM056	E07000176
mm.domus.EM044	E07000176
mm.domus.NW175	E07000127
mm.domus.WM146	E07000220
mm.wiki.389	E08000034
mm.domus.WM020	E07000220
mm.musa.296	E07000220
mm.wiki.056	E07000029
mm.wiki.015	E07000012
mm.domus.SE391	E06000041
mm.domus.SE085	E07000216
mm.wiki.299	E07000152
mm.ace.1280	E07000152
mm.domus.NW195	
mm.aim82M.059	S12000030
mm.domus.YH027	E08000019
mm.domus.NW165	E07000121
mm.domus.NW120	E07000031
mm.domus.SW110	E06000028
mm.domus.SE432	E07000224
mm.mald.135	W06000004
mm.domus.EM072	E06000017
mm.wiki.057	E07000031
mm.aim.0440	E06000046
mm.domus.SE462	E07000064
mm.domus.SE586	E07000064
mm.domus.SE347	E07000064
mm.domus.YH081	E07000167
mm.domus.NE047	E08000024
mm.musa.297	E09000020
mm.domus.NW064	E08000004
mm.domus.SE348	E07000077
mm.mald.163	W06000001
mm.domus.SE449	E07000148
mm.domus.SW129	E07000044
mm.domus.NW136	E08000006
mm.musa.298	E06000022
mm.domus.SW154	E06000052
mm.aim82NM.108	E06000022
mm.domus.SW241	E06000026
mm.Mus70Cal.008	E08000037
mm.musa.299	E09000028
mm.hha.146	E07000126
mm.musa.300	E07000091
mm.domus.WM078	E07000194
mm.wiki.184	E09000033
mm.hha.039	E07000040
mm.wiki.464	S12000035
mm.musa.301	E07000070
mm.domus.SC185	S12000034
mm.wiki.289	E07000146
mm.domus.SE019	E07000108
mm.domus.SC059	S12000006
mm.domus.WM068	E08000025
mm.hha.194	
mm.aim.1258	S12000006
mm.misc.167	E07000012
mm.wiki.351	E07000205
mm.domus.SE493	E07000205
mm.fcm.221	S12000027
mm.hha.126	E07000167
mm.domus.SC260	S12000023
mm.domus.SW101	E06000029
mm.domus.YH085	E07000168
mm.misc.026	E07000168
mm.hha.093	E06000013
mm.domus.WA065	W06000008
mm.domus.SE507	E09000020
mm.domus.WA024	W06000009
mm.hha.175	S12000024
mm.domus.SC186	S12000046
mm.domus.SC182	S12000042
mm.aim.0858	S12000015
mm.ace.1205	E07000116
mm.domus.SC188	S12000015
mm.mgs.313	S12000046
mm.aim82NM.110	S12000024
mm.aim.0050	S12000028
mm.domus.SC094	S12000021
mm.aim82NM.111	S12000026
mm.domus.SC284	S12000036
mm.mgs.350	S12000015
mm.ace.1261	E06000045
mm.domus.SE431	E07000063
mm.MDN.016	N09000009
mm.domus.SE597	E07000088
mm.domus.SE379	E07000008
mm.musa.004	E07000149
mm.ace.1138	E08000022
mm.domus.WA088	W06000002
mm.domus.NW166	E08000012
mm.domus.WM099	E08000025
mm.musa.303	E07000225
mm.wiki.359	E07000209
mm.domus.NW140	E07000026
mm.nimc.035	N09000001
mm.domus.SC190	S12000034
mm.ace.1197	E08000021
mm.domus.SE079	E07000111
mm.musa.304	E07000239
mm.domus.YH083	E06000011
