project_id	OA2011_GSS
mm.domus.SE012	E00111192
mm.domus.SC159	S00118201
mm.domus.YH125	E00141517
mm.domus.WM079	E00164296
mm.domus.NW008	E00175960
mm.domus.NW071	E00175948
mm.aim.0578	E00175827
mm.ace.1169	E00176027
mm.domus.NW061	E00026136
mm.aim.0579	E00031368
mm.hha.155	S00094893
mm.musa.215	E00111127
mm.aim.1197	E00159835
mm.musa.216	E00115165
mm.domus.YH039	E00053958
mm.domus.SE446	E00153383
mm.domus.EM058	E00137909
mm.domus.EM042	E00144064
mm.aim.0581	E00126113
mm.fcm.158	
mm.domus.NW155	
mm.wiki.312	E00145985
mm.musa.217	E00070720
mm.hha.047	E00103903
mm.domus.YH165	E00040903
mm.domus.SW183	E00095933
mm.domus.SE472	E00019590
mm.domus.SE335	E00091250
mm.mald.082	W00004958
mm.wiki.227	E00125263
mm.domus.NE036	E00061443
mm.domus.SC215	S00090540
mm.domus.SW008	E00174240
mm.aim.0583	E00116850
mm.domus.SE107	E00169829
mm.domus.NW050	E00127391
mm.domus.SE149	E00110989
mm.hha.122	E00140776
mm.domus.SW239	E00100667
mm.wiki.320	E00147070
mm.domus.SW060	E00162483
mm.domus.SE338	E00010329
mm.domus.SE425	E00159929
mm.aim.0588	E00090251
mm.wiki.102	E00064594
mm.fcm.160	E00135413
mm.aim82M.053	E00135359
mm.wiki.348	E00153944
mm.aim.0589	E00158771
mm.domus.WM031	E00158976
mm.aim.1354	E00094721
mm.domus.SC148	S00095636
mm.domus.NW080	E00096603
mm.aim.0593	E00151959
mm.mgs.294	S00091033
mm.musa.219	E00037256
mm.wiki.270	E00132584
mm.aim82M.024	S00097275
mm.aim.0596	E00023882
mm.domus.SC053	S00109998
mm.domus.SC154	S00129214
mm.domus.SC162	S00119995
mm.aim82M.031	E00119213
mm.domus.EM108	E00131683
mm.wiki.114	E00085586
mm.musa.220	E00112900
mm.musa.222	E00155334
mm.aim82NM.079	E00167385
mm.wiki.491	S00126270
mm.hha.087	E00100471
mm.domus.SE546	E00152294
mm.hha.156	S00094904
mm.aim82NM.081	S00095263
mm.domus.EM070	E00131397
mm.aim.0599	W00000051
mm.aim.0600	E00059906
mm.hha.147	E00035655
mm.musa.223	E00123228
mm.domus.YH131	E00140961
mm.aim82NM.073	E00127127
mm.domus.YH074	E00067493
mm.domus.SW025	E00076573
mm.domus.SW061	E00163401
mm.domus.SE069	E00110384
mm.aim.0603	E00035711
mm.domus.NW103	E00033012
mm.musa.224	E00125811
mm.musa.225	E00155839
mm.aim.0604	E00133088
mm.domus.SC288	S00110473
mm.domus.SE575	E00175249
mm.wiki.039	E00096208
mm.musa.227	S00126121
mm.domus.SE426	E00107669
mm.musa.228	E00170132
mm.musa.229	E00118271
mm.ace.1249	E00153363
mm.wiki.285	E00134578
mm.aim.0606	E00071953
mm.domus.NE015	E00060986
mm.ace.203	E00060875
mm.ace.1146	E00057788
mm.musa.230	E00099350
mm.domus.WM052	E00159642
mm.aim82M.025	E00146830
mm.domus.EM052	E00098400
mm.domus.SE056	E00152625
mm.domus.SE600	E00114647
mm.domus.WA049	W00003159
mm.nimc.017	N00000442
mm.aim82M.027	E00106836
mm.domus.SE306	E00088054
mm.aim.1001	E00135701
mm.aim.0619	S00133636
mm.domus.NE044	E00175564
mm.wiki.404	E00165632
mm.domus.SE034	E00173212
mm.aim.0616	E00151324
mm.domus.EM054	E00144229
mm.domus.NW160	E00097495
mm.domus.SC235	S00098572
mm.wiki.220	E00123336
mm.domus.SE036	E00084948
mm.misc.169	E00146332
mm.domus.WA045	W00002122
mm.wiki.449	W00002487
mm.wiki.134	E00109955
mm.musa.235	E00124792
mm.aim82NM.075	E00072397
mm.hha.141	E00096436
mm.domus.SC012	S00130837
mm.aim82M.050	E00175190
mm.domus.SC285	S00103677
mm.domus.SC310	S00103676
mm.wiki.428	W00000161
mm.domus.SC163	S00098120
mm.hha.067	E00087985
mm.ace.1236	E00131694
mm.mald.086	W00001691
mm.domus.SW218	E00163330
mm.wiki.412	N00002182
mm.domus.SE530	E00106822
mm.aim82NM.076	E00028530
mm.domus.NE027	E00170218
mm.domus.WA027	W00008096
mm.domus.WA004	W00008096
mm.domus.SE128	
mm.domus.SW219	E00148817
mm.fcm.161	E00148817
mm.domus.SC164	S00093956
mm.domus.SC018	S00093602
mm.hha.174	S00126231
mm.wiki.342	E00071966
mm.domus.YH090	E00058508
mm.fcm.162	S00121408
mm.misc.020	E00102608
mm.mgs.360	S00104829
domus.NE043	E00139722
mm.musa.240	E00146644
mm.wiki.085	E00101831
mm.domus.SW068	E00103005
mm.wiki.040	E00095484
mm.domus.WM137	E00151000
mm.mgs.337	S00096689
mm.domus.SE549	E00117769
mm.misc.019	E00092338
mm.mgs.386	S00126995
mm.domus.SW150	E00094814
mm.nimc.006	N00000169
mm.hha.183	S00094569
mm.musa.241	E00154907
mm.musa.242	E00112218
mm.MDN.031	E00150734
mm.domus.SE427	E00153396
mm.aim.0628	E00139886
mm.wiki.035	E00095564
mm.domus.EM092	E00142888
mm.fcm.163	E00098325
mm.domus.EM107	E00133006
mm.ace.1256	E00174310
mm.domus.SE011	E00119349
mm.domus.WM035	E00146940
mm.domus.SC261	S00094122
mm.wiki.413	N00003831
mm.hha.142	E00097346
mm.ace.1105	E00136014
mm.aim.0791	E00095503
mm.aim82M.028	
mm.domus.SC166	S00107369
mm.wiki.009	E00073530
mm.nimc.038	N00004076
mm.domus.SC167	S00135054
mm.domus.SC251	S00135111
mm.domus.SW134	E00113689
mm.domus.SC253	S00135158
mm.domus.SC252	S00135181
mm.domus.SC313	S00126396
mm.aim82NM.119	E00106932
mm.wiki.025	E00092755
mm.misc.056	E00166725
mm.domus.NE058	E00042580
mm.domus.SE378	E00090710
mm.domus.SW205	E00117663
mm.domus.SE003	E00168074
mm.ace.1292	E00019662
mm.domus.YH163	E00065931
mm.domus.SW075	E00101754
mm.domus.SW162	E00072579
mm.domus.SW096	E00072812
mm.aim.0220	E00072667
mm.aim.1119	E00084083
mm.aim82NM.077	E00072575
mm.aim.0639	E00014440
mm.aim.0641	E00101739
mm.domus.SE226	E00167076
mm.domus.WM056	E00149727
mm.aim.0172	E00165577
mm.aim82NM.083	W00000050
mm.domus.SC139	S00103315
mm.aim82NM.078	E00149857
mm.wiki.455	W00000019
mm.domus.SE384	E00174653
mm.domus.SE382	E00090723
mm.domus.SC317	S00109642
mm.ace.1248	E00078357
mm.aim82NM.080	E00095517
mm.domus.EM020	E00070379
mm.domus.SW048	E00102999
mm.domus.NW149	E00176640
mm.domus.SW245	E00077808
mm.domus.SE059	E00174921
mm.domus.SE002	E00153276
mm.domus.SW175	E00072584
mm.domus.SC135	S00107201
mm.ace.569	E00082921
mm.domus.EM100	E00133513
mm.domus.SE466	E00166725
mm.musa.243	S00092361
mm.domus.SE272	E00157473
mm.domus.SC231	S00106927
mm.aim82NM.102	E00160526
mm.domus.SW065	E00113600
mm.domus.NE080	E00174086
mm.domus.SE580	E00087492
mm.domus.SC250	S00094112
mm.domus.SE185	E00087614
mm.aim.0651	E00152760
mm.domus.NW024	E00097883
mm.domus.NW035	E00172015
mm.domus.SC168	S00097301
mm.domus.EM028	E00132737
mm.ace.1274	E00176650
mm.domus.NW105	E00176650
mm.domus.NW076	E00126405
mm.domus.WM012	E00172272
mm.domus.SE048	E00000007
mm.ace.1180	E00167159
mm.fcm.172	E00136052
mm.domus.SE604	E00155200
mm.domus.WA084	W00002523
mm.wiki.091	E00100721
mm.domus.YH075	E00140362
mm.domus.SE102	E00173827
mm.domus.EM019	E00070379
mm.MDN.013	N00001935
mm.MDN.014	N00000426
mm.domus.SE180	E00145417
mm.mgs.400	S00116660
mm.ace.1244	E00062808
mm.ace.1151	E00111298
mm.aim.0658	E00134135
mm.domus.YH110	E00054064
mm.domus.SE050	E00019494
mm.domus.WM073	E00164713
mm.domus.NW070	E00175988
mm.mgs.307	S00092177
mm.aim82M.030	S00126772
mm.domus.SE484	E00023821
mm.domus.SW122	E00166740
mm.domus.SW077	E00148928
mm.mald.089	W00003623
mm.domus.SE365	E00120230
mm.aim82M.065	E00119200
mm.misc.040	E00162356
mm.ace.1216	E00133482
mm.wiki.505	E00153862
mm.domus.SE596	E00136147
mm.domus.SC265	S00122678
mm.misc.110	E00071448
mm.domus.SE394	E00145303
mm.aim.0663	W00003262
mm.aim.0664	E00142865
mm.domus.SE218	E00117905
mm.domus.SC169	S00118010
mm.domus.WM094	E00175610
mm.domus.NW041	E00128803
mm.domus.NW005	E00030151
mm.ace.266	E00143188
mm.domus.SE070	E00015180
mm.domus.EM007	E00138038
mm.domus.SE049	E00013549
mm.ace.019	E00071294
mm.domus.NI007	N00000581
mm.domus.SE083	E00021595
mm.ace.1265	E00023811
mm.domus.NW055	E00063215
mm.domus.WM089	E00166308
mm.mgs.315	S00111156
mm.ace.1221	E00065498
mm.domus.NW114	E00026048
mm.fcm.179	E00141737
mm.domus.NW093	E00032310
mm.domus.SW067	E00162629
mm.ace.036	E00017538
mm.aim.0671	E00095804
mm.mgs.408	S00103329
mm.wiki.119	E00106160
mm.wiki.471	S00102378
mm.musa.246	S00101904
mm.mgs.353	S00126108
mm.musa.247	S00102387
mm.domus.SC297	S00118714
mm.domus.SC170	S00118704
mm.wiki.440	W00001300
mm.domus.WA079	W00006521
mm.domus.NW028	E00093371
mm.domus.WA069	W00003191
mm.domus.WA050	W00000612
mm.aim82M.033	E00137297
mm.domus.SE573	E00014601
mm.aim.0677	E00084653
mm.wiki.340	E00172407
mm.aim.0678	E00144377
mm.domus.YH097	E00168744
mm.aim82NM.103	E00065272
mm.mald.095	W00003471
mm.domus.YH147	E00172428
mm.aim.0679	W00002417
mm.aim82NM.104	E00116864
mm.misc.055	E00137559
mm.aim.0337	E00172419
mm.misc.069	E00164330
mm.domus.NW182	E00175827
mm.domus.SE583	E00023935
mm.domus.SC283	S00103349
mm.wiki.249	E00169534
mm.domus.SE341	E00152507
mm.domus.EM078	E00173514
mm.aim82NM.085	E00174310
mm.domus.SE088	E00008149
mm.ace.1168	E00094928
mm.domus.SC189	S00120389
mm.aim82M.034	E00142853
mm.domus.SE081	E00116850
mm.fcm.186	E00051147
mm.domus.WA085	W00010117
mm.domus.SC280	S00101789
mm.wiki.051	E00095470
mm.domus.SC281	S00103304
mm.domus.SC277	S00104710
mm.misc.092	E00060474
mm.domus.SE351	E00086047
mm.domus.SE444	E00023935
mm.domus.YH145	E00170143
mm.domus.WA086	W00008440
mm.domus.YH146	E00176112
mm.aim.0691	E00171198
mm.domus.WA091	W00000325
mm.musa.252	E00068661
mm.aim.0692	E00099350
mm.domus.EM076	E00098240
mm.domus.EM010	E00174335
mm.domus.SC279	S00103329
mm.domus.WA035	W00003999
mm.domus.NW060	E00093676
mm.domus.WA090	W00003706
mm.domus.SC295	S00104851
mm.domus.SE566	E00014101
mm.ace.1127	E00118991
mm.domus.SE080	E00109955
mm.domus.SW155	E00114103
mm.MDN.019	N00001022
mm.domus.NW184	
mm.musa.253	N00000441
mm.wiki.135	E00110700
mm.domus.WA051	W00004997
mm.musa.254	E00087678
mm.musa.255	S00104374
mm.mgs.418	S00121669
mm.domus.SE491	E00091466
mm.domus.SC276	S00135239
mm.hha.006	E00089412
mm.ace.1126	E00117110
mm.mald.053	W00001921
mm.musa.257	E00124282
mm.misc.121	E00167073
mm.musa.258	S00132335
mm.domus.EM101	E00099906
mm.domus.WM032	E00159254
mm.wiki.437	W00002911
mm.domus.EM067	E00168093
mm.domus.EM043	E00144475
mm.domus.EM053	E00144377
mm.domus.EM103	E00144240
mm.domus.EM063	E00169575
mm.fcm.189	E00140179
mm.musa.259	E00042610
mm.hha.123	E00141017
mm.musa.260	E00175551
mm.misc.078	E00113168
mm.domus.NE014	E00060695
mm.aim.0699	E00106882
mm.domus.SC319	S00104103
mm.domus.SE481	E00106899
mm.hha.066	E00163170
mm.hha.161	S00106869
mm.wiki.041	E00096014
mm.fcm.058	E00046367
mm.domus.WA053	W00008733
mm.musa.263	E00084731
mm.domus.SE197	E00087505
mm.misc.166	E00015683
mm.wiki.042	E00096097
mm.domus.NI027	N00003697
mm.domus.EM022	E00142309
mm.domus.SW080	E00102405
mm.domus.SE551	E00087333
mm.domus.WA073	W00002571
mm.wiki.343	E00151905
mm.domus.YH076	E00141081
mm.domus.SW082	E00072763
mm.aim.0314	E00009672
mm.aim82NM.106	E00096128
mm.musa.264	
mm.domus.SE593	E00154470
mm.fcm.190	E00136050
mm.fcm.175	E00135915
mm.fcm.191	E00136810
mm.wiki.293	E00136231
mm.wiki.303	E00139351
mm.domus.YH079	E00067065
mm.wiki.316	E00172623
mm.domus.SE155	E00091658
mm.domus.NW161	E00034853
mm.domus.SC264	S00122257
mm.domus.SC110	S00102352
mm.domus.SC172	S00110940
mm.wiki.043	E00095643
mm.domus.SW081	E00102694
mm.domus.NI008	N00004148
mm.domus.NE045	E00041793
mm.domus.NE042	E00044950
mm.MDN.006	E00065537
mm.wiki.263	E00132929
mm.domus.SC314	S00124125
mm.musa.265	E00142844
mm.domus.YH077	E00067287
mm.domus.SE485	E00167384
mm.ace.1121	E00110725
mm.domus.SE263	E00174963
mm.domus.YH080	E00141559
mm.musa.266	E00137308
mm.domus.EM084	E00138486
mm.domus.EM008	E00138038
mm.nimc.018	N00001131
mm.wiki.414	N00002369
mm.domus.SC061	S00117694
mm.domus.NE046	E00042825
mm.hha.124	E00141258
mm.ace.022	E00062769
mm.aim82NM.087	E00107109
mm.domus.SE101	E00136434
mm.domus.YH157	E00059365
mm.domus.SW189	E00104404
mm.domus.EM016	E00173553
mm.domus.EM017	E00070561
mm.ace.1273	E00173186
mm.wiki.362	E00158624
mm.domus.WM080	E00158612
mm.domus.YH158	E00141611
mm.wiki.217	E00087319
mm.MDN.032	E00172344
mm.domus.SE556	E00161622
mm.domus.WM112	E00050514
mm.domus.EM071	E00069606
mm.aim.0713	E00074601
mm.aim82M.035	E00147781
mm.domus.SE555	E00157738
mm.domus.YH014	E00055703
mm.domus.SC262	S00094545
mm.mgs.320	S00094542
mm.domus.SE122	E00091270
mm.domus.WA054	W00009792
mm.domus.SC057	S00097914
mm.musa.271	E00167383
mm.aim.0714	S00097338
mm.musa.272	S00094727
mm.misc.156	E00174080
mm.musa.273	E00104059
mm.aim82NM.088	E00146667
mm.domus.SC249	S00095345
mm.domus.SE469	E00089077
mm.domus.SW083	E00094765
mm.domus.SC174	S00129127
mm.aim82M.069	E00094959
mm.domus.SE494	E00135285
mm.domus.SE054	E00020008
mm.wiki.115	E00085586
mm.domus.SW202	E00095656
mm.ace.1108	E00173309
mm.mgs.352	S00092810
mm.domus.SE029	E00010705
mm.domus.SE147	E00123098
mm.misc.086	E00027524
mm.domus.SC241	S00121359
mm.misc.176	E00076931
mm.musa.274	E00090919
mm.domus.NE069	E00171794
mm.domus.NW138	E00172921
mm.domus.SE595	E00153989
mm.musa.276	W00002556
mm.aim.0720	W00000411
mm.mald.110	W00003284
mm.domus.WA055	W00000064
mm.mgs.329	S00125947
mm.domus.SC080	S00126024
mm.domus.SC175	S00126020
mm.domus.SE146	E00019594
mm.domus.NE082	E00061282
mm.domus.SE475	E00087523
mm.domus.SE522	E00013303
mm.aim.0723	W00001859
mm.aim.0724	E00124119
mm.domus.YH124	E00058356
mm.ace.1270	E00160563
mm.domus.EM079	E00137583
mm.domus.SW240	E00102169
mm.domus.SE534	E00123369
mm.domus.SE544	E00134376
mm.domus.SE503	E00146644
mm.domus.SE392	E00172567
mm.musa.277	E00145438
mm.domus.SE179	E00146805
mm.aim82NM.117	E00153620
mm.domus.WM134	E00159501
mm.domus.SW165	E00095720
mm.domus.SC160	S00128716
mm.mgs.376	S00127636
mm.domus.SC141	S00125199
mm.domus.SC142	S00125199
mm.domus.SE143	E00160587
mm.fcm.197	
mm.aim.1155	E00175812
mm.ace.1276	E00141997
mm.hha.101	E00143632
mm.domus.EM011	E00143448
mm.domus.NW084	E00174348
mm.domus.WA074	W00000381
mm.mald.111	W00003778
mm.hha.026	E00161283
mm.aim82NM.100	E00162018
mm.aim82NM.094	E00103534
mm.wiki.322	E00147297
mm.wiki.149	E00112702
mm.misc.085	E00018233
mm.domus.SC176	S00094873
mm.domus.SE542	E00108597
mm.domus.YH152	E00176104
mm.domus.EM051	E00174334
mm.musa.278	E00099274
mm.wiki.337	E00147967
mm.domus.SE540	E00091291
mm.misc.138	W00003262
mm.aim.0738	W00003232
mm.wiki.447	W00002965
mm.hha.030	E00095555
mm.domus.SW182	E00172784
mm.domus.NW129	E00127783
mm.domus.SE142	E00145731
mm.misc.171	E00095705
mm.domus.SW084	E00095967
mm.aim.0742	W00000919
mm.aim82NM.090	E00055228
mm.aim82M.058	E00046264
mm.domus.WA025	W00003115
mm.domus.WA077	W00000255
mm.domus.NW062	E00097713
mm.aim82NM.092	E00097708
mm.ace.1266	E00095091
mm.domus.NW113	E00175961
mm.domus.SC129	S00114356
mm.hha.134	E00094155
mm.domus.SE387	E00004177
mm.musa.280	E00130950
mm.domus.SW085	E00095124
mm.musa.281	E00148900
mm.wiki.405	E00165283
mm.domus.SC014	S00126634
mm.domus.SC237	E00168356
mm.fcm.202	E00136123
mm.wiki.136	E00109624
mm.domus.NW072	E00170168
mm.domus.SE131	E00078897
mm.wiki.499	S00091980
mm.domus.SE572	E00115024
mm.domus.SE386	E00174653
mm.musa.282	E00160738
mm.domus.SE557	E00160731
mm.wiki.116	E00107720
mm.domus.SW196	E00162545
mm.domus.SW220	E00163223
mm.domus.EM036	E00171215
mm.wiki.461	S00093046
mm.hha.191	W00003133
mm.domus.EM099	E00138736
mm.domus.SC228	S00126004
mm.aim.0750	E00133404
mm.domus.SE287	E00169108
mm.domus.SE393	E00172567
mm.domus.SC105	S00109533
mm.domus.SW022	E00112505
mm.domus.SE129	E00006889
mm.musa.283	E00106899
mm.mald.116	W00000411
mm.domus.WA093	W00000132
mm.domus.WA056	W00001112
mm.domus.WA095	W00000230
mm.domus.NW009	E00026251
mm.domus.SW024	E00076044
mm.musa.285	N00000073
mm.aim.0753	E00095553
mm.domus.SE547	E00155675
mm.musa.268	N00001283
mm.domus.SE584	E00023676
mm.aim.0754	E00004198
mm.domus.SC134	S00114866
mm.fcm.204	E00094708
mm.domus.YH119	E00059688
mm.domus.YH123	E00059699
mm.domus.WA047	W00007959
mm.domus.WA057	W00006597
mm.domus.SW100	E00078205
mm.misc.052	E00091485
mm.hha.031	E00094838
mm.ace.1220	E00036141
mm.domus.SE498	E00115684
mm.domus.WA041	W00005555
mm.domus.WA076	W00000536
mm.domus.NW004	E00030132
mm.musa.286	E00104327
mm.domus.SW166	E00104300
mm.domus.SE241	E00086477
mm.domus.SE140	E00086506
mm.domus.SE231	E00086202
mm.mgs.321	S00092314
mm.domus.SE053	E00000027
mm.domus.WM060	E00072125
mm.ace.1137	E00119749
mm.hha.038	E00102532
mm.domus.SE090	E00125064
mm.mald.124	W00002664
mm.domus.WA020	W00002665
mm.fcm.207	E00016947
mm.domus.NW096	E00172018
mm.aim.1006	E00169006
mm.domus.SE212	E00085481
mm.domus.NE008	E00174160
mm.domus.SC274	S00101752
mm.ace.1277	E00090928
mm.hha.032	E00095719
mm.domus.SE139	E00161981
mm.domus.SE441	E00122845
mm.ace.1179	E00172172
mm.domus.SE247	E00080175
mm.domus.SC127	E00167557
mm.domus.SC005	S00090540
mm.aim.0598	E00167387
mm.Mus70Cal.005	E00095319
mm.Mus70Cal.022	E00125153
mm.Mus70Cal.019	E00000028
mm.domus.NW164	E00175998
mm.misc.111	E00103753
mm.wiki.137	E00080958
mm.domus.SW087	E00162967
mm.domus.NW187	E00168553
mm.domus.NW027	E00174371
mm.domus.WA075	W00000325
mm.domus.SE535	E00124268
mm.domus.SE133	E00155200
mm.Mus70Cal.003	E00153396
mm.wiki.168	E00019350
mm.misc.081	E00170909
mm.domus.NW162	E00126189
mm.domus.WM040	E00159717
mm.domus.SE470	E00170362
mm.domus.YH150	E00170130
mm.domus.NW013	E00026022
mm.domus.SE458	E00106137
mm.domus.SE091	E00155283
mm.wiki.229	E00124838
mm.domus.SC137	S00106681
mm.mgs.396	S00128947
mm.aim.0774	E00067474
mm.misc.087	E00086586
mm.mgs.336	S00119178
mm.hha.148	E00105907
mm.domus.WA021	W00002417
mm.domus.SW177	E00072981
mm.aim.0778	E00063359
mm.wiki.265	E00132932
mm.aim.0779	E00097466
mm.wiki.266	E00134135
mm.wiki.003	E00088076
mm.aim.0781	E00084638
mm.wiki.267	E00169372
mm.wiki.268	E00133975
mm.domus.SE057	E00021483
mm.wiki.384	E00054064
mm.domus.NW153	E00097346
mm.domus.SW074	E00166492
mm.aim.0784	E00071011
mm.domus.SE428	E00079015
mm.aim.0786	E00034928
mm.misc.043	E00097598
mm.hha.179	S00097141
mm.domus.SE092	E00091618
mm.domus.SE261	E00125111
mm.misc.030	E00125111
mm.domus.SE078	E00125106
mm.aim.0788	E00125105
mm.domus.SE474	E00008176
mm.aim.0790	E00111339
mm.ace.1212	E00111521
mm.domus.SE094	E00174487
mm.wiki.372	E00049306
mm.domus.YH015	E00056673
mm.domus.SW195	E00103203
mm.domus.SW010	E00073433
mm.wiki.209	E00120469
mm.domus.SE564	E00018544
mm.ace.1243	E00168346
mm.ace.1260	E00106137
mm.ace.1284	E00095508
mm.aim82M.055	E00095400
mm.domus.WA059	W00008919
mm.domus.SC259	S00132770
mm.domus.SC177	S00103329
mm.wiki.358	E00156162
mm.aim82NM.107	E00106527
mm.mgs.289	S00128167
mm.aim.0795	E00100157
mm.aim82NM.097	E00100542
mm.misc.122	E00136073
mm.hha.015	E00081543
mm.domus.EM080	E00098987
mm.aim.0797	W00002599
mm.domus.SE100	E00119086
mm.domus.WA062	W00006191
mm.domus.WA014	W00001291
mm.mald.130	W00001286
mm.domus.NW141	E00128368
mm.domus.NW045	E00128616
mm.domus.NW152	E00128616
mm.wiki.306	E00067473
mm.domus.SW072	E00078806
mm.domus.YH171	E00141418
mm.domus.YH089	E00141400
mm.wiki.138	E00108873
mm.aim.0803	E00088286
mm.domus.YH170	E00141492
mm.domus.YH159	E00141492
mm.wiki.200	E00117201
mm.hha.125	E00140892
mm.domus.YH088	E00141113
mm.mald.132	W00007383
mm.domus.SE486	E00145964
mm.domus.SC130	S00112246
mm.domus.SE097	E00082614
mm.musa.199	E00106248
mm.ace.1264	E00139293
mm.ace.1209	E00135900
mm.mgs.286	S00129427
mm.domus.SC056	S00097914
mm.domus.WA061	W00002556
mm.MDN.023	E00158151
mm.domus.YH087	E00141784
mm.domus.NW131	E00027770
mm.domus.SE219	E00116929
mm.aim.0811	E00137218
mm.domus.EM045	E00069554
mm.fcm.214	N00001236
mm.hha.135	E00092995
mm.hha.055	E00112695
mm.hha.149	E00105885
mm.ace.1166	E00163845
mm.musa.289	E00139875
mm.domus.SW049	E00072573
mm.wiki.004	E00088036
mm.musa.290	E00124561
mm.mgs.375	S00094592
mm.domus.YH056	E00039083
mm.misc.071	E00077255
mm.aim.0812	E00137981
mm.domus.YH084	E00141644
mm.wiki.350	E00153654
mm.musa.291	E00090712
mm.domus.SE141	E00174453
mm.domus.SE495	E00135285
mm.domus.WM021	E00147397
mm.ace.1131	E00024112
mm.ace.1135	E00023816
mm.domus.SE590	E00136108
mm.domus.WM038	E00174579
mm.domus.SE511	E00174890
mm.domus.SW088	E00171921
mm.domus.SE064	E00092006
mm.domus.SE095	E00117995
mm.domus.SE093	E00021628
mm.domus.YH149	E00170038
mm.domus.SE123	E00117556
mm.domus.SE119	E00155200
mm.domus.SE434	E00118076
mm.domus.SE098	E00117556
mm.misc.135	E00082838
mm.domus.WM090	E00175708
mm.aim82M.038	E00049371
mm.musa.292	W00000689
mm.domus.SE568	E00175208
mm.aim.0817	E00023919
mm.mgs.323	S00116382
mm.aim.0818	E00004681
mm.domus.SW132	E00172802
mm.ace.1152	E00068058
mm.domus.YH002	E00067493
mm.domus.SE157	E00162914
mm.domus.SE158	E00167384
mm.domus.SE164	E00118200
mm.aim.1180	E00110832
mm.domus.SE165	E00118215
mm.domus.SC180	S00112183
mm.aim.1182	E00014596
mm.domus.NI011	N00000474
mm.domus.EM068	E00169575
mm.domus.EM077	E00132737
mm.domus.SE150	E00167814
mm.domus.SE363	E00021733
mm.domus.SE453	E00086191
mm.musa.293	E00166661
mm.domus.SE362	E00117997
mm.musa.294	E00154271
mm.domus.SE350	E00115865
mm.domus.SE103	E00136434
mm.ace.1245	E00175825
mm.domus.SE213	E00085698
mm.domus.SW192	E00072573
mm.domus.YH130	E00140961
mm.domus.WM098	E00159679
mm.domus.SC183	S00103329
mm.domus.SC184	S00103349
mm.domus.WM077	E00159258
mm.domus.SW130	E00171733
mm.domus.SE457	E00106137
mm.nimc.025	N00001131
mm.misc.089	E00023945
mm.domus.WA082	W00000564
mm.ace.1165	E00073417
mm.musa.295	E00078284
mm.domus.SE349	E00120139
mm.domus.SC152	S00129455
mm.domus.EM056	E00144750
mm.domus.EM044	E00144748
mm.domus.NW175	E00129466
mm.domus.WM146	E00158748
mm.wiki.389	E00056613
mm.domus.WM020	E00158748
mm.musa.296	E00168337
mm.wiki.056	E00097458
mm.wiki.015	E00091934
mm.domus.SE391	E00083877
mm.domus.SE085	E00157587
mm.wiki.299	E00137688
mm.ace.1280	E00137637
mm.domus.NW195	
mm.aim82M.059	S00132896
mm.domus.YH027	E00172411
mm.domus.NW165	E00170168
mm.domus.NW120	E00097797
mm.domus.SW110	E00077270
mm.domus.SE432	E00160457
mm.mald.135	W00001300
mm.domus.EM072	E00069624
mm.wiki.057	E00097960
mm.aim.0440	E00087556
mm.domus.SE462	E00107279
mm.domus.SE586	E00107279
mm.domus.SE347	E00107271
mm.domus.YH081	E00141462
mm.domus.NE047	E00170213
mm.musa.297	E00014602
mm.domus.NW064	E00027370
mm.domus.SE348	E00112173
mm.mald.163	W00000005
mm.domus.SE449	E00173839
mm.domus.SW129	E00102170
mm.domus.NW136	E00028377
mm.musa.298	E00072574
mm.domus.SW154	E00094873
mm.aim82NM.108	E00072990
mm.domus.SW241	E00076449
mm.Mus70Cal.008	E00041860
mm.musa.299	E00020383
mm.hha.146	E00129201
mm.musa.300	E00116782
mm.domus.WM078	E00150441
mm.wiki.184	E00023935
mm.hha.039	E00100987
mm.wiki.464	S00094127
mm.musa.301	E00109456
mm.domus.SC185	S00092411
mm.wiki.289	E00135801
mm.domus.SE019	E00123070
mm.domus.SC059	S00098127
mm.domus.WM068	E00045857
mm.hha.194	
mm.aim.1258	S00097218
mm.misc.167	E00092202
mm.wiki.351	E00154055
mm.domus.SE493	E00153852
mm.fcm.221	S00128945
mm.hha.126	E00141584
mm.domus.SC260	S00125922
mm.domus.SW101	E00078205
mm.domus.YH085	E00141644
mm.misc.026	E00141636
mm.hha.093	E00067267
mm.domus.WA065	W00002738
mm.domus.SE507	E00014101
mm.domus.WA024	W00003349
mm.hha.175	S00126155
mm.domus.SC186	S00116679
mm.domus.SC182	S00098488
mm.aim.0858	S00109128
mm.ace.1205	E00125914
mm.domus.SC188	S00112036
mm.mgs.313	S00114806
mm.aim82NM.110	S00127017
mm.aim.0050	S00129783
mm.domus.SC094	S00122950
mm.aim82NM.111	S00095420
mm.domus.SC284	S00106885
mm.mgs.350	S00109002
mm.ace.1261	E00086586
mm.domus.SE431	E00107017
mm.MDN.016	N00003534
mm.domus.SE597	E00168127
mm.domus.SE379	E00090710
mm.musa.004	E00136788
mm.ace.1138	E00043528
mm.domus.WA088	W00000503
mm.domus.NW166	E00033012
mm.domus.WM099	E00047103
mm.musa.303	E00160769
mm.wiki.359	E00155364
mm.domus.NW140	E00096604
mm.nimc.035	N00004058
mm.domus.SC190	S00092010
mm.ace.1197	E00175556
mm.domus.SE079	E00124207
mm.musa.304	E00165660
