AA_NAME,MM_NAME,MM_ID,SIM,PERFECT_MATCH,METHOD,RANK,HIGH_SIM,CORRECT_MATCH,NOTES
South Shields Museum,Housesteads Museum,mm.domus.NE078,0.84,FALSE,qgram,1,FALSE,,
South Shields Museum,Leighton House Museum,mm.domus.SE043,0.83,FALSE,qgram,2.5,FALSE,,
South Shields Museum,St Johns House Museum,mm.domus.WM017,0.83,FALSE,qgram,2.5,FALSE,,
SS Great Britain Trust,Bristol Aero Collection Trust,mm.aim.0126,0.76,FALSE,jw,2,FALSE,,
SS Great Britain Trust,Clan Macalister Charitable Trust,mm.aim.0204,0.74,FALSE,jw,3,FALSE,,
SS Great Britain Trust,Ss Great Britain,mm.domus.SW127,0.91,FALSE,jw,1,TRUE,T,
SS Great Britain Trust,Aston Martin Heritage Trust,mm.aim.0038,0.52,FALSE,lv,2,FALSE,,
SS Great Britain Trust,Blacked-out Britain War Museum,mm.wiki.011,0.47,FALSE,lv,3,FALSE,,
SS Great Britain Trust,Ss Great Britain,mm.domus.SW127,0.73,FALSE,lv,1,FALSE,,
SS Great Britain Trust,Aston Martin Heritage Trust,mm.aim.0038,0.82,FALSE,qgram,2,FALSE,,
SS Great Britain Trust,Barmouth Sailors Institute,mm.aim.0060,0.79,FALSE,qgram,3,FALSE,,
SS Great Britain Trust,Ss Great Britain,mm.domus.SW127,0.84,FALSE,qgram,1,FALSE,,
St Albans Cathedral,St Asaph Cathedral Museum,mm.musa.319,0.75,FALSE,jw,2,FALSE,,
St Albans Cathedral,St Mawes Castle,mm.musa.326,0.73,FALSE,jw,3,FALSE,,
St Albans Cathedral,St Pauls Cathedral,mm.wiki.170,0.81,FALSE,jw,1,FALSE,,
St Albans Cathedral,St Andrews Cathedral Museum,mm.Mus70Cal.027,0.56,FALSE,lv,2.5,FALSE,,
St Albans Cathedral,St Asaph Cathedral Museum,mm.musa.319,0.56,FALSE,lv,2.5,FALSE,,
St Albans Cathedral,St Pauls Cathedral,mm.wiki.170,0.74,FALSE,lv,1,FALSE,,
St Albans Cathedral,Lancaster Castle,mm.musa.191,0.8,FALSE,qgram,2,FALSE,,
St Albans Cathedral,St Pauls Cathedral,mm.wiki.170,0.86,FALSE,qgram,1,FALSE,,
"St Martin's Church, Exeter","Natural History Museum, Colchester",mm.domus.SE080,0.74,FALSE,jw,1,FALSE,,
"St Martin's Church, Exeter",Scottish Submarine Centre,mm.misc.247,0.72,FALSE,jw,2,FALSE,,
"St Martin's Church, Exeter",Normanton Church Museum,mm.wiki.316,0.46,FALSE,lv,1,FALSE,,
"St Martin's Church, Exeter",St Peter Hungate Church Museum,mm.domus.SE104,0.4,FALSE,lv,3,FALSE,,
"St Martin's Church, Exeter",St. Nicholas Church Museum,mm.hud.025,0.42,FALSE,lv,2,FALSE,,
"St Martin's Church, Exeter","Natural History Museum, Colchester",mm.domus.SE080,0.8,FALSE,qgram,1,FALSE,,
"St Martin's Church, Exeter",Scottish Submarine Centre,mm.misc.247,0.78,FALSE,qgram,2,FALSE,,
Stanley Picker Gallery,Leeds City Art Gallery,mm.domus.YH008,0.8,FALSE,jw,3,FALSE,,
Stanley Picker Gallery,Shipley Art Gallery,mm.domus.NE029,0.83,FALSE,jw,1,FALSE,,
Stanley Picker Gallery,Stanley Spencer Art Gallery,mm.domus.SE359,0.81,FALSE,jw,2,FALSE,,
Stanley Picker Gallery,Stanley Spencer Art Gallery,mm.domus.SE359,0.7,FALSE,lv,1,FALSE,,
Stanley Picker Gallery,Leeds City Art Gallery,mm.domus.YH008,0.86,FALSE,qgram,2,FALSE,,
Stanley Picker Gallery,Peter Anson Gallery,mm.domus.SC237,0.83,FALSE,qgram,3,FALSE,,
Stanley Picker Gallery,Shipley Art Gallery,mm.domus.NE029,0.88,FALSE,qgram,1,FALSE,,
Stephenson Railway Museum,Stephenson Railway Museum,mm.domus.NE031,1,TRUE,jw,1,TRUE,,
Stephenson Railway Museum,Stephenson Railway Museum,mm.domus.NE031,1,TRUE,lv,1,TRUE,,
Stephenson Railway Museum,Stephenson Railway Museum,mm.domus.NE031,1,TRUE,qgram,1,TRUE,,
Streetlife Museum of Transport,Streetlife Museum Of Transport,mm.domus.YH136,1,TRUE,jw,1,TRUE,,
Streetlife Museum of Transport,Streetlife Museum Of Transport,mm.domus.YH136,1,TRUE,lv,1,TRUE,,
Streetlife Museum of Transport,Streetlife Museum Of Transport,mm.domus.YH136,1,TRUE,qgram,1,TRUE,,
Stroud Valleys Artspace Limited,"Durham Castle, University College Durham",mm.domus.NE052,0.72,FALSE,jw,1,FALSE,,
Stroud Valleys Artspace Limited,Russell-cotes Art Gallery And Museum,mm.domus.SW110,0.71,FALSE,jw,3,FALSE,,
Stroud Valleys Artspace Limited,Scottish Industrial Railway Centre,mm.aim.0050,0.71,FALSE,jw,3,FALSE,,
Stroud Valleys Artspace Limited,Stradey Castle,mm.hha.184,0.71,FALSE,jw,3,FALSE,,
Stroud Valleys Artspace Limited,Almond Valley Heritage Centre,mm.domus.SC013,0.45,FALSE,lv,1,FALSE,,
Stroud Valleys Artspace Limited,Abertillery And District Museum,mm.aim.0006,0.81,FALSE,qgram,2.5,FALSE,,
Stroud Valleys Artspace Limited,Castle Cary And District Museum,mm.musa.076,0.81,FALSE,qgram,2.5,FALSE,,
Stroud Valleys Artspace Limited,Send And Ripley Local History Museum,mm.wiki.359,0.81,FALSE,qgram,2.5,FALSE,,
Stroud Valleys Artspace Limited,The Victoria Gallery And Museum,mm.domus.NW148,0.81,FALSE,qgram,2.5,FALSE,,
Studio Voltaire,Dinosaur Isle,mm.ace.1115,0.72,FALSE,jw,1,FALSE,,
Studio Voltaire,Tudor House,mm.misc.082,0.7,FALSE,jw,2,FALSE,,
Studio Voltaire,Ulster Aviation Society,mm.MDN.020,0.69,FALSE,jw,3,FALSE,,
Studio Voltaire,Dinosaur Isle,mm.ace.1115,0.79,FALSE,qgram,2,FALSE,,
Studio Voltaire,Valiant Soldier,mm.musa.364,0.8,FALSE,qgram,1,FALSE,,
Sunderland Museum & Winter Gardens,Sunderland Museum & Winter Gardens,mm.domus.NE032,1,TRUE,jw,1,TRUE,,
Sunderland Museum & Winter Gardens,Sunderland Museum & Winter Gardens,mm.domus.NE032,1,TRUE,lv,1,TRUE,,
Sunderland Museum & Winter Gardens,Sunderland Museum & Winter Gardens,mm.domus.NE032,1,TRUE,qgram,1,TRUE,,
The Atkinson,The Anson Museum,mm.aim.0981,0.77,FALSE,jw,1,FALSE,,
The Atkinson,The Cabin Museum,mm.wiki.495,0.72,FALSE,jw,2.5,FALSE,,
The Atkinson,The Whitaker,mm.domus.NW139,0.72,FALSE,jw,2.5,FALSE,,
The Atkinson,The Almonry,mm.domus.WM025,0.5,FALSE,lv,2,FALSE,,
The Atkinson,The Ark Museum,mm.aim82NM.007,0.5,FALSE,lv,2,FALSE,,
The Atkinson,The Beacon,mm.domus.NW002,0.5,FALSE,lv,2,FALSE,,
The Atkinson,Arniston House,mm.hha.158,0.77,FALSE,qgram,3,FALSE,,
The Atkinson,Ingatestone Hall,mm.wiki.130,0.79,FALSE,qgram,2,FALSE,,
The Atkinson,Sick To Death,mm.wiki.026,0.8,FALSE,qgram,1,FALSE,,
The Beacon Museum,The Cabin Museum,mm.wiki.495,0.92,FALSE,jw,1,TRUE,,
The Beacon Museum,The Craven Museum,mm.domus.YH052,0.9,FALSE,jw,2.5,TRUE,,
The Beacon Museum,The Pen Museum,mm.ace.1125,0.9,FALSE,jw,2.5,TRUE,,
The Beacon Museum,The Nelson Museum,mm.domus.SE605,0.82,FALSE,lv,1,FALSE,,
The Beacon Museum,Museum Of Abernethy,mm.domus.SC313,0.89,FALSE,qgram,2,FALSE,,
The Beacon Museum,The Cabin Museum,mm.wiki.495,0.91,FALSE,qgram,1,TRUE,,
The Beaney House of Art & Knowledge,Beaney House Of Art And Knowledge,mm.domus.SE214,0.79,FALSE,jw,1,FALSE,T,
The Beaney House of Art & Knowledge,The Grand Lodge Of Scotland,mm.mgs.343,0.74,FALSE,jw,2,FALSE,,
The Beaney House of Art & Knowledge,The Regimental Museum Of The Royal Welsh (brecon),mm.domus.WA060,0.72,FALSE,jw,3,FALSE,,
The Beaney House of Art & Knowledge,Beaney House Of Art And Knowledge,mm.domus.SE214,0.8,FALSE,lv,1,FALSE,,
The Beaney House of Art & Knowledge,The Grand Lodge Of Scotland,mm.mgs.343,0.43,FALSE,lv,2.5,FALSE,,
The Beaney House of Art & Knowledge,The Last House Museum & Gift Shop,mm.wiki.481,0.43,FALSE,lv,2.5,FALSE,,
The Beaney House of Art & Knowledge,Beaney House Of Art And Knowledge,mm.domus.SE214,0.88,FALSE,qgram,1,FALSE,,
The Beaney House of Art & Knowledge,"Museum Of Nottingham Life, Brewhouse Yard",mm.domus.EM019,0.79,FALSE,qgram,2.5,FALSE,,
The Beaney House of Art & Knowledge,Shefton Museum Of Greek Art And Archaeology,mm.domus.NE055,0.79,FALSE,qgram,2.5,FALSE,,
The Commandery,The Commandery,mm.domus.WM011,1,TRUE,jw,1,TRUE,,
The Commandery,The Commandery,mm.domus.WM011,1,TRUE,lv,1,TRUE,,
The Commandery,The Commandery,mm.domus.WM011,1,TRUE,qgram,1,TRUE,,
The D-Day Story,The Argory,mm.domus.NI024,0.72,FALSE,jw,2,FALSE,,
The D-Day Story,The Beatles Story,mm.wiki.272,0.76,FALSE,jw,1,FALSE,,
The D-Day Story,The Argory,mm.domus.NI024,0.53,FALSE,lv,3,FALSE,,
The D-Day Story,The Beatles Story,mm.wiki.272,0.59,FALSE,lv,1.5,FALSE,,
The D-Day Story,The Peoples Story,mm.domus.SC138,0.59,FALSE,lv,1.5,FALSE,,
The D-Day Story,Hardys Cottage,mm.domus.SW213,0.76,FALSE,qgram,1,FALSE,,
The D-Day Story,Portsmouth D-day Museum,mm.domus.SE241,0.74,FALSE,qgram,2,FALSE,T,Name to be updated in MM
The Guildhall Museum,Boston Guildhall Museum,mm.domus.EM085,0.89,FALSE,jw,1,FALSE,,Ambiguous without town/city: numerous possible matches
The Guildhall Museum,The Guildhall,mm.domus.EM105,0.88,FALSE,jw,2.5,FALSE,,
The Guildhall Museum,The Gurkha Museum,mm.domus.SE562,0.88,FALSE,jw,2.5,FALSE,,
The Guildhall Museum,Guildhall Museum,mm.musa.156,0.8,FALSE,lv,2.5,FALSE,,
The Guildhall Museum,Guildhall Museum,mm.domus.SE285,0.8,FALSE,lv,2.5,FALSE,,
The Guildhall Museum,Old Guildhall Museum,mm.domus.SW083,0.85,FALSE,lv,1,FALSE,,
The Guildhall Museum,Guildhall Museum,mm.musa.156,0.89,FALSE,qgram,1.5,FALSE,,
The Guildhall Museum,Guildhall Museum,mm.domus.SE285,0.89,FALSE,qgram,1.5,FALSE,,
The Higgins Art Gallery & Museum,Christian Heritage Museum,mm.mgs.398,0.77,FALSE,jw,3,FALSE,,
The Higgins Art Gallery & Museum,Manor House Art Gallery And Museum,mm.domus.YH039,0.77,FALSE,jw,3,FALSE,,
The Higgins Art Gallery & Museum,The Tithe Barn Museum,mm.aim.1210,0.77,FALSE,jw,3,FALSE,,
The Higgins Art Gallery & Museum,The Victoria Gallery And Museum,mm.domus.NW148,0.79,FALSE,jw,1,FALSE,,
The Higgins Art Gallery & Museum,Fletcher Moss Art Gallery & Museum,mm.Mus70Cal.020,0.71,FALSE,lv,2,FALSE,,
The Higgins Art Gallery & Museum,Kelvingrove Art Gallery & Museum,mm.domus.SC031,0.72,FALSE,lv,1,FALSE,,
The Higgins Art Gallery & Museum,Coggeshall Museum & Heritage Centre,mm.aim.0213,0.87,FALSE,qgram,1.5,FALSE,,
The Higgins Art Gallery & Museum,Stirling Smith Art Gallery & Museum,mm.domus.SC192,0.87,FALSE,qgram,1.5,FALSE,,
The Holburne Museum,The Bellfoundry Museum,mm.aim.0994,0.87,FALSE,jw,1,FALSE,,
The Holburne Museum,The Bubblecar Museum,mm.aim.1004,0.83,FALSE,jw,3,FALSE,,
The Holburne Museum,The Hub Museum,mm.wiki.055,0.83,FALSE,jw,3,FALSE,,
The Holburne Museum,The Furness Museum,mm.misc.240,0.83,FALSE,jw,3,FALSE,,
The Holburne Museum,Holburne Museum,mm.domus.SW031,0.79,FALSE,lv,1,FALSE,T,
The Holburne Museum,The Milne Museum,mm.aim82NM.074,0.74,FALSE,lv,2.5,FALSE,,
The Holburne Museum,The Polar Museum,mm.ace.1160,0.74,FALSE,lv,2.5,FALSE,,
The Holburne Museum,Holburne Museum,mm.domus.SW031,0.88,FALSE,qgram,2.5,FALSE,,
The Holburne Museum,Hunter House Museum,mm.mgs.298,0.89,FALSE,qgram,1,FALSE,,
The Holburne Museum,The Bellfoundry Museum,mm.aim.0994,0.88,FALSE,qgram,2.5,FALSE,,
The Hollytrees Museum,The Helicopter Museum,mm.domus.SW160,0.83,FALSE,jw,2,FALSE,,
The Hollytrees Museum,The Manchester Museum,mm.domus.NW145,0.83,FALSE,jw,2,FALSE,,
The Hollytrees Museum,The Story Museum,mm.aim.1203,0.83,FALSE,jw,2,FALSE,,
The Hollytrees Museum,Clitheroe Castle Museum,mm.domus.NW042,0.86,FALSE,qgram,2,FALSE,,
The Hollytrees Museum,The Helicopter Museum,mm.domus.SW160,0.86,FALSE,qgram,2,FALSE,,
The Hollytrees Museum,The Story Museum,mm.aim.1203,0.86,FALSE,qgram,2,FALSE,,
The Museum of English Rural Life,Beck Isle Museum Of Rural Life,mm.domus.YH034,0.84,FALSE,jw,1,FALSE,,
The Museum of English Rural Life,Museum Of English Rural Life,mm.ace.569,0.82,FALSE,jw,2,FALSE,T,
The Museum of English Rural Life,The Museum Of Electricity,mm.misc.072,0.79,FALSE,jw,3,FALSE,,
The Museum of English Rural Life,Museum Of English Rural Life,mm.ace.569,0.88,FALSE,lv,1,FALSE,,
The Museum of English Rural Life,Museum Of Wiltshire Rural Life,mm.domus.SW067,0.66,FALSE,lv,2,FALSE,,
The Museum of English Rural Life,Beck Isle Museum Of Rural Life,mm.domus.YH034,0.87,FALSE,qgram,2.5,FALSE,,
The Museum of English Rural Life,Museum Of English Rural Life,mm.ace.569,0.93,FALSE,qgram,1,TRUE,,
The Museum of English Rural Life,Museum Of Wiltshire Rural Life,mm.domus.SW067,0.87,FALSE,qgram,2.5,FALSE,,
The National Holocaust Centre and Museum,The National Holocaust Centre & Museum,mm.aim.1138,0.97,FALSE,jw,1,TRUE,T,
The National Holocaust Centre and Museum,The National Wallace Monument,mm.musa.344,0.79,FALSE,jw,2,FALSE,,
The National Holocaust Centre and Museum,The Heritage Centre And Museum,mm.mgs.383,0.6,FALSE,lv,2,FALSE,,
The National Holocaust Centre and Museum,The National Holocaust Centre & Museum,mm.aim.1138,0.92,FALSE,lv,1,TRUE,,
The National Holocaust Centre and Museum,Monmouth Castle And Regimental Museum,mm.domus.WA027,0.86,FALSE,qgram,3,FALSE,,
The National Holocaust Centre and Museum,National Sikh Heritage Centre & Holocaust Museum,mm.aim.0691,0.86,FALSE,qgram,3,FALSE,,
The National Holocaust Centre and Museum,The Museum Of The National Rifle Association,mm.aim.1131,0.86,FALSE,qgram,3,FALSE,,
The National Holocaust Centre and Museum,The National Holocaust Centre & Museum,mm.aim.1138,0.95,FALSE,qgram,1,TRUE,,
The North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,0.83,FALSE,jw,1,FALSE,T,
The North Lincolnshire Museum,The Rifles Museum,mm.domus.SE164,0.8,FALSE,jw,2,FALSE,,
The North Lincolnshire Museum,The Atmospheric Railway Museum,mm.aim82NM.019,0.79,FALSE,jw,3,FALSE,,
The North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,0.86,FALSE,lv,1,FALSE,,
The North Lincolnshire Museum,London Scottish Regimental Museum,mm.musa.205,0.84,FALSE,qgram,3,FALSE,,
The North Lincolnshire Museum,North Lincolnshire Museum,mm.domus.YH077,0.93,FALSE,qgram,1,TRUE,,
The North Lincolnshire Museum,The Fusilier Museum London,mm.ace.1254,0.84,FALSE,qgram,3,FALSE,,
The North Lincolnshire Museum,Tring Local History Museum,mm.aim.1255,0.84,FALSE,qgram,3,FALSE,,
The Piece Hall,Leith Hall,mm.musa.196,0.76,FALSE,jw,1.5,FALSE,,
The Piece Hall,The Queens Gallery,mm.musa.346,0.76,FALSE,jw,1.5,FALSE,,
The Piece Hall,Speke Hall,mm.domus.NW171,0.57,FALSE,lv,1.5,FALSE,,
The Piece Hall,The Guildhall,mm.domus.EM105,0.57,FALSE,lv,1.5,FALSE,,
The Piece Hall,Wythenshawe Hall,mm.domus.NW012,0.56,FALSE,lv,3,FALSE,,
The Piece Hall,Blenheim Palace,mm.hha.017,0.76,FALSE,qgram,2,FALSE,,
The Piece Hall,Highclere Castle,mm.hha.009,0.8,FALSE,qgram,1,FALSE,,
The Salisbury Museum,The Salisbury Museum,mm.domus.SW128,1,TRUE,jw,1,TRUE,,
The Salisbury Museum,The Salisbury Museum,mm.domus.SW128,1,TRUE,lv,1,TRUE,,
The Salisbury Museum,The Salisbury Museum,mm.domus.SW128,1,TRUE,qgram,1,TRUE,,
The Shakespeare Birthplace Trust,George Stephensons Birthplace,mm.domus.NE075,0.76,FALSE,jw,1,FALSE,,
The Shakespeare Birthplace Trust,The Castle Heritage Centre Bude,mm.domus.SW017,0.73,FALSE,jw,3,FALSE,,
The Shakespeare Birthplace Trust,The Firs: Elgars Birthplace,mm.domus.WM057,0.74,FALSE,jw,2,FALSE,,
The Shakespeare Birthplace Trust,D H Lawrence Birthplace Museum,mm.domus.EM025,0.5,FALSE,lv,1.5,FALSE,,
The Shakespeare Birthplace Trust,J M Barries Birthplace Museum,mm.musa.032,0.47,FALSE,lv,3,FALSE,,
The Shakespeare Birthplace Trust,The Firs: Elgars Birthplace,mm.domus.WM057,0.5,FALSE,lv,1.5,FALSE,,
The Shakespeare Birthplace Trust,Barnstaple Heritage Centre,mm.wiki.089,0.79,FALSE,qgram,2,FALSE,,
The Shakespeare Birthplace Trust,Chichester Cathedral Treasury,mm.musa.083,0.79,FALSE,qgram,2,FALSE,,
The Shakespeare Birthplace Trust,Welsh Transport Heritage Centre,mm.misc.017,0.79,FALSE,qgram,2,FALSE,,
The Silk Mill,Derby Silk Mill,mm.domus.EM035,0.86,FALSE,jw,1,FALSE,,Ambiguous without town/city
The Silk Mill,The Guildhall,mm.domus.EM105,0.74,FALSE,jw,2,FALSE,,
The Silk Mill,Derby Silk Mill,mm.domus.EM035,0.67,FALSE,lv,1,FALSE,,
The Silk Mill,Whitchurch Silk Mill,mm.aim.1312,0.6,FALSE,lv,2,FALSE,,
The Silk Mill,Derby Silk Mill,mm.domus.EM035,0.79,FALSE,qgram,1,FALSE,,
The Silk Mill,Smithills Hall,mm.domus.NW106,0.74,FALSE,qgram,2,FALSE,,
The Spring Arts & Heritage Centre,Gerrans Parish Heritage Centre,mm.wiki.032,0.83,FALSE,jw,1,FALSE,,Actually Havant Museum: name to be updated in MM
The Spring Arts & Heritage Centre,Welsh Transport Heritage Centre,mm.misc.017,0.79,FALSE,jw,2.5,FALSE,,
The Spring Arts & Heritage Centre,Grampound with Creed Heritage Centre,mm.ace.1296,0.79,FALSE,jw,2.5,FALSE,,
The Spring Arts & Heritage Centre,Caistor Arts & Heritage Centre,mm.aim.0160,0.73,FALSE,lv,1,FALSE,,
The Spring Arts & Heritage Centre,Gerrans Parish Heritage Centre,mm.wiki.032,0.67,FALSE,lv,3,FALSE,,
The Spring Arts & Heritage Centre,The Kemsing Heritage Centre,mm.aim.1095,0.67,FALSE,lv,3,FALSE,,
The Spring Arts & Heritage Centre,The Nally Heritage Centre,mm.wiki.426,0.67,FALSE,lv,3,FALSE,,
The Spring Arts & Heritage Centre,Caistor Arts & Heritage Centre,mm.aim.0160,0.86,FALSE,qgram,3,FALSE,,
The Spring Arts & Heritage Centre,Gerrans Parish Heritage Centre,mm.wiki.032,0.89,FALSE,qgram,1,FALSE,,
The Spring Arts & Heritage Centre,Welsh Transport Heritage Centre,mm.misc.017,0.88,FALSE,qgram,2,FALSE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,jw,1,TRUE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,jw,1,TRUE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,lv,1,TRUE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,lv,1,TRUE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,qgram,1,TRUE,,
The Story Museum,The Story Museum,mm.aim.1203,1,TRUE,qgram,1,TRUE,,
The Tank Museum,The Ark Museum,mm.aim82NM.007,0.93,FALSE,jw,1.5,TRUE,,
The Tank Museum,The Fan Museum,mm.domus.SE020,0.93,FALSE,jw,1.5,TRUE,,
The Tank Museum,The Ark Museum,mm.aim82NM.007,0.87,FALSE,lv,1.5,FALSE,,
The Tank Museum,The Fan Museum,mm.domus.SE020,0.87,FALSE,lv,1.5,FALSE,,
The Tank Museum,The Ark Museum,mm.aim82NM.007,0.9,FALSE,qgram,1.5,TRUE,,
The Tank Museum,The Fan Museum,mm.domus.SE020,0.9,FALSE,qgram,1.5,TRUE,,
The Whitworth,The Water Tower,mm.domus.NW128,0.75,FALSE,jw,2,FALSE,,
The Whitworth,The Whitaker,mm.domus.NW139,0.81,FALSE,jw,1,FALSE,,
The Whitworth,Nothe Fort Weymouth,mm.domus.SW189,0.47,FALSE,lv,2,FALSE,,
The Whitworth,The Whitaker,mm.domus.NW139,0.62,FALSE,lv,1,FALSE,,
The Whitworth,The Water Tower,mm.domus.NW128,0.71,FALSE,qgram,2,FALSE,,
The Whitworth,The Whitaker,mm.domus.NW139,0.72,FALSE,qgram,1,FALSE,,
The Willis Museum,Lostwithiel Museum,mm.domus.SW163,0.84,FALSE,jw,2.5,FALSE,,
The Willis Museum,The Nelson Museum,mm.domus.SE605,0.84,FALSE,jw,2.5,FALSE,,
The Willis Museum,Willis Museum,mm.domus.SE220,0.84,FALSE,jw,2.5,FALSE,T,
The Willis Museum,Wiltshire Museum,mm.domus.SW105,0.84,FALSE,jw,2.5,FALSE,,
The Willis Museum,The Rifles Museum,mm.domus.SE164,0.82,FALSE,lv,1,FALSE,,
The Willis Museum,The Writers Museum,mm.mgs.147,0.78,FALSE,lv,2,FALSE,,
The Willis Museum,Lostwithiel Museum,mm.domus.SW163,0.91,FALSE,qgram,1.5,TRUE,,
The Willis Museum,Willis Museum,mm.domus.SE220,0.87,FALSE,qgram,3,FALSE,,
The Willis Museum,Wiltshire Museum,mm.domus.SW105,0.91,FALSE,qgram,1.5,TRUE,,
Thinktank,The Hunterian,mm.domus.SE058,0.71,FALSE,jw,2,FALSE,,
Thinktank,"Thinktank, Birmingham Science Museum",mm.ace.1104,0.75,FALSE,jw,1,FALSE,T,
Thinktank,Tintinhull,mm.domus.SW222,0.69,FALSE,jw,3,FALSE,,
Thinktank,Avington Park,mm.hha.008,0.38,FALSE,lv,2,FALSE,,
Thinktank,Ruthin Gaol,mm.mald.135,0.45,FALSE,lv,1,FALSE,,
Thinktank,Attingham Park,mm.domus.WM140,0.61,FALSE,qgram,3,FALSE,,
Thinktank,The Hunterian,mm.domus.SE058,0.64,FALSE,qgram,1,FALSE,,
Thinktank,Tintinhull,mm.domus.SW222,0.63,FALSE,qgram,2,FALSE,,
Towner Art Gallery & Museum,Burton Art Gallery & Museum,mm.domus.SW019,0.8,FALSE,jw,2.5,FALSE,,
Towner Art Gallery & Museum,Great Central Railway Museum,mm.wiki.248,0.8,FALSE,jw,2.5,FALSE,,
Towner Art Gallery & Museum,Newport Museum And Art Gallery,mm.domus.WA053,0.8,FALSE,jw,2.5,FALSE,,
Towner Art Gallery & Museum,Worthing Museum & Art Gallery,mm.domus.SE411,0.8,FALSE,jw,2.5,FALSE,,
Towner Art Gallery & Museum,Burton Art Gallery & Museum,mm.domus.SW019,0.78,FALSE,lv,1.5,FALSE,,
Towner Art Gallery & Museum,Gray Art Gallery & Museum,mm.domus.NE023,0.78,FALSE,lv,1.5,FALSE,,
Towner Art Gallery & Museum,Herbert Art Gallery And Museum,mm.domus.WM058,0.73,FALSE,lv,3,FALSE,,
Towner Art Gallery & Museum,Burton Art Gallery & Museum,mm.domus.SW019,0.93,FALSE,qgram,1.5,TRUE,,
Towner Art Gallery & Museum,Worthing Museum & Art Gallery,mm.domus.SE411,0.93,FALSE,qgram,1.5,TRUE,,
Treasure House and Beverley Art Gallery,Peterborough Museum And Art Gallery,mm.domus.SE131,0.74,FALSE,jw,2.5,FALSE,,
Treasure House and Beverley Art Gallery,Shrewsbury Museum And Art Gallery,mm.ace.333,0.74,FALSE,jw,2.5,FALSE,,
Treasure House and Beverley Art Gallery,The Stanley And Audrey Burton Gallery,mm.domus.YH107,0.75,FALSE,jw,1,FALSE,,
Treasure House and Beverley Art Gallery,Shrewsbury Museum And Art Gallery,mm.ace.333,0.54,FALSE,lv,2,FALSE,,
Treasure House and Beverley Art Gallery,Tullie House Museum And Art Gallery,mm.domus.NW021,0.56,FALSE,lv,1,FALSE,,
Treasure House and Beverley Art Gallery,Sewerby Hall Museum And Art Gallery,mm.domus.YH083,0.84,FALSE,qgram,1.5,FALSE,,
Treasure House and Beverley Art Gallery,The Stanley And Audrey Burton Gallery,mm.domus.YH107,0.84,FALSE,qgram,1.5,FALSE,,
Tudor House & Garden,Tudor House,mm.misc.082,0.85,FALSE,jw,1,FALSE,,
Tudor House & Garden,Tudor House Museum And Garden,mm.domus.SE278,0.82,FALSE,jw,2,FALSE,T,
Tudor House & Garden,Parham House & Gardens,mm.hha.026,0.68,FALSE,lv,3,FALSE,,
Tudor House & Garden,St Marys House & Gardens,mm.hha.027,0.71,FALSE,lv,2,FALSE,,
Tudor House & Garden,Sudeley House & Gardens,mm.hha.058,0.74,FALSE,lv,1,FALSE,,
Tudor House & Garden,Iron Bridge And Tollhouse,mm.misc.109,0.8,FALSE,qgram,2.5,FALSE,,
Tudor House & Garden,Red House Museum & Garden,mm.domus.SW195,0.8,FALSE,qgram,2.5,FALSE,,
Tudor House & Garden,Upton House And Gardens,mm.ace.1090,0.84,FALSE,qgram,1,FALSE,,
Tullie House Museum & Art Gallery,Chesterfield Museum & Art Gallery,mm.domus.EM033,0.8,FALSE,jw,2.5,FALSE,,
Tullie House Museum & Art Gallery,Norwich Castle Museum & Art Gallery,mm.domus.SE101,0.8,FALSE,jw,2.5,FALSE,,
Tullie House Museum & Art Gallery,Tullie House Museum And Art Gallery,mm.domus.NW021,0.92,FALSE,jw,1,TRUE,T,
Tullie House Museum & Art Gallery,Nicholson Museum & Art Gallery,mm.wiki.343,0.73,FALSE,lv,2.5,FALSE,,
Tullie House Museum & Art Gallery,The Lyc Museum & Art Gallery,mm.aim82M.057,0.73,FALSE,lv,2.5,FALSE,,
Tullie House Museum & Art Gallery,Tullie House Museum And Art Gallery,mm.domus.NW021,0.91,FALSE,lv,1,TRUE,,
Tullie House Museum & Art Gallery,Churchill House Museum & Hatton Gallery,mm.domus.WM109,0.89,FALSE,qgram,2,FALSE,,
Tullie House Museum & Art Gallery,Fletcher Moss Art Gallery & Museum,mm.Mus70Cal.020,0.87,FALSE,qgram,3,FALSE,,
Tullie House Museum & Art Gallery,Tullie House Museum And Art Gallery,mm.domus.NW021,0.94,FALSE,qgram,1,TRUE,,
UCL Art Museum,Ucl Art Museum,mm.domus.SE062,1,TRUE,jw,1,TRUE,,
UCL Art Museum,Ucl Art Museum,mm.domus.SE062,1,TRUE,lv,1,TRUE,,
UCL Art Museum,Ucl Art Museum,mm.domus.SE062,1,TRUE,qgram,1,TRUE,,
UCL Grant Museum of Zoology,The Cole Museum Of Zoology,mm.ace.1214,0.74,FALSE,jw,2.5,FALSE,,
